Ctgy,AUN,school_district,county,total_state_rev,bef,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,109531304,Coudersport Area SD,Potter,"$7,115,378.46","$4,348,630.00",,,,,"$70,006.39",,,,,"$562,754.64",,,,,,"$242,408.35","$1,540.00","$277,598.19","$12,341.75","$251,598.90",,"$25,000.00",,,,"$133,604.00",,,,,,"$224,115.51","$965,780.73",,,
1,109532804,Galeton Area SD,Potter,"$3,632,462.00","$2,210,349.00",,"$44,064.00",,,,,$385.00,,,"$274,505.00",,,,,,"$56,769.00",,"$188,157.00","$6,305.00","$177,140.00",,"$19,741.00",,,,"$53,981.00",,,,,,"$106,895.00","$494,171.00",,,
1,109535504,Northern Potter SD,Potter,"$6,881,080.21","$4,382,401.70",,"$9,354.02",,,"$58,714.35",,,,,"$449,419.70",,,,,,"$339,207.89","$10,780.00","$227,831.02","$9,772.08","$235,455.71",,"$25,000.00",,,,"$114,077.00",,,,,,"$177,019.00","$842,047.74",,,
1,109537504,Oswayo Valley SD,Potter,"$5,791,112.59","$3,692,501.70",,,,,,,,,,"$367,599.20",,,,"$83,530.00",,"$389,451.84","$3,080.00","$216,283.55","$6,660.87","$134,042.61",,,,,,"$107,942.00","$25,000.00",,,$454.12,,"$138,598.94","$625,967.76",,,
1,129540803,Blue Mountain SD,Schuylkill,"$17,418,691.21","$8,144,012.56",,"$62,110.04",,,,,,,,"$1,618,385.24",,,,,$83.32,"$1,658,600.88","$50,820.00","$613,448.63","$50,572.82","$769,119.02",,"$387,491.00",,,,"$354,683.00",,,,,,"$707,524.91","$3,001,839.79",,,
1,129544503,Mahanoy Area SD,Schuylkill,"$12,393,544.63","$7,780,138.13",,"$22,011.09",,,,,,$108.00,,"$935,281.51",,,,,$972.91,"$473,019.18","$26,180.00","$112,069.12","$18,731.68","$459,661.75",,"$25,000.00",,,,"$228,249.00",,,,,,"$409,504.70","$1,902,617.56",,,
1,129544703,Minersville Area SD,Schuylkill,"$9,869,037.93","$5,859,988.91",,,,,,,,,,"$830,278.81",,,,,"$3,672.93","$346,385.65","$29,645.00","$205,025.21","$22,471.46","$358,063.64",,"$34,999.20",,,,"$228,637.00",,,,,,"$356,009.27","$1,593,860.85",,,
1,129545003,North Schuylkill SD,Schuylkill,"$16,529,810.97","$8,979,334.63",,"$69,126.45",,,,,,,,"$1,330,275.41",,,,,$377.51,"$1,318,505.97","$28,875.00","$592,294.15","$71,446.60","$448,622.24",,,,,,"$346,904.00",,,,"$81,451.04",,"$624,721.02","$2,637,876.95",,,
1,129546003,Pine Grove Area SD,Schuylkill,"$12,234,222.44","$6,892,993.24",,"$30,667.38",,,,,,,,"$1,037,910.66",,,,,"$2,449.13","$774,792.69","$13,860.00","$2,037.89","$58,407.13","$584,058.90",,"$25,000.00",,,,"$304,381.00",,,,$86.05,,"$450,423.13","$2,057,155.24",,,
1,129546103,Pottsville Area SD,Schuylkill,"$22,208,181.17","$13,515,353.12",,"$43,670.31",,,,,,,,"$1,813,240.38",,,,,$966.54,"$421,501.37","$87,780.00",,"$56,131.63","$704,361.06",,"$34,823.00",,,,"$1,025,858.00",,,,"$100,000.00",,"$782,896.10","$3,621,599.66",,,
1,129546803,Saint Clair Area SD,Schuylkill,"$5,776,661.89","$3,346,986.46",,,,,,,,,,"$616,887.66",,,,,,"$449,717.58","$25,795.00","$212,339.72","$10,267.94","$146,697.05",,"$51,250.00","$3,789.65",,,"$134,649.00",,,,$786.36,,"$138,271.56","$639,223.91",,,
1,129547303,Schuylkill Haven Area SD,Schuylkill,"$11,082,936.33","$6,387,154.10",,"$103,902.20",,,,,$315.00,,,"$798,821.75",,,,,$71.68,"$514,919.64","$21,560.00","$211,849.02","$22,855.11","$471,213.78",,"$10,695.18",,,,"$221,391.00","$20,158.00",,,,,"$409,462.08","$1,888,567.79",,,
1,129547203,Shenandoah Valley SD,Schuylkill,"$12,118,783.39","$7,700,445.08",,,,,,,,,,"$866,087.26",,,,,"$2,128.82","$194,956.56","$24,640.00","$642,064.50","$25,095.90","$313,626.75",,"$25,000.00","$19,970.00",,,"$237,689.00",,,,,,"$363,145.36","$1,703,934.16",,,
1,129547603,Tamaqua Area SD,Schuylkill,"$13,564,171.58","$7,129,860.26",,"$82,945.91",,,"$8,235.28",,,,,"$1,407,173.06",,,,,$545.79,"$963,095.46","$35,035.00",,"$99,241.01","$700,429.13",,"$25,000.00",,,,"$328,716.00",,,,"$12,704.69",,"$465,042.71","$2,306,147.28",,,
1,129547803,Tri-Valley SD,Schuylkill,"$7,661,827.67","$4,599,532.22",,"$100,523.77",,,"$34,537.75",,,,,"$587,684.46",,,,,,"$422,225.42",,"$221,064.33","$17,240.30","$242,059.02",,,,,,"$132,807.00",,"$4,617.07",,"$4,560.00",,"$239,796.37","$1,055,179.96",,,
1,129548803,Williams Valley SD,Schuylkill,"$11,172,513.33","$7,109,983.57",,"$84,872.96",,,,,"$1,395.00",,,"$852,879.44",,,,,,"$619,690.08",,,"$19,871.01","$334,475.76",,"$25,000.00",,,,"$228,949.00",,,,,,"$379,085.97","$1,516,310.54",,,
1,116555003,Midd-West SD,Snyder,"$17,749,142.07","$8,930,265.55",,"$125,535.15",,,"$142,349.07",,,,,"$1,470,199.72",,,,,"$1,684.98","$1,954,405.80","$58,520.00","$604,374.84","$41,859.34","$791,638.07",,,"$120,077.00",,,"$379,616.00",,"$10,095.09",,,,"$537,488.80","$2,581,032.66",,,
1,116557103,Selinsgrove Area SD,Snyder,"$15,951,814.17","$7,923,292.12",,"$62,648.45",,,"$34,032.40",,,$80.00,,"$1,507,925.15",,,,,$777.10,"$905,454.12","$32,725.00","$298,417.75","$45,781.87","$664,789.59",,"$25,000.00","$64,900.00",,,"$418,661.00","$8,235.28","$4,738.54",,,,"$711,525.61","$3,242,830.19",,,
1,108561003,Berlin Brothersvalley SD,Somerset,"$8,016,714.74","$5,234,240.85",,,,,"$28,588.95",,"$1,155.00",,,"$556,536.54",,,,,,"$373,664.50","$5,390.00","$301,157.43","$13,632.68","$213,815.79",,"$31,778.00",,,,"$151,047.00",,"$4,391.43",,,,"$203,696.83","$897,619.74",,,
1,108561803,Conemaugh Township Area SD,Somerset,"$10,112,598.38","$6,776,225.18",,,,,,,,,,"$703,554.73",,,,,,"$581,312.89","$15,400.00","$108,159.26","$21,047.12","$271,017.43",,"$25,000.00",,,"$171,816.00",,,,,,,"$264,176.48","$1,174,889.29",,,
1,108565203,Meyersdale Area SD,Somerset,"$10,660,766.27","$7,299,173.25",,,,,"$5,784.10",,,,,"$669,945.10",,,,,,"$517,294.78","$7,700.00","$245,457.92","$14,867.71","$210,659.83",,"$25,000.00",,,,"$198,784.00",,,,,,"$247,964.04","$1,218,135.54",,,
1,108565503,North Star SD,Somerset,"$12,367,005.10","$7,690,353.89",,"$33,569.42",,,,,,,,"$853,187.71",,,,,,"$914,415.11","$18,480.00","$472,760.84","$20,597.83","$384,091.60",,"$6,826.65",,,,"$225,913.00",,,,,,"$320,063.92","$1,426,745.13",,,
1,108566303,Rockwood Area SD,Somerset,"$5,360,951.92","$3,437,108.90",,,,,"$1,189.44",,$385.00,,,"$464,053.70",,,,,,"$166,603.18","$6,160.00","$27,660.40","$13,246.21","$233,590.31",,"$19,602.00",,,,"$73,578.00",,,,,,"$169,278.84","$748,495.94",,,
1,108567004,Salisbury-Elk Lick SD,Somerset,"$3,052,833.82","$1,991,587.56",,"$42,291.31",,,"$40,582.65",,$625.00,,,"$234,581.96",,,,,,"$73,631.53","$6,160.00",,"$6,312.13","$122,975.56",,"$25,000.00",,,,"$52,080.00",,,,,,"$77,720.96","$379,285.16",,,
1,108567204,Shade-Central City SD,Somerset,"$6,139,313.83","$3,993,091.57",,,,,,,,,,"$372,103.78",,,,,"$1,402.71","$253,375.00","$4,235.00","$316,549.52","$7,716.45","$194,863.19",,"$25,000.00",,,,"$114,785.00",,,,,,"$150,404.80","$705,786.81",,,
1,108567404,Shanksville-Stonycreek SD,Somerset,"$2,798,985.17","$1,588,819.68",,,,,,,,,,"$235,063.23",,,,,,"$124,774.34","$5,005.00","$125,807.60","$5,764.32","$172,445.80",,"$1,450.00",,,,"$35,845.00",,,,,,"$91,121.70","$412,888.50",,,
1,108567703,Somerset Area SD,Somerset,"$14,854,042.44","$8,113,656.10",,"$66,861.38",,,"$50,197.34",,,,,"$1,518,107.80",,,,,,"$463,622.45","$26,950.00","$671,068.78",,"$656,844.58",,"$4,272.00",,,,"$304,698.00",,,,,,"$536,281.06","$2,441,482.95",,,
1,108568404,Turkeyfoot Valley Area SD,Somerset,"$3,615,563.18","$2,362,244.68",,,,,,,,,,"$289,453.67",,,,,$613.11,"$266,468.92",,"$7,426.93","$6,150.30","$101,430.45",,"$25,000.00",,,,"$72,367.00",,,,,,"$110,859.91","$373,548.21",,,
1,108569103,Windber Area SD,Somerset,"$12,799,616.25","$8,748,777.42",,"$7,372.28",,,,,,,,"$930,951.00",,,,,,"$458,032.72","$12,320.00","$228,444.09","$23,287.99","$277,801.34",,"$25,000.00",,,,"$241,701.00",,,,$500.00,,"$330,442.02","$1,514,986.39",,,
1,117576303,Sullivan County SD,Sullivan,"$5,201,640.42","$2,716,128.96",,,,,,,$490.00,,,"$416,792.20",,,,,$84.99,"$447,373.68",,"$64,568.54","$11,844.88","$207,958.64",,"$25,000.00",,,,"$51,245.00",,,,,,"$229,451.68","$1,030,701.85",,,
1,119581003,Blue Ridge SD,Susquehanna,"$11,072,402.48","$6,613,789.55",,"$32,670.16",,,,,,,,"$720,497.70",,,,,"$11,692.03","$866,826.81",,,"$17,595.61","$732,370.01",,"$69,713.00",,,,"$203,272.00",,,,"$22,225.00",,"$344,144.66","$1,437,605.95",,,
1,119582503,Elk Lake SD,Susquehanna,"$11,792,536.94","$6,774,324.37",,,,,,,"$1,085.00",,,"$958,500.53",,,,,"$4,896.33","$1,049,964.04","$4,620.00","$305,169.05","$21,786.84","$340,473.16",,"$51,506.78",,,,"$226,601.00",,,,,,"$381,911.69","$1,671,698.15",,,
1,119583003,Forest City Regional SD,Susquehanna,"$8,021,645.96","$3,486,756.39",,"$41,523.89",,,,,,,,"$501,554.27",,,,"$323,000.00",$63.82,"$817,347.25","$2,310.00","$998,962.96",,"$374,748.34",,"$25,000.00",,,,"$121,293.00",,,,,,"$246,670.45","$1,082,415.59",,,
1,119584503,Montrose Area SD,Susquehanna,"$14,148,584.16","$7,618,251.11",,"$3,140.15",,,,,$490.00,,,"$1,296,200.26",,,,,"$6,003.51","$1,341,651.99","$14,245.00",,"$24,991.78","$1,098,680.27",,"$24,970.96",,,,"$290,716.00",,,,,,"$440,143.56","$1,989,099.57",,,
1,119584603,Mountain View SD,Susquehanna,"$10,271,704.17","$5,401,897.91",,"$23,954.02",,,,,,,,"$788,251.99",,,,"$136,000.00","$9,777.40","$1,159,281.33","$25,410.00","$248,468.04","$17,783.69","$524,089.39",,"$25,000.00","$16,541.48",,"$191,469.00",,,,,$0.20,,"$304,618.27","$1,399,161.45",,,
1,119586503,Susquehanna Community SD,Susquehanna,"$11,448,131.34","$6,644,312.02",,"$6,159.62",,,"$8,028.24",,,,,"$1,064,498.36",,,,,$818.17,"$1,090,601.93","$3,850.00",,"$14,994.29","$398,314.16",,"$25,000.00",,"$70,000.00",,"$192,774.00",,,,,,"$359,920.14","$1,568,860.41",,,
1,117596003,Northern Tioga SD,Tioga,"$20,718,020.54","$12,567,744.10",,"$9,714.21",,,"$70,949.88",,"$3,185.00",,,"$1,683,500.54",,,,,,"$1,530,783.95","$13,475.00",,"$39,188.31","$477,970.61",,"$25,000.00",,,,"$446,252.00",,"$5,887.52",,,,"$685,241.12","$3,159,128.30",,,
1,117597003,Southern Tioga SD,Tioga,"$16,176,460.72","$8,826,777.18",,"$32,099.80",,,"$33,491.93",,,,,"$1,344,569.90",,,,"$700,455.00",$0.01,"$1,114,036.95","$20,020.00","$536,598.73",,"$658,339.05",,"$25,000.00",,,,"$340,919.00",,,,,,"$466,847.06","$2,077,306.11",,,
1,117598503,Wellsboro Area SD,Tioga,"$10,884,578.87","$6,168,521.81",,"$39,113.57",,,"$67,318.36",,,,,"$1,186,993.55",,,,,,"$476,122.27","$15,785.00","$195,756.45","$28,407.48","$378,530.38",,,,,,"$219,909.00",,,,,,"$382,241.00","$1,725,880.00",,,
1,116604003,Lewisburg Area SD,Union,"$9,180,215.04","$3,693,615.82",,"$26,613.80",,,,,,$200.00,,"$1,084,932.86",,,,"$76,500.00",,"$581,592.96","$24,640.00","$177,711.25",,"$522,664.55",,"$65,638.00",,,,"$168,400.00",,,,,,"$517,505.35","$2,240,200.45",,,
1,116605003,Mifflinburg Area SD,Union,"$14,435,030.66","$7,988,260.36",,"$66,777.09",,,"$75,156.94",,,,,"$1,377,705.56",,,,,,"$938,914.56","$26,950.00","$319,379.50","$38,332.58","$573,500.67",,"$25,000.00",,,,"$354,755.00",,,,$649.52,,"$469,184.04","$2,180,464.84",,,
1,106611303,Cranberry Area SD,Venango,"$11,522,435.73","$6,821,151.76",,"$24,729.55",,,,,,,,"$893,882.79",,,,,,"$730,164.94","$11,550.00","$243,717.79","$20,604.11","$588,454.12",,"$25,000.00",,,,"$207,812.00",,,,,,"$363,877.67","$1,591,491.00",,,
1,106612203,Franklin Area SD,Venango,"$19,861,092.58","$11,736,838.88",,"$11,548.99",,,,,,,,"$1,601,527.82",,,,,,"$1,365,768.53","$60,060.00","$258,476.68","$37,879.76","$934,732.22",,"$25,000.00",,,,"$382,881.00","$8,235.28",,,,,"$617,591.80","$2,820,551.62",,,
1,106616203,Oil City Area SD,Venango,"$24,335,400.57","$14,144,677.15",,"$103,655.90",,,,,"$2,100.00",,,"$1,593,668.29",,,,,,"$973,708.52","$27,720.00","$2,176,055.44","$39,390.26","$1,063,759.94",,"$186,937.48",,,,"$486,703.00",,,,,,"$642,922.40","$2,894,102.19",,,
1,106617203,Titusville Area SD,Venango,"$22,863,234.57","$13,955,242.55",,"$102,378.26",,,"$29,432.01",,,,,"$1,667,854.30",,,,,,"$978,771.08","$55,440.00","$1,099,539.29","$35,877.07","$489,856.75",,"$25,000.00",,,,"$434,788.00",$768.51,,,,,"$691,418.24","$3,296,868.51",,,
1,106618603,Valley Grove SD,Venango,"$10,209,672.16","$6,686,544.08",,,,,,,,,,"$694,660.24",,,,,,"$458,390.06","$6,545.00","$152,591.89","$15,695.08","$342,312.32",,"$8,197.76",,,,"$195,288.00",,,,,,"$299,849.52","$1,349,598.21",,,
1,105628302,Warren County SD,Warren,"$46,067,363.05","$25,498,740.15",,"$43,312.11",,,"$408,895.11",,,,,"$4,210,311.77",,,,,$298.08,"$3,151,533.96","$147,455.00","$945,971.43","$86,732.60","$2,736,077.76",,"$37,210.00",,,,"$1,023,439.00",,"$16,717.13",,,,"$1,387,167.88","$6,373,501.07",,,
1,101630504,Avella Area SD,Washington,"$6,781,000.77","$4,296,896.16",,"$13,066.06",,,"$5,734.23",,,,,"$566,550.88",,,,,,"$477,388.63","$6,160.00",,"$9,342.15","$251,476.66",,"$25,000.00",,,,"$105,057.00",,,,$143.82,,"$197,894.15","$826,291.03",,,
1,101630903,Bentworth SD,Washington,"$10,320,706.32","$6,329,029.29",,"$11,110.88",,,,,,,,"$790,756.12",,,,,,"$517,184.84","$12,320.00","$245,778.16","$20,912.82","$399,070.90",,"$25,000.00",,,,"$210,735.00",,,,,,"$335,169.32","$1,423,638.99",,,
1,101631003,Bethlehem-Center SD,Washington,"$14,159,111.56","$8,771,869.23",,"$17,035.10","$5,000.00",,,,$700.00,,,"$1,026,534.32",,,,,,"$1,330,958.60",$770.00,"$48,297.17","$19,780.99","$465,536.89",,"$19,900.00",,,,"$252,070.00",,,,,,"$402,980.43","$1,797,678.83",,,
1,101631203,Burgettstown Area SD,Washington,"$11,291,651.84","$6,363,939.06",,,,,"$8,235.28",,,,,"$911,665.22",,,,,,"$629,612.12","$11,550.00","$267,389.33","$20,936.33","$532,295.73",,"$130,669.46",,,,"$239,888.00",,,,"$100,000.00",,"$394,098.10","$1,681,373.21",,,
1,101631503,California Area SD,Washington,"$9,999,505.62","$5,852,420.47",,,,,,,,,,"$660,905.09",,,,,,"$706,643.84","$9,240.00","$762,665.98","$17,154.83","$407,027.75",,"$25,000.00",,,,"$173,671.00",,,,,,"$255,896.68","$1,128,879.98",,,
1,101631703,Canon-McMillan SD,Washington,"$24,313,548.65","$11,682,605.67",,"$1,998.88",,,,,,,,"$2,236,356.78",,,,,$959.39,"$957,932.07","$153,615.00","$993,378.45","$100,464.14","$926,962.73",,"$27,024.14",,,,"$537,616.00","$8,235.28",,,,,"$1,255,656.20","$5,430,743.92",,,
1,101631803,Charleroi SD,Washington,"$14,594,535.21","$7,960,417.13",,"$13,679.86",,,,,,,,"$1,188,004.82",,,,,,"$547,113.26","$10,395.00","$1,011,978.79","$33,097.34","$643,869.17",,,,,,"$321,336.00",,,,"$10,000.00",,"$516,154.00","$2,338,489.84",,,
1,101631903,Chartiers-Houston SD,Washington,"$8,021,432.00","$4,837,302.34",,,,,,,,,,"$660,572.08",,,,,"$1,606.55","$202,075.59","$21,945.00","$412,031.29","$23,800.58","$312,742.33",,,,,,"$178,652.00",,,,,,"$282,020.96","$1,088,683.28",,,
1,101632403,Fort Cherry SD,Washington,"$10,436,080.06","$6,508,962.27",,"$20,391.35",,,"$70,756.02",,,,,"$808,553.18",,,,,,"$689,321.57","$6,545.00",,"$19,276.66","$450,033.74",,"$25,000.00",,,,"$186,506.00",,"$6,224.09",,,,"$307,046.63","$1,337,463.55",,,
1,101633903,McGuffey SD,Washington,"$16,925,897.40","$10,242,118.83",,,,,"$60,623.08",,,,,"$1,550,098.24",,,,,,"$923,129.76","$15,015.00","$379,657.91","$27,648.54","$873,238.57",,"$32,337.57",,,,"$339,263.00",,"$6,119.77",,,,"$465,623.49","$2,011,023.64",,,
1,101636503,Peters Township SD,Washington,"$15,644,457.36","$5,553,246.85",,,,,,,,$160.00,,"$1,613,601.38",,,,,"$1,686.03","$680,499.31","$133,210.00","$386,940.67","$73,840.24","$733,867.12",,"$40,007.00",,,,"$335,813.00",,,,,,"$1,114,692.18","$4,976,893.58",,,
1,101637002,Ringgold SD,Washington,"$23,178,076.56","$12,864,326.27",,,,,,,"$1,540.00",,,"$2,096,778.63",,,,,$377.49,"$1,525,194.96","$78,155.00","$481,172.64","$52,600.48","$1,219,385.84",,"$138,590.00","$40,000.00",,,"$540,337.00",,,,,,"$788,558.85","$3,351,059.40",,,
1,101638003,Trinity Area SD,Washington,"$22,947,472.07","$11,933,010.09",,"$30,205.05",,,"$78,385.62",,,,,"$2,050,972.20",,,,,$598.91,"$1,581,892.66","$16,940.00","$403,424.04",,"$1,287,497.99",,"$77,124.15",,,,"$470,547.00",,,,,,"$1,112,868.40","$3,904,005.96",,,
1,101638803,Washington SD,Washington,"$15,211,095.37","$8,961,949.54",,"$51,140.61",,,,,,,,"$1,509,571.55",,,,,,"$287,245.88","$26,565.00","$220,598.47","$33,201.31","$1,120,066.44",,"$16,548.21",,,,"$335,434.00",,,,,,"$467,566.75","$2,181,207.61",,,
1,119648703,Wayne Highlands SD,Wayne,"$18,811,664.75","$8,576,303.38",,"$43,187.53",,,"$43,596.98",,"$3,500.00",,,"$1,678,695.90",,,,,"$4,398.30","$1,752,610.00","$15,785.00","$60,176.98","$46,800.38","$1,153,981.42",,"$57,640.00",,,,"$340,935.00",,"$6,046.10",,,,"$902,601.92","$4,125,405.86",,,
1,119648903,Western Wayne SD,Wayne,"$16,336,438.94","$5,226,723.94",,"$107,024.00",,,,,,,,"$1,206,322.54","$1,557,952.00",,,,"$4,799.10","$2,804,543.95","$45,815.00","$559,322.79","$38,458.71","$876,921.29",,"$38,420.00","$39,999.90",,,"$239,366.00",,,,,,"$666,237.54","$2,924,532.18",,,
1,107650603,Belle Vernon Area SD,Westmoreland,"$17,763,117.42","$9,761,379.61",,"$11,492.61",,,,,,,,"$1,641,794.30",,,,,,"$901,936.40","$20,405.00",,"$48,138.80","$942,941.87",,"$25,000.00",,,,"$444,877.00",,,,,,"$754,190.32","$3,210,961.51",,,
1,107650703,Burrell SD,Westmoreland,"$12,090,953.98","$5,894,488.95",,"$98,662.13",,,,,,,,"$1,200,141.90",,,,,,"$706,466.68","$23,100.00","$226,567.82","$32,610.35","$701,782.30",,"$25,000.00","$24,997.00",,,"$268,508.00",,,,,,"$524,505.10","$2,364,123.75",,,
1,107651603,Derry Area SD,Westmoreland,"$20,234,118.20","$11,382,291.02",,"$129,073.34",,,"$63,778.88",,"$1,890.00",,,"$1,701,321.80",,,,,,"$1,123,819.18","$33,495.00","$884,233.16","$39,344.00","$969,797.27",,"$15,368.07",,,,"$392,930.00",,$718.86,,,,"$625,321.99","$2,870,735.63",,,
1,107652603,Franklin Regional SD,Westmoreland,"$16,738,132.69","$7,063,889.48",,,,,,,,,,"$1,845,736.38",,,,,,"$910,634.31","$51,975.00","$49,219.28","$67,039.70","$840,573.57",,"$25,000.00","$20,000.00",,,"$334,456.00","$8,235.28",,,,,"$1,006,010.04","$4,515,363.65",,,
1,107653102,Greater Latrobe SD,Westmoreland,"$20,751,170.52","$10,854,095.47",,"$165,937.60",,,,,,,,"$2,191,886.41",,,,,"$1,308.52","$1,094,788.40","$64,680.00","$131,811.49","$68,255.08","$755,486.36",,"$21,070.00",,,,"$516,843.00",,,,,,"$838,784.06","$4,046,224.13",,,
1,107653203,Greensburg Salem SD,Westmoreland,"$19,575,643.78","$10,674,261.35",,"$69,828.31",,,,,,$40.00,,"$2,052,958.98",,,,,"$1,623.58","$491,285.46","$45,815.00","$528,297.34","$50,141.33","$830,860.03",,"$64,966.00",,,,"$427,212.00",,,,,,"$775,388.78","$3,434,166.33",,"$128,799.29",
1,107653802,Hempfield Area SD,Westmoreland,"$35,907,808.00","$18,108,687.00",,"$223,836.00",,,"$8,235.00",,,,,"$3,445,173.00",,,,,,"$1,993,692.00","$100,870.00","$1,664,027.00","$110,700.00","$1,262,092.00",,"$91,331.00",,,,"$707,433.00",,,,"$75,040.00",,"$1,470,419.00","$6,646,273.00",,,
1,107654103,Jeannette City SD,Westmoreland,"$13,097,219.77","$8,127,208.55",,"$63,133.05",,,,,,,,"$1,054,080.93",,,,,,"$429,218.64","$12,705.00","$600,183.15","$18,642.19","$628,928.70",,,"$14,438.14",,,"$247,552.00","$7,214.26",,,,,"$365,431.01","$1,514,484.15","$14,000.00",,
1,107654403,Kiski Area SD,Westmoreland,"$29,656,496.30","$15,973,677.25",,"$40,892.23",,,,,,,,"$2,610,161.13",,,,,,"$2,524,065.20","$57,365.00","$810,304.26","$66,914.42","$1,167,183.77",,"$25,000.00",,,,"$630,145.00","$2,315.27",,,"$4,402.60",,"$1,044,316.21","$4,699,753.96",,,
1,107654903,Ligonier Valley SD,Westmoreland,"$11,370,771.63","$5,911,348.29",,"$103,370.41",,,,,,,,"$1,169,972.31",,,,,,"$1,132,720.46","$29,645.00","$294,890.41","$33,444.00","$323,895.17",,"$25,000.00",,,,"$167,418.00",,,,,,"$400,270.16","$1,778,797.42",,,
1,107655803,Monessen City SD,Westmoreland,"$10,157,434.58","$6,233,520.32",,"$55,106.40",,,,,,,,"$740,147.04",,,,"$467,500.00",,"$259,684.91","$14,630.00","$204,999.85","$12,900.48","$527,710.27",,"$25,000.00",,,,"$200,433.00",,,,,,"$203,101.71","$1,212,700.60",,,
1,107655903,Mount Pleasant Area SD,Westmoreland,"$16,429,878.30","$9,132,271.94",,"$35,063.24",,,,,,,,"$1,482,578.44",,,,,$837.66,"$871,072.97","$44,275.00","$609,088.48","$37,744.09","$835,066.54",,"$32,580.00","$23,527.00",,,"$344,356.00",,,,"$84,200.00",,"$529,193.68","$2,368,023.26",,,
1,107656303,New Kensington-Arnold SD,Westmoreland,"$22,132,570.97","$12,282,002.71",,"$106,391.35",,,,,,,,"$1,937,698.67",,,,,,"$826,778.56","$73,150.00","$1,078,946.34","$38,709.14","$1,281,107.09",,,,,,"$480,928.00",,,,"$2,303.08",,"$700,946.49","$3,323,609.54",,,
1,107656502,Norwin SD,Westmoreland,"$30,169,858.17","$16,000,329.71",,"$80,351.04",,,,,,,,"$2,736,253.64",,,,,,"$1,261,717.48","$69,300.00","$997,898.35","$98,572.87","$951,304.41",,"$25,000.00",,,,"$671,460.00",,,,,,"$1,251,282.39","$5,635,388.28",,,"$391,000.00"
1,107657103,Penn-Trafford SD,Westmoreland,"$25,559,992.53","$14,245,428.31",,"$8,398.10",,,,,"$2,555.00",,,"$2,465,991.05",,,,,,"$1,166,157.83","$80,465.00","$524,572.95","$70,631.40","$1,020,868.83",,"$25,000.00",,,,"$580,222.00",,,,,,"$1,003,498.41","$4,291,203.65",,"$75,000.00",
1,107657503,Southmoreland SD,Westmoreland,"$17,375,968.58","$9,728,251.34",,"$73,995.39",,,,,,,,"$1,431,442.21",,,,,$22.04,"$1,044,557.05","$19,250.00","$760,251.11","$33,938.38","$938,663.80",,,,,,"$357,264.00",,,,,,"$542,071.54","$2,446,261.72",,,
1,107658903,Yough SD,Westmoreland,"$18,188,009.53","$9,892,488.77",,"$73,949.21",,,,,,,,"$1,513,728.28",,,,,,"$1,320,388.16","$20,405.00","$572,577.49","$35,071.55","$769,232.00",,"$152,996.00",,,,"$401,277.00",,,,"$35,000.00",,"$590,842.44","$2,810,053.63",,,
1,119665003,Lackawanna Trail SD,Wyoming,"$10,756,556.00","$5,697,445.00",,"$27,770.00",,,,,,,,"$1,011,624.00",,,,"$297,500.00",$485.00,"$1,048,867.00","$17,325.00","$3,607.00","$18,778.00","$531,530.00",,"$25,000.00",,,,"$181,454.00",,,,,,"$352,918.00","$1,542,253.00",,,
1,118667503,Tunkhannock Area SD,Wyoming,"$21,744,737.94","$11,191,360.26",,"$67,894.79",,,"$54,815.97",,,$210.00,,"$1,765,831.45",,,,"$442,000.00","$9,510.98","$1,712,519.21","$14,245.00","$815,238.52","$43,063.46","$1,149,709.44",,"$42,400.00",,,,"$401,678.00",,"$6,083.71",,,,"$727,368.38","$3,300,808.77",,,
1,112671303,Central York SD,York,"$23,142,546.05","$8,334,994.25",,"$289,596.70",,,,,,,,"$2,121,393.27",,,,,"$4,036.24","$1,377,793.45","$179,025.00","$1,060,430.83","$111,383.49","$1,070,468.88",,"$25,000.00",,,,"$581,460.00",,,,,,"$1,383,230.30","$6,603,733.64",,,
