Ctgy,AUN,school_district,county,total_state_rev,bef,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,Safe Schools 7360,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Project 720 / High School Reform 7503,Ready to Learn Block Grant 7505,Supplemental Equipment Grants 7509,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,114068103,Twin Valley SD,Berks,"$15,741,666.51","$5,466,265.98",,"$147,286.06",,,,,,,,"$1,692,861.94",,,,,$198.94,"$1,823,615.60","$132,055.00","$665,867.89","$56,911.12","$1,026,175.08",,,,,,"$329,551.00",,,,,"$684,850.97","$3,716,026.93",,,
1,114069103,Wilson  SD,Berks,"$23,649,489.81","$7,938,055.85",,"$86,718.81",,,,,,,,"$2,387,113.09",,,,,$882.54,"$810,260.40","$95,865.00","$1,480,969.74","$114,135.03","$1,383,056.04",,,,,,"$579,495.00",,,,,"$1,634,731.77","$7,138,206.54",,,
1,114069353,Wyomissing Area SD,Berks,"$6,585,900.89","$1,636,453.98",,"$24,417.00",,,,,,,,"$832,838.34",,,,,$183.40,"$307,304.34","$32,340.00","$69,585.44","$37,272.08","$485,046.05",,"$15,595.00",,,,"$139,739.00",,,$142.40,,"$552,099.46","$2,452,884.40",,,
1,108070502,Altoona Area SD,Blair,"$65,457,165.94","$39,345,732.31",,"$47,815.47",,,"$16,772.29",,"$1,890.00",,,"$5,392,591.97","$1,576,344.00","$90,000.00",,,"$7,079.86","$1,847,368.60","$137,445.00","$829,022.10","$160,656.05","$1,845,429.07",,,,,,"$1,485,051.00",,,,,"$2,140,157.91","$10,532,810.31",,,"$1,000.00"
1,108071003,Bellwood-Antis SD,Blair,"$10,669,236.44","$6,905,116.35",,,,,"$39,301.96",,$630.00,,,"$780,106.40",,,,,,"$354,496.98","$6,160.00","$227,519.77","$24,150.80","$360,301.44",,,,,,"$206,209.00","$5,159.52",,,,"$330,682.63","$1,429,401.59",,,
1,108071504,Claysburg-Kimmel SD,Blair,"$8,332,605.23","$5,373,671.34",,,,,,,,,,"$592,621.82",,,,,$0.01,"$351,551.87","$1,925.00","$221,487.23","$16,055.31","$340,834.69",,,,,,"$173,060.00",,,,,"$225,293.96","$1,036,104.00",,,
1,108073503,Hollidaysburg Area SD,Blair,"$21,459,205.23","$11,909,637.19",,"$27,793.87",,,,,,,,"$2,164,161.99",,,,,,"$859,453.71","$74,690.00","$1,218,167.37","$68,440.19","$569,101.63",,"$19,520.76",,,,"$421,318.00",,,,,"$763,060.37","$3,363,860.15",,,
1,108077503,Spring Cove SD,Blair,"$13,373,421.98","$7,750,122.29",,"$82,044.93",,,"$50,667.42",,,,,"$1,140,038.33",,,,,,"$1,052,747.50","$15,785.00","$218,371.39","$36,789.00","$381,850.86",,"$39,827.44",,,,"$291,450.00","$5,978.89",,,,"$423,338.51","$1,884,410.42",,,
1,108078003,Tyrone Area SD,Blair,"$15,962,303.01","$9,238,849.92",,"$16,674.92",,,"$89,177.23",,"$2,345.00",,,"$1,496,221.51","$175,743.12",,,"$548,250.00","$2,894.58","$818,950.22","$36,190.00",,"$70,494.87","$490,635.91",,,,,,"$308,378.00","$8,312.52","$75,000.00",,,"$471,418.49","$2,104,388.94",,"$8,377.78",
1,108079004,Williamsburg Community SD,Blair,"$5,272,935.56","$3,341,363.52",,"$11,877.80",,,"$16,556.51",,,,,"$356,505.25",,,,,,"$172,661.76","$1,540.00","$260,524.95","$18,037.12","$204,151.00",,,,,,"$102,791.00",,,,,"$140,750.96","$646,175.69",,,
1,117080503,Athens Area SD,Bradford,"$20,826,264.12","$11,633,568.68",,"$23,552.59",,,"$63,078.17",,,$120.00,,"$1,573,702.26",,,,,,"$1,500,808.14","$22,715.00","$784,520.26","$37,032.57","$930,089.66",,,,,,"$418,272.00","$5,713.53",,,,"$710,881.85","$3,122,209.41",,,
1,117081003,Canton Area SD,Bradford,"$10,742,248.10","$6,959,826.57",,"$26,240.68",,,"$18,839.18",,,,,"$697,975.54",,,,,,"$583,609.59",,"$278,514.10","$31,883.41","$298,260.03",,,,,,"$203,216.00","$3,804.43",,,,"$289,490.14","$1,350,588.43",,,
1,117083004,Northeast Bradford SD,Bradford,"$9,238,348.35","$5,914,062.79",,,,,,,,$80.00,,"$587,451.30",,,,,,"$831,756.71","$18,480.00","$32,371.45","$15,546.51","$99,976.82",,,,,,"$165,568.00",,,,,"$241,588.85","$1,331,465.92",,,
1,117086003,Sayre Area SD,Bradford,"$9,945,392.98","$6,010,927.04",,,,,,,"$1,365.00",,,"$813,542.00",,,,"$106,250.00",,"$284,576.46","$6,160.00","$36,175.63","$21,965.71","$587,259.16",,,,,,"$201,990.00",,,,,"$337,907.71","$1,537,274.27",,,
1,117086503,Towanda Area SD,Bradford,"$13,254,828.48","$6,700,662.68",,"$69,630.63",,,,,,,,"$1,117,802.50",,,,"$306,000.00",,"$885,500.09","$13,090.00","$670,824.28","$28,895.30","$751,663.13",,,,,,"$290,449.00",,,,,"$356,590.05","$2,063,720.82",,,
1,117086653,Troy Area SD,Bradford,"$14,882,073.00","$9,162,552.00",,"$54,030.00",,,"$41,135.00",,,,,"$1,113,357.00",,,,,,"$1,003,152.00","$1,925.00","$626,458.00","$25,869.00","$340,705.00",,,,,,"$310,736.00",,,,,"$406,086.00","$1,796,068.00",,,
1,117089003,Wyalusing Area SD,Bradford,"$12,195,269.68","$6,870,223.30",,"$55,548.28",,,,,,,,"$924,541.82",,,,,,"$1,066,347.38","$21,945.00","$685,100.65","$46,798.46","$298,416.94",,,,,,"$231,038.00",,,,,"$368,839.92","$1,626,469.93",,,
1,122091002,Bensalem Township SD,Bucks,"$35,287,172.03","$12,557,925.61",,"$507,394.67",,,,,,,,"$4,323,954.52",,,,,$245.49,"$994,898.89","$798,490.00","$1,659,158.77","$141,550.50","$2,270,482.80",,,,,,"$584,234.00",,,$128.13,,"$2,027,617.20","$9,421,091.45",,,
1,122091303,Bristol Borough SD,Bucks,"$10,986,822.02","$6,477,311.31",,"$166,843.39",,,,,,,,"$998,224.28",,,,,,"$115,685.87",,"$77,084.71","$27,497.01","$497,347.04",,,,"$214,151.00",,,,,,,"$455,370.97","$1,957,306.44",,,
1,122091352,Bristol Township SD,Bucks,"$46,593,258.73","$20,921,217.19",,"$95,951.41",,,,,,,,"$4,925,728.78",,,,"$790,500.00",,"$1,604,714.71","$446,600.00","$2,060,889.67","$131,679.00","$3,390,909.25",,,,,,"$1,029,712.00",,,,,"$2,026,913.83","$9,168,442.89",,,
1,122092002,Centennial SD,Bucks,"$31,192,033.48","$12,364,825.32",,"$93,426.72",,,,,,,,"$2,982,138.54",,,,,"$11,567.25","$363,284.89","$377,685.00","$1,017,924.73","$131,567.05","$1,988,322.39",,,,,,"$380,367.00",,,"$96,552.31",,"$2,084,409.61","$9,299,962.67",,,
1,122092102,Central Bucks SD,Bucks,"$68,528,197.85","$17,977,164.91",,"$133,541.70",,,,,,,,"$7,391,104.56",,,,,$699.89,"$2,558,234.59","$655,270.00","$1,256,125.96","$363,265.85","$6,080,991.29",,,,,,"$1,024,042.00",,,,,"$5,678,614.99","$25,409,142.11",,,
1,122092353,Council Rock SD,Bucks,"$52,307,682.95","$14,444,756.32",,"$84,963.40",,,,,,,,"$6,569,812.94",,,,,$628.62,"$1,243,331.21","$493,185.00","$1,346,041.81","$227,219.36","$5,619,414.56",,,,,,"$416,762.00",,,,,"$3,989,522.74","$17,872,044.99",,,
1,122097203,Morrisville Borough SD,Bucks,"$7,547,633.00","$3,132,359.00",,"$14,481.00",,,,,,,,"$714,408.00",,,,"$472,500.00",,"$46,904.00",,"$11,706.00","$21,204.00","$386,668.00",,,,,,"$119,607.00",,,"$1,000,000.00",,"$292,510.00","$1,335,286.00",,,
1,122097502,Neshaminy SD,Bucks,"$41,996,039.31","$13,370,718.74",,"$165,772.22",,,,,,,,"$6,394,699.27",,,,"$450,500.00","$1,132.39","$1,252,321.79",,"$616,315.66","$178,090.91","$3,591,223.43",,,,"$4,514.81",,"$663,751.00",,,"$6,147.82",,"$2,816,572.73","$12,484,278.54",,,
1,122097604,New Hope-Solebury SD,Bucks,"$6,365,484.81","$1,207,555.69",,"$72,679.25",,,,,,,,"$602,844.89",,,,,,"$86,206.62","$40,040.00","$114,869.85","$26,868.74","$776,369.58",,,,,,"$49,442.00",,,,,"$618,600.75","$2,770,007.44",,,
1,122098003,Palisades SD,Bucks,"$9,568,044.17","$3,030,979.76",,"$136,253.91",,,,,,,,"$1,102,698.44",,,,,,"$442,276.69","$71,225.00","$220,173.44","$33,548.48","$920,387.58",,,,,,"$67,213.00",,,"$18,150.00",,"$649,074.97","$2,876,062.90",,,
1,122098103,Pennridge SD,Bucks,"$30,390,603.00","$10,800,212.00",,"$25,362.00",,,,,,,,"$3,370,941.00",,,,,"$2,097.00","$1,323,641.00","$261,800.00","$263,735.00","$137,147.00","$2,424,865.00",,,,,,"$625,645.00",,,,,"$2,011,904.00","$9,143,254.00",,,
1,122098202,Pennsbury SD,Bucks,"$48,958,081.46","$15,993,658.94",,"$83,705.49",,,,,,,,"$5,405,186.71",,,,"$433,500.00",,"$1,413,223.34","$516,670.00","$1,294,867.53","$204,748.57","$4,164,246.13",,"$19,994.00",,,,"$783,733.00",,,$41.21,,"$3,425,511.17","$15,218,995.37",,,
1,122098403,Quakertown Community SD,Bucks,"$26,779,468.02","$9,974,005.59",,"$168,708.69",,,,,,,,"$2,781,016.01",,,,"$288,183.13",,"$1,095,365.36","$166,320.00","$1,360,546.09","$103,759.05","$2,070,805.73",,,,,,"$535,278.00",,,,,"$1,515,692.35","$6,719,788.02",,,
1,104101252,Butler Area SD,Butler,"$47,451,586.13","$25,374,349.79",,"$17,289.35",,,,,,,,"$4,467,711.28",,,,,,"$3,305,386.06","$250,250.00","$1,898,480.68","$128,629.81","$1,957,638.00",,,,,,"$1,147,945.00",,,,,"$1,603,043.17","$7,300,862.99",,,
1,104103603,Karns City Area SD,Butler,"$15,725,611.25","$9,714,062.04",,"$45,837.28",,,,,,,,"$1,177,709.80",,,,,$0.44,"$1,285,311.34","$13,090.00","$35,973.50","$53,476.98","$593,766.27",,"$7,450.00",,,,"$315,032.00",,,"$6,644.91",,"$489,443.29","$1,987,813.40",,,
1,104105003,Mars Area SD,Butler,"$13,342,380.81","$5,974,416.82",,"$29,792.57",,,,,,,,"$1,173,547.90",,,,,,"$786,344.96","$169,785.00","$823,212.67","$63,899.50","$323,759.74",,"$30,000.00",,,,"$241,656.00",,,,,"$707,286.33","$3,018,679.32",,,
1,104105353,Moniteau SD,Butler,"$13,584,193.25","$7,706,765.50",,"$4,507.08",,,"$27,923.37",,,,,"$1,070,613.80",,,,,$0.01,"$1,297,084.57","$4,620.00","$438,254.72","$24,972.85","$604,390.97",,,,,,"$284,091.00",,,,,"$406,760.77","$1,714,208.61",,,
1,104107903,Seneca Valley SD,Butler,"$34,500,363.82","$13,941,683.79",,"$48,423.07",,,,,,,,"$3,554,143.01",,,,,,"$2,818,821.10","$333,795.00","$1,106,638.28","$153,252.01","$1,222,700.09",,,,,,"$684,267.00",,,,,"$1,997,568.39","$8,639,072.08",,,
1,104107503,Slippery Rock Area SD,Butler,"$15,141,224.00","$8,494,818.00",,"$15,104.00",,,,,"$2,340.00",,,"$1,503,431.00",,,,,,"$1,375,435.00","$39,655.00","$39,214.00","$40,119.00","$655,647.00",,,,,,"$334,886.00",,,"$4,734.00",,"$497,821.00","$2,138,020.00",,,
1,104107803,South Butler County SD,Butler,"$15,229,310.77","$7,699,078.69",,"$41,454.73",,,,,,,,"$1,484,532.80",,,,,,"$1,389,998.30","$111,265.00","$514,506.69","$49,420.36","$594,935.94",,,,,,"$336,435.00",,,"$2,000.00",,"$472,622.30","$2,533,060.96",,,
1,108110603,Blacklick Valley SD,Cambria,"$8,073,585.65","$5,229,179.70",,"$24,260.96",,,,,$420.00,,,"$539,688.25",,,,,,"$529,684.38","$27,720.00","$326,729.01","$12,267.90","$169,382.98",,,,,,"$141,827.00",,,,,"$195,141.18","$877,284.29",,,
1,108111203,Cambria Heights SD,Cambria,"$14,906,422.40","$9,590,068.36",,"$5,821.70",,,,,,,,"$996,592.84",,,,"$180,624.97",,"$1,014,558.28","$43,120.00","$265,310.32","$27,982.99","$507,024.06",,,,,,"$279,447.00",,,,,"$396,851.25","$1,599,020.63",,,
1,108111303,Central Cambria SD,Cambria,"$12,588,762.97","$7,352,590.57",,"$48,376.82",,,,,$805.00,,,"$1,096,368.94",,,,,,"$857,061.62","$70,070.00","$334,189.71","$42,543.21","$389,635.73",,,,,,"$261,606.00",,,,,"$389,972.44","$1,745,542.93",,,
1,108111403,Conemaugh Valley SD,Cambria,"$9,035,725.62","$5,878,794.65",,"$29,906.27",,,,,,,,"$574,366.95",,,,"$261,729.20",,"$498,659.73","$28,490.00","$165,372.91","$15,108.10","$273,029.06",,,,,,"$171,026.00",,,,,"$214,974.00","$924,268.75",,,
1,108112003,Ferndale Area SD,Cambria,"$8,202,433.31","$5,354,322.94",,,,,,,$315.00,,,"$536,335.69",,,,,,"$442,734.70","$17,325.00",,"$12,492.74","$303,372.56",,,,,,"$158,485.00",,,,,"$257,510.79","$1,119,538.89",,,
1,108112203,Forest Hills SD,Cambria,"$19,265,622.68","$12,531,630.64",,"$45,482.07",,,,,"$2,835.00",,,"$1,406,352.29",,,,,,"$1,048,452.17","$24,640.00","$139,276.15","$35,860.74","$825,290.78",,,,,,"$397,738.00",,,,,"$521,212.64","$2,286,852.20",,,
1,108112502,Greater Johnstown SD,Cambria,"$31,779,385.04","$18,455,843.55",$100.00,"$35,403.38",,,"$228,290.59",,$350.00,,,"$2,461,437.54",,,,"$858,500.00",,"$1,292,595.15",,"$933,878.45","$123,575.76","$1,365,147.26",,"$60,000.00",,,,"$674,415.00","$12,635.21",,"$49,144.00",,"$897,355.50","$4,330,713.65",,,
1,108114503,Northern Cambria SD,Cambria,"$13,604,264.62","$8,715,260.99",,,,,,,,,,"$798,312.46",,,,"$79,374.05",,"$944,304.52","$60,060.00","$609,698.32","$43,511.97","$313,917.68",,"$81,092.20",,,,"$242,060.00",,,,,"$318,907.83","$1,397,764.60",,,
1,108116003,Penn Cambria SD,Cambria,"$16,006,461.97","$9,576,811.39",,,,,,,,,,"$1,240,336.15",,,,"$144,500.00",,"$1,206,881.66","$110,495.00","$461,465.40","$33,306.05","$452,337.26",,,,,,"$313,302.00",,,,,"$455,350.05","$2,011,677.01",,,
1,108116303,Portage Area SD,Cambria,"$10,180,570.62","$6,746,942.20",,"$9,701.90",,,,,"$1,295.00",,,"$619,608.88",,,,,,"$356,346.67","$20,405.00","$322,768.45","$16,472.17","$337,344.51",,,,,,"$186,456.00",,,,,"$303,324.99","$1,259,904.85",,,
1,108116503,Richland SD,Cambria,"$6,869,597.13","$3,315,927.16",,"$5,837.09",,,,,,,,"$753,117.82",,,,,$0.01,"$353,674.50","$41,965.00","$277,961.17","$32,354.77","$230,961.15",,"$48,541.38",,,,"$138,845.00",,,,,"$304,614.26","$1,365,797.82",,,
1,108118503,Westmont Hilltop SD,Cambria,"$8,048,107.06","$4,014,019.83",,,,,,,,,,"$826,884.23",,,,,,"$337,671.63","$88,165.00","$410,179.38","$36,304.03","$309,290.64",,,,,,"$177,493.00",,,,,"$343,725.68","$1,504,373.64",,,
1,109122703,Cameron County SD,Cameron,"$8,354,480.00","$5,430,152.04",,"$15,854.07",,,,,,,,"$648,488.50",,,,,,"$342,000.87","$3,080.00","$347,067.57","$10,475.25","$432,205.26",,,,,,"$145,002.00",,,,,"$187,518.21","$792,636.23",,,
1,121135003,Jim Thorpe Area SD,Carbon,"$9,678,566.88","$3,477,160.90",,"$273,521.06",,,,,,,,"$883,536.80",,,,"$155,833.33",,"$802,677.05","$26,180.00","$146,448.76","$40,558.59","$737,455.71",,,,,,"$219,928.00",,,"$50,094.56",,"$532,119.97","$2,333,052.15",,,
1,121135503,Lehighton Area SD,Carbon,"$17,234,297.74","$8,890,522.58",,"$106,851.39",,,,,,,,"$1,511,667.88",,,,"$106,250.00",$147.37,"$441,548.08","$10,395.00","$795,064.96","$45,398.20","$1,200,097.21",,,,,,"$374,159.00",,,"$13,779.56",,"$742,469.46","$2,995,947.05",,,
1,121136503,Palmerton Area SD,Carbon,"$12,345,632.03","$6,572,284.71",,"$47,766.02",,,,,,,,"$1,140,827.10",,,,,,"$412,969.99","$31,955.00","$422,541.78","$34,037.91","$749,193.40",,,,,,"$303,548.00",,,,,"$491,113.52","$2,139,394.60",,,
1,121136603,Panther Valley SD,Carbon,"$14,236,028.51","$8,582,046.09",,"$17,728.70",,,,,,,,"$1,090,841.61",,,,,$126.98,"$710,953.11","$57,365.00","$296,714.10","$61,908.90","$739,339.15",,,,,,"$338,016.00",,,,,"$399,203.32","$1,941,785.55",,,
1,121139004,Weatherly Area SD,Carbon,"$5,924,415.91","$3,168,291.62",,"$71,493.66",,,,,,,,"$454,424.11",,,,"$306,000.00",,"$366,005.78","$8,855.00",,"$12,443.08","$364,925.54",,"$20,000.00",,,,"$98,472.00",,,,,"$187,905.28","$865,599.84",,,
1,110141003,Bald Eagle Area SD,Centre,"$15,415,203.00","$8,199,646.48",,"$65,633.80",,,"$34,330.95",,,,,"$1,270,507.43",,,,,,"$1,095,749.20","$18,480.00","$997,713.33","$31,347.17","$732,135.44",,,,,,"$310,813.00",,,,,"$505,661.71","$2,153,184.49",,,
1,110141103,Bellefonte Area SD,Centre,"$17,648,708.74","$8,416,159.96",,"$1,903.01",,,"$12,049.27",,"$2,345.00",,,"$1,727,952.68",,,,,$1.59,"$524,888.23","$87,395.00","$554,948.04","$50,331.02","$1,173,345.89",,,,,,"$408,961.00",,,"$196,910.25",,"$686,656.97","$3,804,860.83",,,
1,110147003,Penns Valley Area SD,Centre,"$9,904,588.01","$5,275,855.97",,"$48,508.59",,,$688.00,,,,,"$867,511.46",,,,,,"$864,706.04","$52,745.00","$204,639.91","$26,891.83","$561,098.62",,,,,,"$193,434.00",,,,,"$326,781.76","$1,481,726.83",,,
1,110148002,State College Area SD,Centre,"$27,351,253.47","$7,724,156.15",,"$89,912.29",,,"$87,618.99",,,,,"$3,302,371.58",,,,,$218.56,"$574,605.09","$330,715.00","$321,430.29","$141,930.21","$1,424,050.00",,,,,,"$310,013.00","$9,753.37",,,,"$2,429,926.14","$10,604,552.80",,,
1,124150503,Avon Grove SD,Chester,"$31,384,468.52","$15,107,702.08",,"$56,734.19",,,,,,"$1,423.00",,"$2,709,045.60",,,,,$631.95,"$1,885,149.81","$295,295.00","$945,992.04","$102,587.96","$2,673,632.79",,,,,,"$754,726.00",,,,,"$1,267,920.88","$5,583,627.22",,,
1,124151902,Coatesville Area SD,Chester,"$51,929,587.38","$25,144,522.96",,"$120,591.19",,,,,,,,"$5,052,279.86",,,,,$147.30,"$5,532,079.27","$1,239,315.00","$228,714.64","$120,011.16","$3,924,693.23",,,,,,"$1,103,925.00",,,"$6,100.00",,"$2,140,101.50","$7,317,106.27",,,
1,124152003,Downingtown Area SD,Chester,"$50,224,146.35","$14,607,844.92",,"$137,120.07",,,,,,,,"$6,131,365.34",,,,,"$1,663.45","$3,124,995.98","$769,615.00","$2,252,394.98","$285,533.63","$3,939,786.39",,,,,,"$874,969.00",,,,,"$3,332,110.05","$14,766,747.54",,,
1,124153503,Great Valley SD,Chester,"$15,124,864.00","$2,588,344.00",,"$32,274.00",,,,,,,,"$1,641,677.00",,,,,"$6,141.00","$1,014,620.00",,"$383,702.00","$92,429.00","$1,024,118.00",,,,,,"$136,602.00",,,,,"$1,519,029.00","$6,685,928.00",,,
1,124154003,Kennett Consolidated SD,Chester,"$17,382,556.23","$5,651,648.33",,"$28,767.77",,,,,,"$1,771.00",,"$1,850,375.34",,,,,$16.67,"$1,243,236.22","$237,545.00","$486,727.70","$85,424.38","$1,436,354.35",,,,,,"$400,617.00",,,,,"$1,102,442.59","$4,857,629.88",,,
1,124156503,Octorara Area SD,Chester,"$14,959,429.37","$6,257,214.06",,,,,"$94,728.43",,,$120.00,,"$1,368,643.22",,,,,,"$1,180,165.83",,"$644,875.62","$51,359.99","$1,129,315.08",,,,,,"$318,487.00","$58,672.00",,,,"$698,754.22","$3,157,093.92",,,
1,124156603,Owen J Roberts SD,Chester,"$21,936,707.23","$5,899,201.98",,"$34,744.91",,,,,,,,"$1,922,351.79",,,,"$474,300.00",,"$1,845,411.14","$234,080.00","$974,871.03","$106,616.04","$1,522,541.00",,,,,,"$292,196.00",,,,,"$1,529,584.00","$7,100,809.34",,,
1,124156703,Oxford Area SD,Chester,"$25,067,220.35","$12,687,208.71",,"$71,892.61",,,,,,$720.00,,"$2,018,207.14",,,,,,"$1,280,309.80","$151,186.10","$1,361,063.13","$76,453.48","$1,564,611.08",,"$20,000.00",,,,"$572,695.00",,,,,"$994,236.21","$4,268,637.09",,,
1,124157203,Phoenixville Area SD,Chester,"$17,482,427.77","$4,793,249.22",,"$98,892.80",,,,,,,,"$1,705,199.81",,,,,$21.86,"$953,573.05","$361,900.00","$1,006,008.83","$77,595.62","$1,306,945.33",,,,,,"$127,795.00",,,,,"$1,318,772.28","$5,732,473.97",,,
1,124157802,Tredyffrin-Easttown SD,Chester,"$22,126,993.00","$3,545,004.00",,"$5,005.00",,,,,,,,"$2,517,421.00",,,,,,"$1,640,515.00",,"$318,221.00","$150,171.00","$2,099,853.00",,,,,,"$199,614.00",,,,,"$2,289,213.00","$9,361,976.00",,,
1,124158503,Unionville-Chadds Ford SD,Chester,"$15,516,987.34","$3,269,336.83",,"$28,078.08",,,,,,$80.00,,"$1,803,913.64",,,,,,"$599,895.87","$137,445.00","$329,214.53","$80,502.40","$1,488,599.61",,,,,,"$127,325.00",,,,,"$1,399,887.58","$6,252,708.80",,,
1,124159002,West Chester Area SD,Chester,"$42,747,950.91","$8,202,377.28",,"$191,431.48",,,,,,,,"$6,454,135.15",,,,,,"$2,251,513.75","$1,485,330.00","$1,554,549.48","$250,301.11","$3,543,392.89",,,,,,"$399,095.00",,,,,"$3,337,492.67","$15,078,332.10",,,
1,106160303,Allegheny-Clarion Valley SD,Clarion,"$9,401,474.74","$5,903,832.96",,"$44,849.51",,,,,,,,"$670,958.38",,,,,,"$775,868.97","$6,930.00","$193,652.49","$12,194.87","$279,810.57",,,,,,"$151,489.00",,,"$121,962.00",,"$233,947.09","$1,005,978.90",,,
1,106161203,Clarion Area SD,Clarion,"$5,102,714.74","$2,880,679.19",,,,,,,,,,"$491,098.51",,,,,$13.59,"$303,203.02","$5,390.00","$18,768.95","$18,508.30","$210,019.60",,,,,,"$99,414.00",,,,,"$204,546.69","$871,072.89",,,
1,106161703,Clarion-Limestone Area SD,Clarion,"$8,913,814.45","$5,230,017.51",,"$87,964.76",,,"$24,585.78",,,,,"$671,055.15",,,,,,"$756,533.69","$4,620.00","$135,552.50","$17,319.78","$330,413.21",,,,,,"$158,575.00","$2,871.00",,,,"$276,508.84","$1,217,797.23",,,
1,106166503,Keystone  SD,Clarion,"$10,848,191.73","$6,989,885.86",,,,,,,,,,"$764,259.22",,,,,,"$802,175.24","$23,485.00","$27,542.92","$18,490.22","$279,561.86",,,,,,"$194,891.00",,,,,"$327,563.23","$1,420,337.18",,,
1,106167504,North Clarion County SD,Clarion,"$5,505,196.81","$3,388,251.95",,"$23,455.17",,,,,,,,"$387,096.26",,,,"$244,800.00",,"$347,743.08","$11,935.00","$14,008.11","$11,257.28","$135,474.50",,"$25,000.00",,,,"$91,295.00",,,"$30,780.00",,"$152,140.31","$641,960.15",,,
1,106168003,Redbank Valley SD,Clarion,"$13,289,966.23","$8,599,743.45",,"$19,066.75",,,,,,,,"$884,753.74",,,,,,"$1,031,520.13","$11,550.00","$376,842.90",,"$250,280.95",,,,,,"$229,939.00",,,,,"$426,813.07","$1,459,456.24",,,
1,106169003,Union SD,Clarion,"$8,295,221.87","$5,649,471.09",,,,,,,$455.00,,,"$577,625.97",,,,,,"$412,291.50",,,"$10,146.28","$140,821.04",,,,,,"$157,782.00",,,,,"$255,926.04","$1,090,702.95",,,
1,110171003,Clearfield Area SD,Clearfield,"$21,506,860.06","$12,630,485.12",,"$107,212.61",,,,,,,,"$1,768,708.38",,,,,,"$1,417,124.37","$10,780.00","$549,060.29","$45,087.84","$861,027.99",,,,,,"$471,734.00",,,,,"$642,598.36","$3,003,041.10",,,
1,110171803,Curwensville Area SD,Clearfield,"$12,582,987.47","$7,530,713.55",,"$204,161.65",,,,,"$1,995.00",,,"$757,612.32",,,,,$0.01,"$864,953.88","$11,935.00","$762,174.62","$18,135.79","$352,191.32",,,,,,"$224,051.00",,,,,"$332,656.39","$1,522,406.94",,,
1,106172003,Dubois Area SD,Clearfield,"$29,666,853.61","$15,736,448.29",,"$106,381.92",,,,,,,,"$3,027,732.04",,,,,"$2,191.25","$1,899,313.95","$97,790.00","$372,606.93","$75,308.13","$1,864,495.20",,"$24,640.00",,,,"$700,394.00",,,,,"$1,031,817.33","$4,727,734.57",,,
1,110173003,Glendale SD,Clearfield,"$8,856,318.66","$5,654,118.43",,,,,,,$840.00,,,"$592,762.26",,,,,,"$606,150.84",,,"$14,898.61","$311,832.99",,,,,,"$175,503.00",,,,,"$273,202.77","$1,227,009.76",,,
1,110173504,Harmony Area SD,Clearfield,"$4,269,621.49","$2,759,395.69",,,,,"$16,016.33",,$350.00,,,"$266,921.27",,,,"$85,000.00",,"$357,466.20","$21,560.00","$24,805.66","$4,896.26","$80,714.12",,,,,,"$73,268.00",,,,,"$103,089.14","$476,138.82",,,
1,110175003,Moshannon Valley SD,Clearfield,"$10,624,883.47","$6,932,467.13",,"$46,688.35",,,,,,,,"$735,411.60",,,,,,"$584,323.04","$8,855.00","$274,622.63","$15,921.87","$325,889.71",,,,,,"$216,577.00",,,"$121,956.00",,"$251,528.02","$1,110,643.12",,,
1,110177003,Philipsburg-Osceola Area SD,Clearfield,"$18,256,524.34","$11,770,632.85",,"$61,172.98",,,,,,,,"$1,375,243.29",,,,,,"$791,015.53","$11,935.00","$161,831.55","$64,656.19","$781,136.97",,,,,,"$349,206.00",,,,,"$398,701.19","$2,490,992.79",,,
1,110179003,West Branch Area SD,Clearfield,"$11,762,755.28","$7,410,952.47",,"$23,987.12",,,,,,,,"$800,931.86",,,,,,"$757,211.54","$5,775.00","$334,794.43","$18,366.14","$283,187.85",,"$25,000.00",,,,"$237,979.00",,,,,"$345,365.59","$1,519,204.28",,,
1,110183602,Keystone Central SD,Clinton,"$38,711,693.53","$20,464,265.84",,"$73,158.11",,,"$236,285.40",,,,,"$3,340,855.30",,,,"$428,400.00",,"$2,944,286.57",,"$927,828.97","$74,180.84","$2,153,660.87",,,,,,"$770,674.00","$12,053.60",,,,"$1,305,038.85","$5,981,005.18",,,
