,AUN,school_district,county,total_state_rev,bef,formula_funding_2021,bef_soc_sec_2021,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Continuity of Education and Equity Grants 7521,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,115222752,Harrisburg City SD,Dauphin,"$79,494,126.67","$55,362,771.86","$53,792,174.86","$1,570,597.00",,"$89,103.69",,,,,,,,"$6,301,247.00",,,,"$118,750.00","$319,520.72","$1,152,922.00","$400,015.00","$1,181,281.00","$99,993.00","$2,771,967.00",,"$41,494.00","$18,944.00",,,"$1,807,251.00",,,,,"$1,100.00",,,"$9,827,766.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,115224003,Lower Dauphin SD,Dauphin,"$22,213,954.61","$10,921,592.59","$9,858,900.39","$1,062,692.20",,"$64,439.05",,,,,,,,"$2,372,183.29",,,,,,"$1,405,907.81","$58,135.00","$784,916.10","$67,094.88","$1,351,365.52",,"$39,746.50",,,,"$441,906.00",,,,,,,,"$4,706,667.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,115226003,Middletown Area SD,Dauphin,"$17,232,208.39","$9,073,274.86","$8,293,244.73","$780,030.13",,"$49,884.06",,,,,,,,"$1,766,455.70",,,,,,"$541,776.54","$40,040.00","$466,841.54","$49,998.41","$930,116.87",,"$401,034.91",,,,"$363,944.00",,,,,,,,"$3,548,841.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,115226103,Millersburg Area SD,Dauphin,"$6,984,139.58","$4,327,287.08","$4,079,825.29","$247,461.79",,"$95,802.45",,,,,,,,"$630,669.68",,,,,,"$183,637.68","$19,250.00","$111,500.71","$16,218.41","$251,566.73",,"$65,963.31",,,,"$127,733.00",,,,,,,,"$1,154,510.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,115228003,Steelton-Highspire SD,Dauphin,"$15,315,539.00","$9,239,868.00","$8,730,447.00","$509,421.00",,"$41,775.00","$1,000,000.00",,,,,,,"$1,293,804.00",,,,,"$29,908.00","$164,601.00","$47,355.00","$368,153.00","$25,748.00","$395,704.00",,"$44,811.00",,,,"$352,679.00","$4,118.00",,,,,,,"$2,307,015.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,115228303,Susquehanna Township SD,Dauphin,"$12,054,983.32","$4,953,367.11","$4,191,320.36","$762,046.75",,"$142,343.46",,,,,,,,"$1,654,246.66",,,,,,"$688,790.63","$155,925.00","$65,516.68","$65,247.99","$454,914.78",,"$38,365.00","$29,675.70",,,"$261,665.00",,,,,"$170,921.00",,,"$3,374,004.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,115229003,Upper Dauphin Area SD,Dauphin,"$10,709,834.80","$6,360,277.03","$5,992,554.87","$367,722.16",,,,,"$121,398.52",,,,,"$858,531.47",,,,"$121,032.75",,"$848,153.52","$10,395.00","$9,144.94","$20,812.55","$419,201.96",,"$33,926.83",,,,"$202,061.00",,"$19,645.25",,,,,,"$1,685,253.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,125231232,Chester-Upland SD,Delaware,"$102,452,737.31","$81,670,422.20","$80,852,862.23","$817,559.97",,"$263,831.09",,,"$291,520.35",,,,,"$6,354,831.91",,,,"$940,000.00",,"$1,108,293.66","$675,113.76","$5,367.74",,"$2,753,385.70",,"$389,162.00","$60,000.00",,,"$2,834,794.62","$22,647.08",,,,,,,"$5,083,367.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,125231303,Chichester SD,Delaware,"$26,296,647.45","$12,327,709.48","$10,878,305.78","$1,449,403.70",,"$69,103.86",,,,,,,,"$2,611,998.24",,,,,,"$471,644.96","$175,175.00","$1,988,123.67","$54,537.80","$1,797,987.70",,,"$40,000.00",,,"$541,395.00","-$2,058.82",,,,,,"-$19,811.00","$6,240,841.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,125234103,Garnet Valley SD,Delaware,"$20,754,254.00","$6,480,645.00","$4,418,089.00","$2,062,556.00",,"$9,028.00",,,"$13,680.00",,,,,"$1,943,848.00",,,,,,"$689,672.00","$106,260.00","$578,222.00","$91,618.00","$1,467,649.00",,"$293,391.00",,,,"$327,809.00",,,,,,,,"$8,752,432.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,125234502,Haverford Township SD,Delaware,"$22,190,577.77","$5,952,973.44","$3,631,989.11","$2,320,984.33",,,,,,,,,,"$2,534,282.78",,,,,,"$712,617.86","$513,205.00","$9,574.85","$143,173.50","$2,104,091.43",,"$40,000.00",,,,"$192,476.00","-$6,017.08",,,,,,,"$9,994,199.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,125235103,Interboro SD,Delaware,"$24,346,376.29","$10,790,728.80","$9,247,681.27","$1,543,047.53",,"$122,974.23",,,,,,,,"$2,471,013.26",,,,"$446,250.00",,"$496,735.59","$32,340.00","$632,374.68","$60,404.69","$2,021,841.32",,"$361,522.35",,,,"$554,903.00",,,,,"$36,815.48",,,"$6,318,472.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,125235502,Marple Newtown SD,Delaware,"$15,516,270.94","$4,171,215.26","$2,834,690.65","$1,336,524.61",,"$16,488.35",,,,,,,,"$1,784,494.28",,,,,,"$866,223.28","$687,225.00","$282,622.47","$129,999.75","$1,229,870.04",,,,,,"$115,566.00",,,,,"$40,000.00",,,"$6,192,566.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,125236903,Penn-Delco SD,Delaware,"$18,358,738.00","$7,494,839.00","$6,474,530.00","$1,020,309.00",,,,,,,,,,"$2,069,125.00",,,,,,"$419,093.00","$89,320.00","$2,202,633.00","$67,968.00","$1,397,511.00",,"$40,000.00",,,,"$354,943.00",,,,,,,,"$4,223,306.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,125237603,Radnor Township SD,Delaware,"$16,489,156.36","$4,031,984.74","$2,274,903.27","$1,757,081.47",,"$79,068.73",,,,,,,,"$2,053,309.12",,,,,,"$387,142.79","$359,205.00","$159,299.87","$131,507.28","$1,453,275.93",,"$40,000.00",,,,"$113,925.00","$25,277.80",,,,"$6,624.00",,,"$7,648,536.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,125237702,Ridley SD,Delaware,"$33,439,185.46","$14,941,579.01","$12,386,253.80","$2,555,325.21",,,,,,,,,,"$3,651,213.92",,,,,,"$557,006.96","$50,820.00","$341,856.77","$112,499.92","$2,068,480.06",,"$199,489.00",,,,"$789,095.00",-$3.21,,,,,,,"$10,727,148.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,125237903,Rose Tree Media SD,Delaware,"$17,446,646.43","$4,585,414.08","$3,102,192.38","$1,483,221.70",,,,,,,,,,"$1,955,208.34",,,,,,"$784,848.97","$289,520.00","$37,957.78","$85,505.58","$1,633,294.20",,"$104,895.10",,,,"$140,258.00",,,,,"$3,000.00",,"$327,656.18","$7,499,088.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,125238402,Southeast Delco SD,Delaware,"$38,339,090.00","$19,238,338.00","$17,441,901.00","$1,796,437.00",,"$450,572.00",,,,,,,,"$3,080,436.00",,,,,,"$899,682.00","$452,375.00","$1,622,230.00","$78,143.00","$2,168,935.00",,,,,"$1,500,000.00","$888,165.00","$6,177.00",,,,,,,"$7,954,037.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,125238502,Springfield SD,Delaware,"$14,570,729.18","$4,467,252.37","$3,175,004.22","$1,292,248.15",,"$31,127.45",,,,,,,,"$1,814,341.69",,,,,,"$599,876.89","$126,665.00","$339,520.35","$86,926.08","$1,219,304.78",,"$42,776.00",,,,"$239,989.00","$5,156.40",,,,,,,"$5,597,793.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,125239452,Upper Darby SD,Delaware,"$85,451,485.26","$44,432,879.85","$40,035,918.17","$4,396,961.68",,"$669,651.82",,,,,,,,"$8,883,000.75",,,,,,"$1,277,744.25","$567,875.00","$1,336,514.56","$277,452.90","$5,141,875.16",,"$945,418.48",,,,"$2,073,956.00","$30,114.24",,,,,,,"$19,815,002.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,125239603,Wallingford-Swarthmore SD,Delaware,"$16,862,786.59","$5,115,005.25","$3,668,685.08","$1,446,320.17",,,,,,,,,,"$2,130,401.14",,,,,,"$545,783.56","$60,830.00","$538,972.87","$73,927.68","$1,838,239.90",,"$52,560.00",,,,"$252,951.00",-$8.00,,,,,,"$2,957,734.73","$3,296,388.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,125239652,William Penn SD,Delaware,"$49,236,092.00","$25,876,940.00","$23,796,016.00","$2,080,924.00",,"$697,484.00",,,,,,,,"$5,028,024.00",,,,,,"$1,532,787.00","$720,720.00","$639,133.00","$99,885.00","$3,404,538.00",,,,,,"$1,129,826.00","$6,177.00",,,,"$950,000.00",,,"$9,150,578.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,109243503,Johnsonburg Area SD,Elk,"$7,828,693.29","$5,405,273.96","$5,169,825.10","$235,448.86",,,,,"$35,555.05",,,,,"$516,121.99",,,,"$131,250.00",,"$268,146.72","$9,240.00",,"$10,101.33","$283,853.34",,"$30,000.00",,,,"$133,613.00","$9,598.62",,,,,,,"$995,939.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,109246003,Ridgway Area SD,Elk,"$8,528,808.72","$5,484,975.67","$5,194,794.10","$290,181.57",,,,,"$5,480.00",,,,,"$661,494.15",,,,,,"$419,358.97","$48,510.00",,,"$352,406.11",,"$180,666.00",,,,"$159,261.00","$11,666.64",,,,,,$246.45,"$1,204,743.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,109248003,Saint Marys Area SD,Elk,"$12,537,440.02","$7,200,762.51","$6,746,721.86","$454,040.65",,,,,"$74,484.00",,,,,"$1,346,818.19",,,,,,"$889,519.16","$102,025.00",,"$46,829.74","$348,635.29",,"$3,000.00",,,,"$306,366.00",,,,,"$1,549.00",,,"$2,217,451.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,105251453,Corry Area SD,Erie,"$23,113,215.44","$14,105,431.68","$13,359,150.37","$746,281.31",,"$28,956.24",,,"$176,882.00",,"$1,190.00",,,"$1,662,366.55",,,,"$350,000.00",,"$1,038,858.33","$58,905.00","$602,569.71","$36,797.49","$526,531.52",,"$259,742.00",,,,"$470,665.00",,"$17,234.86",,,"$133,000.00",,,"$3,644,085.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,105252602,Erie City SD,Erie,"$133,285,204.88","$85,855,541.00","$81,822,510.00","$4,033,031.00",,"$45,579.00",,,"$1,035,887.00",,,,,"$11,297,457.00","$2,505,227.00",,,"$1,846,250.00",,"$1,826,227.88","$669,130.00","$1,303,990.00","$234,667.00","$5,925,858.00",,"$45,000.00",,,,"$2,602,655.00",,"$70,244.00",,,"$102,197.00",,,"$17,919,295.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,105253303,Fairview SD,Erie,"$7,989,287.00","$3,753,214.00","$3,297,924.00","$455,290.00",,"$24,853.00",,,,,,,,"$964,288.00",,,,,,"$507,271.00","$38,115.00","$257,598.00","$32,682.00","$265,156.00",,"$34,985.00",,,,"$143,386.00",,,,,$132.00,,,"$1,967,607.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,105253553,Fort LeBoeuf SD,Erie,"$13,920,309.68","$7,849,051.84","$7,130,664.83","$718,387.01",,"$93,361.21",,,,,,,,"$1,239,976.10",,,,,,"$622,203.03","$74,690.00","$461,107.81","$41,356.69","$712,958.71",,,,,,"$281,428.00","$27,076.54",,,,,,"-$2,040.96","$2,519,140.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,105253903,General McLane SD,Erie,"$17,695,584.91","$11,466,818.64","$10,730,647.12","$736,171.52",,"$31,256.85",,,,,,,,"$1,546,780.64",,,,,,"$645,330.33","$21,175.00",,"$39,854.96","$519,051.96",,,,,,"$329,440.00",,,,,,,,"$3,095,876.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,105254053,Girard SD,Erie,"$16,312,400.14","$9,701,936.29","$9,103,046.58","$598,889.71",,"$48,272.37",,,,,,,,"$1,243,972.89",,,,,,"$378,324.68","$10,780.00","$788,937.14","$29,301.67","$735,726.25",,"$160,747.16","$40,000.00",,,"$371,348.00",,,,,,,,"$2,803,053.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,105254353,Harbor Creek SD,Erie,"$16,110,204.80","$9,689,816.33","$9,031,419.83","$658,396.50",,"$61,242.04",,,,,,,,"$1,375,544.17",,,,,,"$636,280.70","$48,510.00","$651,571.93",$529.93,"$458,181.22",,,,,,"$283,075.00","$32,982.76",,,,,,,"$2,872,470.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,105256553,Iroquois SD,Erie,"$14,005,598.41","$9,254,193.01","$8,745,290.61","$508,902.40",,,,,,,,,,"$892,095.42",,,,,,"$273,975.10","$25,795.00","$511,947.98","$46,521.25","$623,028.11",,,"$25,000.00",,,"$244,066.00","$68,100.80",,"$3,248.48",,,,,"$2,037,627.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,105257602,Millcreek Township SD,Erie,"$32,562,353.59","$16,462,319.43","$14,897,010.16","$1,565,309.27",,"$110,767.41",,,,,,,,"$3,930,027.80",,,,,,"$1,616,136.04","$257,180.00","$449,536.40","$146,537.57","$935,753.12",,"$174,930.60",,,,"$753,736.00","$170,286.30",,,,,,,"$7,555,142.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,105258303,North East SD,Erie,"$15,092,818.56","$9,453,159.55","$8,875,706.06","$577,453.49",,"$64,533.62",,,,,"$2,625.00",,,"$1,218,290.93",,,,,,"$462,899.09","$19,635.00","$397,467.01","$32,188.49","$558,291.10",,"$111,229.00",,,,"$286,805.00",,,,,,,,"$2,485,694.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,105258503,Northwestern SD,Erie,"$14,776,280.39","$9,714,317.12","$9,264,902.38","$449,414.74",,"$80,642.37",,,"$74,338.00",,,,,"$1,233,200.78",,,,,,"$899,930.36","$3,465.00",,"$24,607.10","$393,877.33",,,,,,"$330,199.00",,"$1,428.44",,,,,,"$2,020,274.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,105259103,Union City Area SD,Erie,"$14,615,949.12","$9,986,602.94","$9,568,837.38","$417,765.56",,"$7,686.32",,,"$46,836.00",,$945.00,,,"$945,656.04",,,,,,"$602,573.50","$4,620.00","$476,268.02","$19,967.87","$334,870.00",,"$5,502.00",,,,"$283,155.00",,"$6,606.21",,,,,,"$1,894,660.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,105259703,Wattsburg Area SD,Erie,"$12,827,783.42","$7,321,744.64","$6,885,266.64","$436,478.00",,"$42,693.41",,,,,,,,"$1,044,019.88",,,,,,"$1,145,881.66","$54,285.00","$509,188.56","$23,053.00","$463,458.15",,"$35,000.00",,,,"$243,953.00",$544.12,,,,,,,"$1,943,962.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101260303,Albert Gallatin Area SD,Fayette,"$38,417,788.37","$25,281,523.50","$24,216,319.30","$1,065,204.20",,"$187,429.02",,,,,,,,"$3,112,759.70",,,,,,"$2,138,002.95","$41,965.00","$1,063,125.10","$63,064.40","$831,780.03",,,,,,"$821,655.00","$1,999.00",,,,,,,"$4,874,484.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101260803,Brownsville Area SD,Fayette,"$20,407,587.30","$13,312,866.77","$12,765,444.26","$547,422.51",,"$21,087.49",,,,,,,,"$1,524,724.97",,,,,,"$1,437,252.25","$36,575.00","$678,840.62","$29,910.08","$340,025.29",,"$185,638.00",,,,"$412,719.00",,,,,,,,"$2,427,947.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101261302,Connellsville Area SD,Fayette,"$50,545,252.22","$32,631,131.55","$31,166,449.02","$1,464,682.53",,"$38,807.59",,,,,,,,"$4,883,329.06",,,,,,"$3,177,518.80","$102,795.00","$560,386.00","$85,114.94","$1,463,069.77",,"$51,880.00",,,,"$1,050,159.00",,,,,,,,"$6,501,060.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101262903,Frazier SD,Fayette,"$11,583,962.97","$7,440,018.20","$7,044,488.03","$395,530.17",,,,,,,,,,"$756,076.51",,,,"$87,518.94",,"$788,911.81","$4,235.00","$288,723.12","$20,015.86","$279,000.90",,"$35,486.99",,,,"$198,758.00","$11,666.77",,,,$446.52,,"-$6,739.95","$1,665,767.24","$14,077.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101264003,Laurel Highlands SD,Fayette,"$25,904,148.39","$15,693,008.61","$14,722,393.38","$970,615.23",,"$66,113.45",,,,,,,,"$2,414,511.49",,,,,,"$1,089,575.40","$21,560.00","$746,317.79","$50,778.80","$1,027,063.77",,"$19,515.00",,,,"$608,349.00",,,,,,,,"$4,167,355.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101268003,Uniontown Area SD,Fayette,"$27,674,392.58","$17,166,274.86","$16,304,545.61","$861,729.25",,"$51,166.44",,,,,,,,"$2,283,962.54",,,,"$262,500.00",,"$1,553,767.70","$28,105.00","$625,084.89","$54,337.59","$1,134,428.64",,"$223,805.10",,,,"$554,307.00",,,,,"$2,664.90",,,"$3,733,987.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,106272003,Forest Area SD,Forest,"$5,777,185.44","$3,158,425.98","$3,019,468.85","$138,957.13",,"$14,365.42",,,,,,,,"$465,444.42",,,,"$102,132.00",,"$713,136.79","$16,940.00","$96,174.99","$6,950.58","$233,432.43",,"$30,000.00","$19,178.02",,,"$60,729.00",,,,,,,"$46,478.54","$813,797.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,112281302,Chambersburg Area SD,Franklin,"$48,701,861.00","$24,441,493.00","$21,992,523.00","$2,448,970.00",,"$126,294.00",,,,,,"$1,333.00",,"$4,552,091.00",,,,"$1,417,500.00",,"$3,339,587.00","$271,040.00","$941,393.00","$208,465.00","$1,348,504.00",,"$45,000.00","$25,000.00",,,"$1,128,079.00",,,,,"$1,486.00",,"$7,892.00","$10,846,704.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,112282004,Fannett-Metal SD,Franklin,"$4,301,649.69","$2,499,907.19","$2,392,905.91","$107,001.28",,"$12,256.56",,,,,,,,"$352,267.32",,,,"$148,750.00",,"$314,903.20",,"$6,346.90","$8,352.23","$111,113.51",,"$222,656.51","$19,900.00",,,"$76,871.00",,,,,,,,"$528,325.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,112283003,Greencastle-Antrim SD,Franklin,"$13,953,288.43","$7,099,854.39","$6,370,569.85","$729,284.54",,"$85,866.26",,,,,,,,"$1,408,639.43",,,,"$157,500.00",,"$701,969.76","$37,730.00","$147,357.82","$54,373.46","$630,786.67",,"$40,000.00","$82,573.88",,,"$379,241.00",,,,,,,,"$3,127,395.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,112286003,Tuscarora SD,Franklin,"$17,245,720.00","$9,096,951.00","$8,491,771.00","$605,180.00",,"$26,086.00",,,,,,,,"$1,694,818.00",,,,"$315,000.00",,"$1,621,630.00","$53,900.00","$697,467.00","$42,720.00","$630,177.00",,,,,,"$361,008.00",,,,,,,,"$2,705,963.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,112289003,Waynesboro Area SD,Franklin,"$27,324,858.53","$14,946,070.53","$13,775,082.99","$1,170,987.54",,"$69,129.94",,,,,"$1,225.00",,,"$2,645,955.89",,,,"$1,041,249.80",,"$1,401,702.84","$46,970.00","$689,934.08","$81,401.89","$732,577.28",,,,,,"$632,883.00",,,,,,,"-$3,472.27","$5,039,230.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,111291304,Central Fulton SD,Fulton,"$9,385,823.37","$6,019,731.24","$5,718,201.68","$301,529.56",,"$9,381.69",,,,,"$1,120.00",,,"$619,516.85",,,,,,"$469,671.00","$4,235.00","$156,793.66","$18,317.97","$383,430.79",,,,,,"$160,440.00",,,,,,,,"$1,543,185.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,111292304,Forbes Road SD,Fulton,"$4,678,596.64","$3,073,553.00","$2,940,721.00","$132,832.00",,,,,,,$245.00,,,"$286,164.00",,,,,,"$356,719.00",,"$118,410.00","$6,588.00","$172,753.00",,,,,,"$76,499.00","$11,666.64",,,,,,,"$575,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,111297504,Southern Fulton SD,Fulton,"$7,797,704.23","$4,755,886.84","$4,524,868.50","$231,018.34",,"$12,968.93",,,,,,,,"$508,353.28",,,,"$297,500.00","$6,664.74","$632,284.12",,"$165,243.84","$13,323.34","$287,883.07",,,,,,"$153,038.00",,,,,,,,"$964,558.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101301303,Carmichaels Area SD,Greene,"$12,125,897.50","$7,555,664.48","$7,218,405.72","$337,258.76",,,,,,,,,,"$892,242.67",,,,,,"$535,498.17","$5,390.00","$620,642.00","$17,069.82","$430,531.41",,"$30,000.00",,,,"$234,124.00","$27,222.24",,,,,,,"$1,777,512.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101301403,Central Greene SD,Greene,"$15,677,261.78","$9,050,260.71","$8,548,621.15","$501,639.56",,,,,"$68,372.00",,,,,"$1,882,653.92",,,,,,"$781,626.58",,"$414,440.95","$28,207.13","$920,935.54",,,,,,"$352,907.00",,,,,,,,"$2,177,857.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101303503,Jefferson-Morgan SD,Greene,"$9,379,895.77","$5,874,790.84","$5,571,308.63","$303,482.21",,"$44,726.76",,,,,,,,"$732,679.27",,,,,,"$390,294.47","$8,085.00","$337,329.47","$15,301.99","$435,048.51",,"$5,191.00",,,,"$180,099.00","$4,043.25",,,,,,,"$1,352,306.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101306503,Southeastern Greene SD,Greene,"$8,247,370.19","$5,339,516.50","$5,116,671.97","$222,844.53",,"$71,370.61",,,,,,,,"$588,038.52",,,,,,"$697,080.78","$16,555.00",,"$10,855.54","$374,301.32",,"$30,000.00",,,"$37,524.00","$133,840.00",,,,,,,,"$948,287.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,101308503,West Greene SD,Greene,"$6,092,484.36","$3,895,736.73","$3,656,078.93","$239,657.80",,,,,"$35,003.00",,,,,"$686,692.22",,,,,,"$136,375.98","$7,315.00",,"$11,465.55","$112,757.33",,"$30,000.00",,,,"$97,413.00","$14,358.60","$7,096.19",,,"$31,349.06",,,"$1,026,921.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,111312503,Huntingdon Area SD,Huntingdon,"$16,073,597.28","$8,742,274.13","$8,226,771.76","$515,502.37",,"$42,368.42",,,,,,$120.00,,"$1,516,730.50",,,,"$145,832.14",,"$1,564,959.08","$78,925.00","$331,811.58","$32,421.98","$672,504.52",,"$267,682.59",,,,"$334,138.00","$6,622.05",,,,$751.27,,,"$2,344,089.02",,,"-$7,633.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,111312804,Juniata Valley SD,Huntingdon,"$8,294,212.83","$5,356,143.34","$5,124,381.05","$231,762.29",,"$74,990.76",,,"$151,790.71",,,,,"$545,136.00",,,,,,"$486,593.73","$19,250.00","$179,690.24","$12,907.70","$210,053.29",,,"$28,791.09",,,"$142,555.00",,,,,,,,"$1,086,310.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
