,AUN,school_district,county,total_state_rev,bef,formula_funding_1920,bef_soc_sec_1920,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Continuity of Education and Equity Grants 7521,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,105259703,Wattsburg Area SD,Erie,"$12,589,254.56","$7,247,988.65","$6,885,270.29","$362,718.36",,"$12,954.25",,,,,,,,"$1,044,068.97",,,,,,"$1,096,109.80","$41,965.00","$539,721.63","$24,108.51","$463,396.07",,,,,,"$243,953.00","$16,470.56",,,,"$50,000.00",,,"$1,808,518.12",,,
1,101260303,Albert Gallatin Area SD,Fayette,"$38,032,876.97","$25,164,728.81","$24,216,337.87","$948,390.94",,"$31,056.02",,,,,,,,"$3,112,837.87",,,,,,"$2,053,427.23","$33,110.00","$1,118,074.27","$63,910.03","$820,471.79",,,,,,"$821,655.00",,,,,,,,"$4,813,605.95",,,
1,101260803,Brownsville Area SD,Fayette,"$20,187,960.41","$13,290,018.25","$12,765,454.56","$524,563.69",,"$33,881.75",,,,,,,,"$1,524,789.24",,,,,,"$1,454,835.75","$36,960.00","$479,430.04","$33,596.00","$335,345.68",,,,,,"$412,719.00","$35,000.00",,,,,,,"$2,551,384.70",,,
1,101261302,Connellsville Area SD,Fayette,"$51,878,868.39","$32,365,466.86","$31,166,469.95","$1,198,996.91",,"$74,167.15",,,,,,,,"$4,883,434.25",,,,,,"$4,486,085.10","$101,255.00","$887,357.04","$85,116.25","$1,462,894.46",,,,,,"$1,050,159.00","$35,000.00",,,,,,,"$6,447,933.28",,,
1,101262903,Frazier SD,Fayette,"$11,380,460.39","$7,395,061.37","$7,044,491.90","$350,569.47",,"$24,742.35",,,,,,,,"$756,107.55",,,,"$87,272.80",,"$689,740.02","$3,850.00","$288,055.43","$21,564.42","$278,967.47",,"$52,102.00",,,,"$198,758.00","$23,333.23",,,,$413.43,,,"$1,546,415.26","$14,077.06",,
1,101264003,Laurel Highlands SD,Fayette,"$25,934,809.17","$15,642,680.88","$14,722,407.80","$920,273.08",,"$64,101.98",,,,,,,,"$2,414,587.21",,,,,,"$1,209,600.71","$14,245.00","$758,680.77","$51,068.37","$1,015,460.16",,"$83,824.00",,,,"$608,349.00","$32,559.27",,,,,,"-$82,941.41","$4,122,593.23",,,
1,101268003,Uniontown Area SD,Fayette,"$27,925,672.91","$16,304,560.15","$16,304,560.15",,,"$59,053.25",,,,,,,,"$2,284,011.54",,,,"$315,630.00",,"$2,174,735.45","$33,110.00","$427,208.39","$54,686.55","$1,120,789.79",,"$17,750.00",,,,"$554,307.00","$34,839.46",,,,"$4,087.15",,"$787,049.76","$3,753,854.42",,,
1,106272003,Forest Area SD,Forest,"$5,693,490.71","$3,173,590.93","$3,019,474.27","$154,116.66",,"$16,095.85",,,,,,,,"$465,451.94",,,,"$148,642.00",,"$614,271.75","$18,480.00","$97,117.35","$7,185.01","$233,416.36",,,,,,"$60,729.00","$58,000.00","$22,612.94",,,,,,"$777,897.58",,,
1,112281302,Chambersburg Area SD,Franklin,"$48,936,135.00","$23,495,737.00","$21,992,551.00","$1,503,186.00",,"$148,158.00",,,,,,"$1,390.00",,"$4,547,361.00",,,,"$1,417,500.00",,"$3,401,764.00","$286,825.00","$1,909,156.00","$208,991.00","$1,347,166.00",,,,,,"$1,128,079.00","$24,833.00",,,,"$1,000.00",,"$530,725.00","$10,487,450.00",,,
1,112282004,Fannett-Metal SD,Franklin,"$4,331,968.99","$2,504,619.05","$2,392,907.84","$111,711.21",,"$3,398.25",,,,,,,,"$352,276.51",,,,"$148,750.00",,"$325,319.50",,"$5,903.54","$8,720.95","$111,098.85",,"$243,445.64","$19,518.06",,,"$76,871.00",,,,,,,,"$532,047.64",,,
1,112283003,Greencastle-Antrim SD,Franklin,"$13,924,752.30","$7,028,399.26","$6,370,576.99","$657,822.27",,"$118,202.28",,,,,,,,"$1,408,684.82",,,,"$157,500.00",,"$798,021.71","$53,130.00","$148,221.35","$55,388.14","$630,671.14",,,,,,"$379,241.00","$28,366.80",,,,$525.00,,,"$3,118,400.80",,,
1,112286003,Tuscarora SD,Franklin,"$17,189,256.00","$8,983,291.00","$8,491,778.00","$491,513.00",,"$33,577.00",,,"$16,838.00",,,,,"$1,694,846.00",,,,"$315,000.00",,"$1,521,184.00","$62,755.00","$744,703.00","$44,502.00","$630,539.00",,"$40,000.00","$24,938.00",,,"$361,008.00",,,,,,,"-$1,464.00","$2,717,539.00",,,
1,112289003,Waynesboro Area SD,Franklin,"$27,447,942.59","$14,838,879.86","$13,775,099.79","$1,063,780.07",,"$130,847.47",,,,,"$1,925.00",,,"$2,487,188.26",,,,"$1,032,551.00","$10,000.00","$1,187,234.51","$46,970.00","$1,430,327.59","$82,717.23","$731,896.32",,,,,,"$632,883.00","$26,764.72",,,,"$16,159.62",,"-$88,624.82","$4,880,222.83",,,
1,111291304,Central Fulton SD,Fulton,"$9,369,147.37","$6,029,958.09","$5,718,206.12","$311,751.97",,"$3,751.08",,,,,"$1,260.00",,,"$619,537.93",,,,,,"$380,645.79","$2,695.00","$310,689.07","$18,794.40","$385,165.08",,"$84,514.00",,,,"$160,440.00",,,,,"$62,978.25",,,"$1,308,718.68",,,
1,111292304,Forbes Road SD,Fulton,"$4,777,012.26","$3,053,937.00","$2,940,723.00","$113,214.00",,,,,,,$210.00,,,"$286,168.43",,,,,,"$464,391.64",,"$149,654.00","$6,606.30","$172,090.89",,,,,,"$76,499.00",,,,,,,,"$567,455.00",,,
1,111297504,Southern Fulton SD,Fulton,"$7,700,356.56","$4,709,937.43","$4,524,871.00","$185,066.43",,,,,,,,,,"$508,369.00",,,,"$297,500.00",,"$521,575.28",,"$166,380.74","$12,457.74","$289,688.74",,"$30,000.00",,,,"$153,038.00","$35,000.00",,,,,,,"$976,409.63",,,
1,101301303,Carmichaels Area SD,Greene,"$11,843,474.74","$7,552,342.06","$7,218,411.35","$333,930.71",,"$2,567.63",,,,,$280.00,,,"$892,275.57",,,,,,"$546,043.81","$7,700.00","$663,786.37","$18,597.55","$430,606.90",,,,,,"$234,124.00","$7,777.76",,,,,,,"$1,487,373.09",,,
1,101301403,Central Greene SD,Greene,"$15,589,142.81","$8,975,754.19","$8,548,627.27","$427,126.92",,,,,"$51,021.00",,,,,"$1,883,412.79",,,,,,"$793,109.41",,"$444,038.13","$29,586.41","$920,825.19",,"$23,686.00",,,,"$352,907.00","$24,705.90",,,,,,,"$2,090,096.79",,,
1,101303503,Jefferson-Morgan SD,Greene,"$9,399,282.05","$5,756,989.93","$5,571,311.66","$185,678.27",,"$19,590.05",,,,,,,,"$732,716.62",,,,,,"$436,467.62","$6,545.00","$328,327.63","$15,265.17","$435,259.97",,,,,,"$180,099.00","$30,324.75",,,,,,"$61,617.00","$1,396,079.31",,,
1,101306503,Southeastern Greene SD,Greene,"$8,151,160.64","$5,254,292.68","$5,116,674.89","$137,617.79",,"$65,040.20",,,,,,,,"$588,062.41",,,,,,"$700,178.83","$16,555.00",,"$11,040.67","$374,256.47",,,,,,"$133,840.00",,,,,,,"$58,331.24","$949,563.14",,,
1,101308503,West Greene SD,Greene,"$6,354,690.90","$3,809,775.31","$3,656,084.07","$153,691.24",,,,,"$22,685.93",,,,,"$686,700.08",,,,,,"$339,854.54","$8,470.00",,"$11,377.23","$112,743.82",,"$151,797.42",,,,"$97,413.00","$20,512.40","$6,467.13",,,,,"$52,595.36","$1,034,298.68",,,
1,111312503,Huntingdon Area SD,Huntingdon,"$15,574,371.31","$8,648,822.45","$8,226,778.18","$422,044.27",,"$44,114.88",,,,,,$120.00,,"$1,516,777.93",,,,"$171,802.00",,"$1,379,402.61","$37,730.00","$392,309.06","$34,942.80","$671,389.47",,"$76,539.76",,,,"$334,138.00","$28,377.95",,,,"$1,053.18",,,"$2,236,851.22",,,
1,111312804,Juniata Valley SD,Huntingdon,"$8,191,919.69","$5,348,447.56","$5,124,383.90","$224,063.66",,"$60,209.49",,,"$128,881.92",,,,,"$545,157.71",,,,,,"$485,989.58","$18,865.00","$189,321.41","$13,096.27","$210,042.29",,,,,,"$142,555.00","$23,794.26",,,,,,,"$1,025,559.20",,,
1,111316003,Mount Union Area SD,Huntingdon,"$14,917,922.88","$9,122,793.90","$9,122,793.90",,,"$11,345.01",,,"$77,472.75",,,,,"$1,027,849.84",,,,,,"$685,426.19","$30,030.00","$509,521.13","$24,019.43","$238,262.69",,"$299,060.00",,,,"$334,502.00",,,,,,,"$435,345.51","$2,122,294.43",,,
1,111317503,Southern Huntingdon County SD,Huntingdon,"$11,441,947.00","$7,022,372.00","$7,022,372.00",,,"$96,977.00",,,"$24,924.00",,,,,"$788,785.00",,,,,,"$1,023,087.00",,"$260,538.00","$21,736.00","$286,594.00",,,,,,"$269,155.00",,"$5,427.00",,,,,"$267,916.00","$1,374,436.00",,,
1,128321103,Blairsville-Saltsburg SD,Indiana,"$18,127,739.09","$10,250,132.73","$9,629,215.63","$620,917.10",,"$179,317.49",,,,,,,,"$1,406,263.41",,,,,,"$1,094,624.67","$20,790.00","$1,033,830.08","$26,614.69","$1,133,829.23",,,,,,"$328,088.00","$35,000.00",,,,,,,"$2,619,248.79",,,
1,128323303,Homer-Center SD,Indiana,"$9,551,092.87","$5,719,828.95","$5,719,828.95",,,"$26,852.94",,,,,,,,"$667,233.27",,,,,,"$327,358.35","$4,235.00","$442,429.13","$15,237.43","$393,589.19",,,,,,,,,,,"$162,204.00",,"$318,042.84","$1,474,081.77",,,
1,128323703,Indiana Area SD,Indiana,"$19,275,869.85","$10,697,408.65","$9,799,646.75","$897,761.90",,"$63,250.84",,,,,$385.00,,,"$1,923,500.51",,,,,,"$796,693.93","$48,125.00","$76,590.81","$54,172.87","$1,032,021.00",,"$125,066.71",,,,"$353,791.00",,,,,,,,"$4,104,863.53",,,
1,128325203,Marion Center Area SD,Indiana,"$16,222,897.22","$9,729,013.23","$9,651,810.38","$77,202.85",,"$136,741.27",,,"$34,049.84",,,,,"$1,098,997.27",,,,"$350,000.00",,"$1,319,196.02","$69,300.00","$32,503.15","$22,884.72","$598,908.91",,,,,,"$246,307.00","$14,411.74","$5,511.08",,,,,"$385,649.47","$2,179,423.52",,,
1,128326303,Penns Manor Area SD,Indiana,"$12,362,800.85","$7,823,765.78","$7,448,201.67","$375,564.11",,,,,"$46,055.75",,"$1,050.00",,,"$745,897.21",,,,"$105,000.00",,"$1,147,890.56","$21,945.00","$291,665.75","$14,369.00","$274,167.10",,"$30,000.00","$24,986.32",,,"$194,325.00","$32,014.00","$6,056.32","$21,750.00",,"$1,990.71",,,"$1,579,872.35",,,
1,128327303,Purchase Line SD,Indiana,"$14,330,424.18","$9,380,647.96","$9,013,121.23","$367,526.73",,"$21,087.21",,,,,,,,"$893,142.51",,,,,,"$1,466,925.16","$11,550.00","$293,142.33","$15,222.26","$283,396.38",,,,,,"$218,571.00","$6,061.60",,,,,,,"$1,740,677.77",,,
1,128328003,United SD,Indiana,"$15,038,567.43","$9,333,932.43","$8,960,557.08","$373,375.35",,"$21,889.26",,,"$33,983.86",,,,,"$1,042,141.53",,,,"$262,500.00",,"$1,454,770.68","$17,325.00","$286,129.22","$17,434.09","$445,841.60",,"$117,548.00","$20,705.00",,,"$208,937.00","$29,538.30",,,,,,,"$1,745,891.46",,,
1,106330703,Brockway Area SD,Jefferson,"$10,945,335.32","$7,091,107.00","$7,091,107.00",,,,,,"$45,679.35",,"$1,015.00",,,"$754,780.43",,,,,,"$521,633.05","$34,650.00","$55,187.28","$18,382.96","$351,914.56",,"$1,398.00",,,,"$193,887.00","$28,369.39","$6,599.22",,,"$37,500.00",,"$326,962.93","$1,476,269.15",,,
1,106330803,Brookville Area SD,Jefferson,"$15,809,400.82","$9,573,652.56","$9,181,633.41","$392,019.15",,"$18,119.04",,,,,,,,"$1,221,831.37",,,,,,"$1,320,766.08","$20,790.00","$496,466.81","$28,052.75","$713,761.41",,"$35,000.00","$19,187.50",,,"$295,869.00","$58,000.00",,,,,,,"$2,007,904.30",,,
1,106338003,Punxsutawney Area SD,Jefferson,"$26,160,157.55","$16,305,427.60","$15,671,291.32","$634,136.28",,"$140,092.26",,,,,,,,"$1,900,040.49",,,,,,"$2,369,753.73","$146,300.00","$804,305.89","$41,498.39","$1,117,744.71",,,,,,"$441,183.00","$26,379.28",,,,,,,"$2,867,432.20",,,
1,111343603,Juniata County SD,Juniata,"$19,368,707.35","$11,062,138.62","$10,527,287.94","$534,850.68",,"$127,730.17",,,"$103,988.21",,,$320.00,,"$1,774,069.66",,,,,,"$2,656,624.34","$127,050.00",,"$60,535.69","$520,813.51",,"$169,825.00",,,,"$451,696.00","$26,764.72","$15,834.05",,,,,,"$2,287,202.38",,,"-$15,885.00"
1,119350303,Abington Heights SD,Lackawanna,"$15,162,716.41","$7,313,392.06","$6,583,131.65","$730,260.41",,"$42,864.39",,,,,,,,"$1,757,177.54",,,,,,"$980,582.20","$138,985.00","$7,182.75","$71,096.80","$817,010.95",,"$40,000.00",,,,"$294,812.00",,,,,,,,"$3,699,612.72",,,
1,119351303,Carbondale Area SD,Lackawanna,"$15,581,113.89","$9,620,287.41","$9,202,692.21","$417,595.20",,"$10,107.05",,,,,,,,"$1,347,483.59",,,,,,"$677,111.55","$25,795.00","$416,131.10","$27,105.03","$625,436.01",,"$35,000.00","$39,500.00",,,"$318,944.00","$7,777.76",,,,,,,"$2,430,435.39",,,
1,119352203,Dunmore SD,Lackawanna,"$8,767,563.77","$4,884,995.10","$4,513,632.78","$371,362.32",,,,,,,,,,"$910,148.74",,,,,,"$109,464.67","$15,015.00","$440,292.70","$37,202.04","$336,145.77",,"$137,067.41",,,,"$209,240.00",,,,,,,,"$1,687,992.34",,,
1,119354603,Lakeland SD,Lackawanna,"$10,826,453.96","$5,881,760.57","$5,541,970.09","$339,790.48",,"$2,826.67",,,,,,,,"$967,543.80",,,,,,"$1,424,583.67","$53,515.00","$191,381.76","$26,778.80","$339,819.33",,,,,,"$236,731.00",,,,,,,,"$1,701,513.36",,,
1,119355503,Mid Valley SD,Lackawanna,"$9,356,754.62","$4,901,535.63","$4,531,615.82","$369,919.81",,,,,,,,,,"$987,633.39",,,,,,"$319,747.41","$43,505.00","$604,286.50","$33,128.27","$261,978.76",,"$99,723.33",,,,"$192,918.00","$18,931.15",,,,,,,"$1,893,367.18",,,
1,119356503,North Pocono SD,Lackawanna,"$20,227,973.40","$9,403,201.24","$8,815,869.15","$587,332.09",,"$56,412.05",,,,,,,,"$1,866,028.34",,,,,,"$2,217,461.28","$41,580.00","$765,049.85","$54,751.92","$1,197,097.74",,"$40,000.00",,,,"$417,576.00",,,,,,,"$252,687.77","$3,916,127.21",,,
1,119356603,Old Forge SD,Lackawanna,"$5,731,007.24","$3,383,438.86","$3,152,766.72","$230,672.14",,"$4,062.76",,,,,,,,"$714,380.39",,,,,,"$73,725.37","$9,240.00",,"$18,645.52","$225,356.17",,"$27,510.94",,,,"$134,854.00","$9,722.20",,,,,,,"$1,130,071.03",,,
1,119357003,Riverside SD,Lackawanna,"$10,211,472.00","$5,784,928.00","$5,359,012.00","$425,916.00",,,"$17,855.00",,,,$560.00,,,"$831,344.00","$2,807.00",,,,,"$432,833.66","$54,285.00",,"$48,574.00","$463,591.00",,"$128,360.00",,,,"$222,157.00","$35,000.00",,,,"$43,283.34",,,"$2,145,894.00",,,
1,119357402,Scranton SD,Lackawanna,"$88,163,099.11","$49,917,770.48","$45,796,859.58","$4,120,910.90",,"$28,638.78","$500,000.00",,,,,,,"$7,254,188.51",,,,,,"$1,272,725.73","$156,695.00","$868,736.54","$203,392.80","$4,370,539.59",,,,,,"$7,836,814.00","$16,470.56",,,,"$10,920.00",,,"$15,726,207.12",,,
1,119358403,Valley View SD,Lackawanna,"$15,934,281.00","$8,209,760.00","$8,209,760.00",,,"$51,583.00",,,,,,,,"$1,463,602.00",,,,,,"$771,050.00","$70,455.00","$539,459.00",,"$895,041.00",,"$21,870.00",,,,"$393,156.00","$4,800.00",,,,"$47,789.00",,"$580,214.00","$2,885,502.00",,,
1,113361303,Cocalico SD,Lancaster,"$17,194,518.77","$8,227,532.69","$7,648,210.98","$579,321.71",,"$13,927.62",,,,,,,,"$1,870,754.43",,,,,,"$1,158,919.24","$96,250.00","$68,222.67","$53,545.26","$1,107,393.80","$400,960.00",,,,,,"$3,655.00",,,,"$30,000.00",,,"$4,163,358.06",,,
1,113361503,Columbia Borough SD,Lancaster,"$13,705,476.29","$7,820,493.53","$7,407,624.24","$412,869.29",,"$22,313.47",,,,,,,,"$1,488,666.44",,,,,,"$300,294.68",,"$709,606.57","$26,021.23","$635,884.39",,"$288,667.26",,,,"$295,569.00","$28,489.04",,,,,,,"$2,089,470.68",,,
1,113361703,Conestoga Valley SD,Lancaster,"$15,371,955.03","$5,773,656.39","$4,786,088.13","$987,568.26",,"$92,646.59",,,,,,$280.00,,"$1,766,846.90",,,,"$415,280.82",,"$850,799.58","$116,655.00","$460,127.31","$97,907.94","$708,652.05",,"$34,238.10","$18,327.05",,,"$348,871.00",,,,,$132.63,,,"$4,687,533.67",,,
1,113362203,Donegal SD,Lancaster,"$16,291,013.11","$8,087,376.84","$7,409,347.39","$678,029.45",,"$122,097.03",,,,,,$256.00,,"$1,707,012.96",,,,,,"$934,057.88","$56,210.00","$774,186.32","$60,121.62","$667,046.70",,,,,,"$393,860.00",,,,,,,,"$3,488,787.76",,,
1,113362303,Eastern Lancaster County SD,Lancaster,"$14,527,293.63","$5,525,185.17","$4,737,293.57","$787,891.60",,"$86,681.42",,,"$95,225.61",,,,,"$1,687,496.43",,,,,,"$1,264,568.30","$204,050.00","$1,099,698.44","$79,414.76","$447,168.83",,,,,,"$247,418.00",,,,,,,,"$3,790,386.67",,,
1,113362403,Elizabethtown Area SD,Lancaster,"$19,859,222.17","$10,149,821.34","$9,215,282.75","$934,538.59",,"$120,810.24",,,"$44,362.31",,,,,"$2,251,511.99",,,,,,"$953,325.41","$61,985.00","$401,828.20","$77,193.11","$599,402.26",,"$22,493.60",,,,"$472,997.00",,"$6,929.67",,,"$9,532.97",,,"$4,687,029.07",,,
1,113362603,Ephrata Area SD,Lancaster,"$21,600,991.30","$11,187,530.32","$10,176,323.64","$1,011,206.68",,"$83,852.30",,,"$34,011.33",,,,,"$2,443,962.83",,,,,,"$939,918.35","$125,510.00","$37,482.44","$82,517.23","$1,024,134.83",,"$39,425.00",,,,"$515,064.00","$33,171.03",,,,,,,"$5,054,411.64",,,
1,113363103,Hempfield SD,Lancaster,"$33,517,658.62","$15,254,665.58","$13,399,262.54","$1,855,403.04",,"$173,783.25",,,,,,$560.00,,"$3,812,183.33",,,,,,"$1,468,764.48","$138,215.00","$962,947.96","$137,663.35","$1,627,888.96",,,,,,"$689,640.00",,,,,,,,"$9,251,346.71",,,
1,113363603,Lampeter-Strasburg SD,Lancaster,"$13,150,093.01","$5,319,183.22","$4,492,123.89","$827,059.33",,"$110,423.18",,,"$69,671.62",,,$80.00,,"$1,473,252.30",,,,,,"$642,748.43","$116,655.00","$513,916.96","$55,506.01","$634,517.27",,"$19,467.34","$30,000.00",,,"$281,120.00","$20,673.39","$11,758.98",,,,,,"$3,851,119.31",,,
1,113364002,Lancaster SD,Lancaster,"$118,827,550.57","$63,753,087.00","$63,753,087.00",,,"$343,046.00",,,"$419,786.00",,,"$4,931.00",,"$10,262,419.00",,,,"$4,742,500.00",,"$2,909,314.57","$262,185.00","$1,951,174.00","$218,599.00","$4,988,746.00",,"$16,480.00",,,,"$2,348,858.00",,"$29,719.00",,,"$981,574.00",,"$4,360,226.00","$21,234,906.00",,,
1,113364403,Manheim Central SD,Lancaster,"$16,793,484.65","$7,936,677.11","$7,251,081.38","$685,595.73",,"$27,249.08",,,"$30,632.38",,,,,"$1,662,432.80",,,,,,"$1,072,198.52","$92,400.00","$1,082,585.83","$61,424.52","$831,850.08",,"$32,528.39",,,,"$301,665.00","$30,882.30",,,,,,,"$3,630,958.64",,,
1,113364503,Manheim Township SD,Lancaster,"$21,037,208.52","$7,490,736.58","$6,096,749.20","$1,393,987.38",,"$147,911.15",,,,,,$680.00,,"$2,414,599.39",,,,,,"$1,102,062.76","$197,505.00","$928,111.27","$115,502.98","$1,115,571.56",,"$144,235.39",,,,"$474,037.00",,,,,,,,"$6,906,255.44",,,
1,113365203,Penn Manor SD,Lancaster,"$26,761,430.33","$13,330,401.00","$12,065,388.56","$1,265,012.44",,"$49,042.19",,,"$41,857.70",,,"$1,896.00",,"$3,017,750.22",,,,,,"$1,668,223.48","$90,090.00","$433,352.49","$103,915.05","$1,299,545.69",,,,,,"$620,860.00","$11,402.45","$7,681.66",,,"$5,483.00",,,"$6,079,929.40",,,
1,113365303,Pequea Valley SD,Lancaster,"$8,725,157.54","$3,354,296.87","$2,906,221.60","$448,075.27",,"$39,458.60",,,"$88,129.31",,,,,"$871,085.39",,,,,,"$1,184,004.01","$82,775.00","$219,214.31","$39,024.10","$375,254.83",,"$31,961.62",,,,"$113,497.00",,,,,,,,"$2,326,456.50",,,
1,113367003,Solanco SD,Lancaster,"$20,629,534.54","$11,043,229.96","$10,334,846.79","$708,383.17",,"$40,889.44",,,"$115,194.12",,,"$1,178.00",,"$2,200,598.47",,,,,$986.08,"$2,126,276.53","$63,525.00","$39,231.73","$60,090.57","$548,986.32",,"$188,527.00",,,,"$427,715.00",,"$17,753.77",,,,,,"$3,755,352.55",,,
1,113369003,Warwick SD,Lancaster,"$22,490,107.61","$11,247,473.12","$10,237,200.13","$1,010,272.99",,"$139,498.78",,,,,,,,"$2,353,116.86",,,,,,"$779,920.78","$92,400.00","$1,124,883.27","$88,554.14","$930,736.81",,,,,,"$533,160.00",,,,,,,,"$5,200,363.85",,,
1,104372003,Ellwood City Area SD,Lawrence,"$18,239,178.44","$12,149,259.60","$11,686,404.50","$462,855.10",,"$7,053.10",,,,,,,,"$1,487,936.49",,,,,,"$648,839.58","$18,480.00",,"$29,797.87","$690,208.65",,"$71,524.15",,,,"$361,395.00","$30,941.12",,,,,,"$87,319.50","$2,656,423.38",,,
1,104374003,Laurel SD,Lawrence,"$12,079,276.71","$7,586,741.57","$7,586,741.57",,,,,,"$32,129.04",,"$2,100.00",,,"$836,792.74",,,,,,"$402,760.91","$11,165.00","$449,912.92",,"$365,816.39",,,,,,"$255,143.00","$35,000.00","$5,734.98",,,"$40,000.00",,"$351,680.05","$1,704,300.11",,,
1,104375003,Mohawk Area SD,Lawrence,"$16,402,717.77","$10,583,641.54","$10,099,290.79","$484,350.75",,"$64,282.14",,,"$118,811.26",,,,,"$1,225,753.56",,,,,,"$679,813.77","$6,545.00","$406,271.35","$26,597.87","$482,962.56",,"$77,298.27",,,,"$307,754.00","$27,527.17","$13,114.97",,,,,,"$2,382,344.31",,,
1,104375203,Neshannock Township SD,Lawrence,"$6,548,866.64","$3,645,644.15","$3,294,605.14","$351,039.01",,"$26,957.67",,,,,,,,"$692,182.75",,,,,,"$221,316.35","$1,925.00","$162,427.65","$22,222.36","$197,309.21",,,,,,"$140,499.00","$9,722.20",,,,,,,"$1,428,660.30",,,
1,104375302,New Castle Area SD,Lawrence,"$38,991,850.65","$24,777,663.05","$24,462,315.93","$315,347.12",,"$10,242.47",,,,,"$2,100.00",,,"$2,783,228.03",,,,,,"$912,057.07","$26,565.00","$805,125.44","$62,841.40","$1,184,747.37",,"$575,744.00",,,,"$809,588.00","$35,000.00",,"$132,850.00",,,,"$720,676.42","$6,153,422.40",,,
1,104376203,Shenango Area SD,Lawrence,"$11,612,381.77","$7,872,588.51","$7,463,328.51","$409,260.00",,"$42,917.98",,,,,,,,"$832,392.44",,,,,,"$380,626.06",,,"$20,369.05","$459,468.17",,"$40,788.00",,,,"$215,465.00","$24,705.90",,,,,,"-$19,841.21","$1,742,901.87",,,
1,104377003,Union Area SD,Lawrence,"$7,516,914.00","$5,073,590.00","$4,827,664.00","$245,926.00",,,,,,,,,,"$520,137.00",,,,,,"$186,464.00","$3,080.00",,"$14,102.00","$251,581.00",,,"$134,614.00",,,"$152,979.00","$9,722.00",,,,,,,"$1,170,645.00",,,
1,104378003,Wilmington Area SD,Lawrence,"$10,350,280.45","$6,098,545.19","$5,802,899.00","$295,646.19",,"$21,883.28",,,"$49,802.75",,,,,"$1,066,818.88",,,,,,"$893,499.81","$59,290.00","$160,199.57","$20,095.15","$379,147.52",,"$10,690.00",,,,"$219,259.00",,,,,,,,"$1,371,049.30",,,
1,113380303,Annville-Cleona SD,Lebanon,"$9,137,974.35","$5,162,987.57","$4,808,482.81","$354,504.76",,"$72,334.82",,,,,,,,"$913,654.17",,,,,,"$474,301.41","$17,710.00","$159,240.02","$27,593.94","$261,669.51",,"$145,000.00",,,,"$189,420.00","$9,722.20",,,,,,,"$1,704,340.71",,,
1,113381303,Cornwall-Lebanon SD,Lebanon,"$24,970,434.07","$11,958,501.25","$10,744,658.21","$1,213,843.04",,"$128,109.01",,,"$182,409.44",,,$40.00,,"$2,498,029.51",,,,,,"$1,713,120.36","$30,800.00","$597,844.43","$95,163.59","$1,264,904.60",,,"$70,439.30",,,"$528,189.00",,"$22,430.15",,,,,,"$5,880,453.43",,,
1,113382303,Eastern Lebanon County SD,Lebanon,"$13,121,435.25","$5,740,890.02","$5,285,464.26","$455,425.76",,"$10,973.35",,,"$31,058.86",,,,,"$1,225,446.51",,,,,,"$1,395,853.44","$37,730.00","$339,592.62","$47,601.98","$465,878.98",,,"$40,000.00",,,"$258,521.00","$24,705.84",,,,"$265,000.00",,"$260,806.17","$2,977,376.48",,,
1,113384603,Lebanon SD,Lebanon,"$49,954,767.05","$32,152,356.19","$30,397,936.76","$1,754,419.43",,"$2,544.70",,,,,$770.00,"$2,520.00",,"$3,452,323.43",,,,,,"$951,635.88","$30,030.00","$1,660,041.26","$101,175.71","$1,767,512.02",,,,,,"$1,130,791.00","$30,249.53",,,,,,,"$8,672,817.33",,,
1,113385003,Northern Lebanon SD,Lebanon,"$15,843,651.42","$7,909,275.78","$7,909,275.78",,,"$34,650.85",,,"$114,700.73",,,,,"$1,400,257.13",,,,,,"$1,758,728.40","$76,615.00","$431,143.39","$43,047.28","$647,187.28",,,,,,"$305,011.00","$26,173.56",,,,,,"$520,078.09","$2,576,782.93",,,
1,113385303,Palmyra Area SD,Lebanon,"$15,812,725.07","$6,874,648.27","$6,874,648.27",,,"$43,496.44",,,"$7,481.73",,,,,"$1,579,210.09",,,"$7,845.00",,,"$723,430.21","$50,435.00","$802,035.05","$64,792.64","$346,429.65",,"$84,750.00","$80,500.00",,,"$361,796.00","$26,764.72",,,,,,"$770,147.00","$3,988,963.27",,,
