Ctgy,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - IDEA Revenue received as Pass Through 6833,ARRA - WIA Revenue received as Pass Through 6834,ARRA - Title I Revenue Received as Pass Through 6835,ARRA - Race to the Top Revenue Received as Pass Through 6836,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,125234502,Haverford Township SD,Delaware,"$97,856,607.54","$92,122,031.36","$603,341.32","$92,248.81",,,,,,,,,,,,,"$1,617,962.17",,,,,,,,,,,,,,,"$1,740,745.47","$420,331.03",,"$61,104.13",,,,,"$839,885.00",,,,,,,"$135,693.96",,,"$34,621.99",,"$26,477.59",,,,,,,,,"$128,940.47",,"$33,224.24"
1,125235103,Interboro SD,Delaware,"$42,031,529.12","$37,610,011.33","$25,895.45","$39,339.75","$216,758.20","$4,484.00",,,,,,,,,,,"$522,679.35",,,,,"$568,984.83",,,,,,,,,,"$1,197,727.61","$17,626.31",,"$61,184.54",,,,,"$645,040.00",,,,,,,"$4,750.00","$11,654.29",,"$16,005.00",,,,,,,,,,,"$292,230.38","$7,865.41","$789,292.67"
1,125235502,Marple Newtown SD,Delaware,"$68,615,673.55","$62,280,602.27","$779,293.63","$64,314.11","$20,360.64",,,,,,,,,,,,"$1,982,774.49",,,,,,,,,,,,,,,"$969,198.18","$429,381.44",,"$130,338.00",,,,,"$596,823.00",,,,,,,"$161,085.81","$42,306.67",,,,"$960,219.13",,,,,,,,,"$59,211.04","$26,833.02","$112,932.12"
1,125236903,Penn-Delco SD,Delaware,"$42,350,273.93","$36,231,739.84","$73,414.54","$39,426.00",,,,,,,,,,,"$3,288,998.87",,"$674,177.00",,,,,,,,,,,,,,,"$971,533.16","$273,903.03",,"$43,267.00",,,,"$3,038.00","$541,747.30",,,,,,,"$25,387.61","$1,700.00",,"$2,332.00","$10,333.40",,,,"$24,017.54",,,,,"$52,450.98","$28,967.89",,"$63,839.77"
1,125237603,Radnor Township SD,Delaware,"$80,142,939.42","$72,872,084.13","$162,963.09","$72,216.99","$294,063.95",,,,,,"$96,871.38",,,,,,"$1,690,589.81",,,,,,,,,,,,,,,"$718,233.53","$417,237.36",,"$31,548.00",,,,,"$443,732.00",,,,,,,"$148,538.45","$57,014.69",,,,"$2,975,035.13",,,,,,,,,,,"$162,810.91"
1,125237702,Ridley SD,Delaware,"$75,051,351.89","$69,036,126.43","$174,373.54","$71,414.83","$3,000.00",,,,,,,,,,,,"$874,122.83",,,,,,,,,,,,,,,"$2,321,259.41","$255,675.18",,,,,,,"$1,180,196.00",,,,,,,"$103,899.96",,"$6,987.50",,,,,,,,,,,,,,"$1,024,296.21"
1,125237903,Rose Tree Media SD,Delaware,"$76,074,051.35","$69,247,068.06","$472,945.27","$70,453.66","$4,918.65",,"$81,107.58",,"$78,999.24",,"$180,089.89",,,,,,"$1,360,645.49",,,,,,,,,,,,,,,"$1,451,611.21","$487,495.17",,"$166,088.12",,"$7,536.75",,,"$497,619.00",,,,,,,"$105,277.25","$33,951.62","$15,993.89","$115,915.48",,,,,"$1,413,785.43",,,,,"$12,465.00","$133,990.25",,"$136,094.34"
1,125238402,Southeast Delco SD,Delaware,"$39,769,948.00","$34,890,733.00",,"$37,261.00",,,,,,,,,,,,,"$325,182.00",,,,,,,,,,,,,,,"$2,863,984.00","$419,380.00",,"$11,257.00",,,,,"$798,703.00",,,,,,"$54,753.00","$20,985.00","$19,255.00",,"$1,285.00",,,,,,,,,,,"$287,095.00",,"$40,075.00"
1,125238502,Springfield SD,Delaware,"$59,533,866.14","$55,563,617.43","$124,152.57","$55,964.97","$46,519.15",,,,,,,,,,,,"$632,582.15",,,,"$795,402.64",,,,,,,,,,,"$1,011,751.52","$259,483.25",,,,,,,"$591,989.00",,,,,,,"$72,480.00",,"$7,898.76","$4,510.00",,,,,,,,,,,"$162,003.84",,"$205,510.86"
1,125239452,Upper Darby SD,Delaware,"$107,044,187.55","$93,753,422.87","$96,544.79","$101,446.52",,,,,,,,,,,,,"$2,437,751.21",,,,,,,,,,,,,,,"$5,837,040.23","$694,918.66",,"$45,268.85",,,,"$10,199.00","$1,978,067.13",,,,,,,"$29,000.00","$55,488.88",,"$76,327.00",,"$173,783.80",,,,,,,,"$1,485,309.79",,,"$269,618.82"
1,125239603,Wallingford-Swarthmore SD,Delaware,"$62,646,986.51","$58,684,243.70","$80,002.04","$57,814.00","$2,262.47",,"$51,720.75",,"$51,756.60",,,,,,,,"$674,600.48",,,,,,,,,,,,,,,"$1,017,600.23","$448,644.41",,"$62,230.00",,,,,"$578,804.00",,,,,,,"$160,371.24",,,"$43,871.00",,"$379,583.65",,,,,,,,,"$262,317.93",,"$91,164.01"
1,125239652,William Penn SD,Delaware,"$49,306,543.00","$42,643,216.00",,"$47,195.00",,,,,,,,,,,,,"$518,689.00",,,,,,,,,,,,,,,"$4,801,793.00","$148,304.00",,,,,,,"$799,059.00",,,,,,,"$38,670.00","$61,724.00",,"$86,412.00",,,"$1,650.00",,,,,,,,,,"$159,831.00"
1,109243503,Johnsonburg Area SD,Elk,"$2,771,849.56","$1,645,138.84",,"$2,498.06","$53,264.99",,"$12,546.90",,"$12,546.90",,,,,,"$449,160.36","$164,291.44","$21,697.69",,,,,"$7,723.41",,,,,,,,,,"$183,022.37","$14,325.24",,,,,,,"$93,265.00",,,,,"$26,921.36",,,"$22,476.00",,,,,,,,,,,,"$13,898.00","$20,348.70",,"$28,724.30"
1,109246003,Ridgway Area SD,Elk,"$5,281,690.45","$3,083,666.25",,"$4,507.83","$68,064.19","$53,557.15","$16,881.72",,"$16,881.72",,"$17,907.16",,,,"$673,824.60","$230,151.32","$46,193.13",,,,,,,,,,,,,,,"$538,844.09","$51,334.23",,"$20,832.64",,,,"$238,515.00","$63,311.00",,,,,$795.00,,"$19,683.57","$10,866.71",$224.00,,,,,,,,,,,,,,"$125,649.14"
1,109248003,Saint Marys Area SD,Elk,"$15,125,236.91","$9,669,329.56","$24,327.08","$13,442.99","$154,069.31",,"$31,506.30",,"$31,506.30",,"$58,519.31",,,,"$2,149,564.13","$1,203,781.02","$161,930.11",,,,,,,,,,,,,,,"$1,035,989.39","$136,018.71",,"$31,876.61",,,,,"$375,021.00",,,,,,,$711.71,"$23,782.16",,,,,,,,,,,,"$15,061.00",,,"$8,800.22"
1,105251453,Corry Area SD,Erie,"$9,095,267.36","$6,044,197.22",,"$8,428.54","$7,682.85",,"$26,525.00",,"$26,525.00",,,,,,"$1,036,507.97",,"$103,638.21",,,,,,,,,,,,,,,"$1,006,683.18","$11,030.48",,"$30,099.30",,,"$6,000.00","$504,377.44","$2,611.00",,,,,,,"$20,549.44",,,,$474.40,"$46,767.12",,,,,,,,,"$93,798.73","$6,489.03","$112,882.45"
1,105252602,Erie City SD,Erie,"$61,587,315.00","$40,199,158.00",,"$59,273.00","$1,595,206.00",,,,,,"$245,022.00",,,,"$6,918,782.00",,"$845,620.00",,,,,,,,,,,,,,,"$5,723,421.00",,,"$4,053.00","$319,294.00",,,,"$3,127,592.00",,,,"$75,000.00","$49,999.00",,"$71,733.00","$951,538.00","$366,581.00",,"$53,098.00","$508,275.00",,,,,,,,,"$290,953.00",,"$182,717.00"
1,105253303,Fairview SD,Erie,"$18,555,910.00","$15,483,017.00","$83,633.00","$17,499.00",,,,,,,"$25,750.00",,,,"$1,771,456.00",,"$258,665.00",,,,,,,,,,,,,,,"$414,119.00","$87,338.00",,"$41,259.00",,,,,"$214,850.00",,,,,,,"$27,827.00","$29,750.00","$37,200.00","$6,140.00",,,,,,,,,,,"$49,406.00",,"$8,001.00"
1,105253553,Fort LeBoeuf SD,Erie,"$18,869,981.01","$15,222,432.57","$89,104.53","$17,061.85","$2,473.13",,"$33,389.02",,"$33,158.10",,"$65,495.31",,,,"$1,563,237.83",,"$550,894.60",,,,,,,,,,,,,,,"$559,970.97","$161,211.56",,"$31,790.95",,,"$4,100.00",,"$446,881.49",,,,,"$7,831.76",,"$2,575.00","$16,129.64","$10,073.47","$1,200.00",,"$12,594.29",,,,,,,,,"$33,293.94","$1,876.00","$3,205.00"
1,105253903,General McLane SD,Erie,"$14,748,378.40","$11,000,777.38","$74,283.60","$13,404.92","$31,596.67",,,,,,"$30,727.05",,,,"$1,734,037.79",,"$172,843.28",,,,,,,,,,,,,,,"$498,959.35","$185,047.46",,"$32,620.51",,,,,"$409,536.01",,,,,,,"$64,815.50",,"$80,000.00",,,"$288,581.09",,,"$7,200.00",,,,,,"$65,584.00",,"$58,363.79"
1,105254053,Girard SD,Erie,"$10,302,815.89","$7,760,874.23","$14,641.25","$9,045.56","$28,483.29",,"$28,632.30",,"$28,632.30","$37,636.61","$13,756.96",,,,"$1,005,751.83",,"$111,253.93",,,,,,,,,,,,,,,"$465,578.04","$84,049.10",,"$27,377.22",,"$1,492.00",,"$333,521.05","$1,823.39",,,,,,,"$58,026.37",,"$3,500.00","$1,430.00",,"$128,244.03",,,,,,,,,"$83,535.19",,"$75,531.24"
1,105254353,Harbor Creek SD,Erie,"$17,812,649.97","$14,350,895.79","$56,618.53","$16,481.01","$119,088.80",,,,,,"$32,731.37",,,,"$1,715,821.90",,"$234,375.49",,,,,,,,,,,,,,,"$559,029.12","$124,928.36",,"$42,666.00",,,,"$10,090.82","$381,501.27",,,,,,,"$19,543.50","$1,660.00",,,,"$93,898.84",,,,,,,,,"$17,057.84",,"$36,261.33"
1,105256553,Iroquois SD,Erie,"$6,458,727.77","$4,728,922.64",,"$5,451.09",,,"$15,347.30",,"$30,694.59",,"$30,424.59",,,,"$594,827.51",,,,,,,,,,,,,,,,,"$312,426.83","$83,187.55",,"$20,363.00",,,"$102,752.00","$6,000.00","$279,908.84",,,,,,,"$5,255.76",,"$100,883.63",,,,,,,,,,,"$10,000.00","$65,140.96",,"$67,141.48"
1,105257602,Millcreek Township SD,Erie,"$65,953,444.50","$51,477,386.83","$144,639.67","$61,276.75","$328,822.01",,,,,,"$153,400.80",,"$4,180.00",,"$7,489,758.39",,"$864,858.16",,,,,,,,,,,,,,,"$2,017,646.13","$126,786.83",,"$279,062.03",,,,,"$1,341,658.73",,,,,"$102,324.30",,"$66,917.68",$430.95,"$12,077.51","$9,941.30",,"$1,201,848.58",,,,,,,"$81,760.24",,"$79,102.87","$34,140.27","$75,424.47"
1,105258303,North East SD,Erie,"$9,788,241.56","$7,542,743.16",,"$9,157.06",,,,,,,,,,,"$1,102,107.23",,"$134,658.40",,,,,,,,,,,,,,,"$494,844.87","$115,172.12",,"$23,220.40",,,"$8,400.00",,"$263,627.84",,,,,,,"$15,281.84",,"$65,610.69","$2,510.00",,,,,,,,,,,,,"$10,907.95"
1,105258503,Northwestern  SD,Erie,"$5,927,840.16","$3,807,627.24","$20,997.73","$5,056.53","$7,672.53",,,,,,,,,,"$823,144.66",,"$72,505.15",,,,,,,,,,,,,,,"$355,534.75","$204,026.30",,"$45,262.00",,,,,"$337,653.85",,,,,,,"$68,116.67",$400.00,"$159,412.88",,,,,,,,,,,,,,"$20,429.87"
1,105259103,Union City Area SD,Erie,"$3,932,953.00","$2,430,476.65",$759.07,"$3,230.51",$913.92,,"$13,720.30",,"$14,450.10",,,,,,"$497,740.52",,"$52,229.39",,,,,,,,,,,,,,,"$412,183.84","$74,760.68",,"$23,339.50",,,,"$224,687.87","$2,611.00",,"$11,222.71",,,"$25,378.00","$4,984.80","$2,678.00",,"$20,872.50","$1,330.00",,,,,"$2,350.00",,,,"$60,442.66","$12,831.28","$16,647.56",,"$23,112.14"
1,105259703,Wattsburg Area SD,Erie,"$12,371,325.44","$9,819,129.56","$34,434.98","$10,670.45","$7,006.47","$14,774.47","$27,213.29",,"$27,213.24",,"$9,200.98",,,,"$1,141,698.78",,"$76,503.68",,,,,,,,,,,,,,,"$435,245.37","$58,944.55",,"$29,769.64",,,,,"$332,943.05",,,,,,,"$16,218.00",,"$295,572.63",,,,,,,,,,,,"$23,592.47",,"$11,193.83"
1,101260303,Albert Gallatin Area SD,Fayette,"$12,976,146.16","$8,210,611.88",,"$10,561.40","$9,421.54",,"$28,236.90",,"$28,236.90",,"$27,119.16",,,,"$1,868,192.56",,"$182,576.77",,,,,,,,,,,,,,,"$1,143,998.81","$44,079.31",,"$51,903.40",,,,"$17,486.00","$884,293.42",,,,,"$66,338.77",,"$21,150.77","$57,791.78",,"$4,140.00",,"$38,765.18",,,,,,,,,"$260,159.39",,"$21,082.22"
1,101260803,Brownsville Area SD,Fayette,"$7,191,707.32","$4,700,043.81",,"$6,573.32","$11,267.23",,"$21,065.90",,"$21,065.90",,"$18,448.28",,,,"$881,624.18",,"$65,778.05",,,,,,,,,,,,,,,"$771,593.82","$37,839.28",,"$40,625.00",,,,,"$439,450.00",,,,,,,"$1,100.00","$42,150.00",,,,,,,,,,,,,"$108,010.05","$7,609.29","$17,463.21"
1,101261302,Connellsville Area SD,Fayette,"$19,913,627.66","$13,295,988.59",,"$16,876.77","$43,068.41",,,,,,,,,,"$2,777,793.46",,"$263,686.86",,,,,,,,,,,,,,,"$1,452,273.32","$58,932.69",,"$109,142.42",,,,"$4,764.84","$1,058,133.90",,,,,,,"$70,459.64","$64,239.48","$251,754.99","$1,720.00",,,,,,,,,,,"$320,952.34","$68,663.03","$55,176.92"
1,101262903,Frazier SD,Fayette,"$6,184,000.29","$4,569,790.77",,"$5,495.88","$1,330.08",,"$17,159.70",,"$17,159.70",,"$5,884.83",,,,"$786,224.71",,"$102,820.83",,,,,,,,,,,,,,,"$410,606.85","$23,063.67",,"$24,603.27",$401.85,,,,"$181,626.00",,,,,,,,,,,,,,,,,,,,,,,"$37,832.15"
1,101264003,Laurel Highlands SD,Fayette,"$22,023,957.47","$16,142,723.54",,"$19,400.25","$15,749.96",,"$11,458.70",,"$11,458.70",,"$83,893.43",,"$17,549.30",,"$2,131,049.29",,"$345,086.65",,,,"$576,213.58",,,,,,,,,,,"$1,451,262.40","$5,362.30",,"$63,207.97",,,"$108,967.95",,"$630,562.00",,,,,,,"$20,038.89","$77,651.79",,,,"$20,417.42",,,"$13,065.00",,,,,,"$231,426.14",,"$47,412.21"
1,101268003,Uniontown Area SD,Fayette,"$16,250,459.74","$10,689,461.05",,"$15,343.67","$53,160.41",,"$32,847.20",,"$40,547.28",,"$55,112.42",,,,"$1,438,609.34",,"$240,877.82","$172,250.72",,,"$361,663.05",,,,,,,,,,,"$1,833,883.59","$66,549.36",,"$33,572.64","$5,492.79",,,,"$608,134.00",,,,"$10,000.00","$186,318.37",,"$67,751.98","$5,000.00",,"$2,475.00",,"$196,135.14",,,,,,,,,"$120,172.80",,"$15,101.11"
1,106272003,Forest Area SD,Forest,"$7,105,642.20","$5,171,712.47",,"$5,935.50","$17,187.34","$574,960.70",,,,,"$13,078.21",,,,"$336,518.93",,"$105,194.80",,,,,,,,,,,,,,,"$581,667.26","$30,367.57",,"$5,773.00",,,,$505.00,"$87,118.90",,,,,,,,"$25,680.70","$19,131.70",,,"$20,083.59",,,"$1,154.27",,,,,,"$6,695.29",,"$102,876.97"
1,112281302,Chambersburg Area SD,Franklin,"$85,612,325.00","$61,810,743.00","$238,447.00","$78,143.00","$104,518.00",,,"$10,063,208.00",,,"$264,679.00",,,,"$7,188,008.00",,"$1,616,214.00",,,,,,,,,,,,,,,"$1,383,007.00","$138,585.00",,"$95,598.00",,,,,"$1,578,881.00",,,,,,,"$55,392.00","$30,753.00",,"$4,725.00",,"$377,414.00",,,,,"$42,707.00",,,,"$29,106.00",,"$512,197.00"
1,112282004,Fannett-Metal SD,Franklin,"$3,538,384.82","$2,653,342.54","$15,397.82","$3,263.77","$14,391.74",,"$13,220.40",,"$13,220.40",,,,,,"$407,225.30",,"$64,837.36",,,,,,,,,,,,,,,"$135,222.15","$32,677.00",,"$29,164.75",,,,,"$99,281.00",,,,,"$3,598.44",,"$5,500.00","$42,748.57",$610.00,$540.00,,,,,,,,,,,$519.09,,"$3,624.49"
1,112283003,Greencastle-Antrim SD,Franklin,"$26,118,066.06","$21,169,172.77","$158,122.74","$23,392.57",,,,,,,"$36,339.43",,,,"$2,515,771.56",,"$683,187.65",,,,,,,,,,,,,,,"$580,278.45","$144,241.45",,"$147,334.50",,,,,"$495,918.78",,,,,,,"$13,167.50","$32,097.44",,$750.00,,"$9,708.35",,,,,,"$14,234.49",,"$5,212.50","$43,543.60","$10,177.15","$35,415.13"
1,112286003,Tuscarora SD,Franklin,"$21,199,141.93","$17,155,616.53","$55,093.93","$24,197.64","$12,331.11",,,,,,,,,,"$2,000,681.83",,"$297,015.71",,,,,,,,,,,,,,,"$924,662.54","$134,546.20",,"$82,121.50",,,,,"$352,423.31",,,,,,,"$32,284.50",,"$9,086.00",$272.50,,"$35,899.98",,,,,,,,"$8,439.00","$17,061.05","$8,903.08","$48,505.52"
1,112289003,Waynesboro Area SD,Franklin,"$31,380,941.01","$22,574,209.37","$99,858.27","$25,865.57","$42,254.38",,,,,"$236,280.00","$40,782.55",,,,"$3,226,308.70",,"$499,719.65",,,,,,,,,,,,,,,"$555,402.86","$94,418.48",,"$51,467.30",,,,"$16,594.70","$670,947.00",,,,,,,"$12,710.00","$4,051.00","$4,309.71","$52,523.30",,"$3,098,533.38",,,$739.75,,,,,,,,"$73,965.04"
1,111291304,Central Fulton SD,Fulton,"$5,998,920.60","$4,665,238.00",,"$5,382.00","$25,970.00",,"$12,727.80",,"$12,727.80","$13,086.00",,,,,"$594,948.00",,"$69,899.00",,,,,,,,,,,,,,,"$289,025.00","$42,861.00",,"$24,973.00",,,,,"$2,604.00","$128,163.00",,,,,,,,"$32,905.00","$4,367.00",,,,,,,"$62,219.00",,,,,,"$11,825.00"
1,111292304,Forbes Road SD,Fulton,"$2,681,471.65","$2,001,930.49",,"$2,542.94","$23,748.50",,"$5,562.25",,"$7,072.45","$6,239.10",,,,,"$265,455.25",,"$25,992.02",,,,,,,,,,,,,,,"$233,744.60","$16,830.19",,"$9,940.25",,,,,"$64,179.73",,,,,,,$800.00,,,,,,,,,,,,,,,,"$17,433.88"
1,111297504,Southern Fulton SD,Fulton,"$4,598,406.39","$3,398,433.95",,"$4,183.57","$33,792.59",,"$9,905.20",,"$9,905.20",,,,,,"$480,487.25",,"$76,751.90",,,,,,,,,,,,,,,"$200,377.27","$123,785.68",,"$50,116.95","$3,724.25",,,,"$102,158.03",,,,,,,"$12,000.00",,"$23,063.42",,,"$12,227.38",,,,,,,,$285.00,"$43,611.25",,"$13,597.50"
1,101301303,Carmichaels Area SD,Greene,"$5,124,043.07","$3,509,480.67",,"$4,302.53","$7,237.32",,,,,,"$10,667.86",,,,"$638,431.46",,"$82,863.67",,,,,,,,,,,,,,,"$330,955.28","$36,888.29",,"$18,875.76",,,,"$20,052.53","$198,294.00",,,,,,,"$14,800.00","$139,641.00","$1,000.00",,,,,,"$19,439.66",,,,,,"$84,342.98",,"$6,770.06"
1,101301403,Central Greene SD,Greene,"$20,838,775.15","$14,045,102.89",,,"$41,813.62",,,,,,,,,,"$1,310,445.61",,"$463,614.21",,,,,,,,,,,,,,,"$4,113,158.61","$62,494.97",,"$35,188.99",,,,"$34,588.59","$467,187.00",,,,,,,"$82,559.24","$27,595.00","$54,914.42","$1,920.00",,,,,,,,,,"$1,690.00",,,"$96,502.00"
1,101303503,Jefferson-Morgan SD,Greene,"$5,717,349.56","$3,508,532.17",,"$4,301.79",,,,,"$10,447.81","$4,839.52",,,,,"$567,337.64",,"$63,041.80",,,,,,,,,,,,,,,"$1,036,947.76","$13,927.41",,"$31,421.90",,,,"$50,000.00","$174,425.00",,,,,,,,,,,,,,,,,,,,,"$3,414.29",,"$248,712.47"
1,101306503,Southeastern Greene SD,Greene,"$3,232,246.43","$2,109,048.30",,"$2,887.79","$5,844.21",,,,,,"$3,801.38",,,,"$382,577.28",,"$47,186.69","$14,050.50",,,,,,,,,,,,,,"$249,780.04","$19,231.02",,"$15,062.97",,,"$19,159.81","$149,023.00","$1,128.00",,,,,,,"$13,800.00","$7,400.00",,,,"$122,284.79",,,,,,,,,"$69,980.65",,
1,101308503,West Greene SD,Greene,"$14,038,961.36","$10,676,795.60",,"$11,960.60","$7,205.31",,,,,,,,,,"$497,439.59",,"$617,444.00",,,,,,,,,,,,,,,"$1,662,924.27","$164,607.86",,$200.00,,"$26,641.56",,,"$163,415.00",,,,,,,"$13,800.00","$10,000.00",,,,,,,,,,,,,"$63,170.06",,"$123,357.51"
1,111312503,Huntingdon Area SD,Huntingdon,"$12,676,095.89","$8,020,966.20",,"$11,295.79","$83,416.31",,"$38,036.90","$1,114,827.73","$39,684.21",,"$28,482.47",,,,"$1,130,869.17",,"$162,842.84",,,,,,,,,,,,,,,"$1,393,961.79","$71,726.63",,"$70,582.66",,,,,"$391,329.84",,,,,,,"$15,822.50","$20,514.63","$13,055.00","$1,020.00",,,,,,,,,,,"$46,633.99",,"$21,027.23"
1,111312804,Juniata Valley SD,Huntingdon,"$4,405,340.49","$2,532,049.91",,"$3,872.28","$36,775.95",,"$13,120.00","$639,446.52","$13,120.00",,,,,,"$504,414.12",,"$48,826.77",,,,,,,,,,,,,,,"$312,659.61","$59,318.81",,"$53,684.88",,,,,"$130,001.76",,,,,,,"$3,016.49","$18,808.78","$10,010.78","$2,850.00",,,,,,,,,,,"$21,925.30",,"$1,438.53"
1,111316003,Mount Union Area SD,Huntingdon,"$5,910,916.12","$3,741,597.08",,"$5,378.34","$47,537.64",,"$20,106.00",,"$20,106.00",,,,,,"$740,361.58",,"$75,982.83",,,,,,,,,,,,,,,"$615,889.39","$51,989.69",,"$43,568.00",,,,,"$277,637.00",,,,,,,"$30,575.00",,,,,"$206,742.55",,,,,,,,,"$1,773.71",,"$31,671.31"
1,111317503,Southern Huntingdon County SD,Huntingdon,"$5,688,944.62","$3,617,015.74",,"$4,972.04","$27,291.75",,"$14,844.45",,"$14,844.45",,,,,,"$730,820.76",,"$67,627.24",,,,,,,,,,,,,,,"$470,826.67","$104,996.62",,"$59,500.00","$96,382.99","$30,970.00",,"$3,906.00","$265,292.23",,,,,,,"$1,970.00",,,"$4,625.00",,"$65,337.41",,,,,,,,,"$31,799.15","$4,488.12","$71,434.00"
1,128321103,Blairsville-Saltsburg SD,Indiana,"$13,503,221.14","$9,492,624.39",,"$13,009.87","$16,532.25",,"$27,962.70",,"$27,962.70",,"$13,399.01",,,,"$1,800,552.01",,"$118,506.54",,,,,,,,,,,,,,,"$927,050.20","$130,325.62",,"$79,135.91",,"$320,309.00",,"$101,996.28","$274,652.13",,,,,,"$25,012.29","$6,301.04","$37,815.33",,"$2,400.00",,,,,,,,,,,"$62,470.61",,"$25,203.26"
1,128323303,Homer-Center SD,Indiana,"$6,830,832.79","$5,101,269.00",,"$6,631.42",$698.31,,,,,,"$8,315.41",,,,"$1,052,959.35",,"$44,409.51",,,,,,,,,,,,,,,"$305,192.74","$31,831.89",,"$42,071.85",,,,,"$156,527.50",,,,,$530.00,,,$162.49,"$7,429.48",,,,,,,,,,,,"$41,523.69",,"$31,280.15"
1,128323703,Indiana Area SD,Indiana,"$35,187,515.81","$28,080,590.44",,"$33,330.51","$141,435.64",,,,,,,,,,"$3,862,710.13",,"$366,478.91",,,,,,,,,,,,,,,"$1,409,514.18","$96,766.29",,"$93,181.53",,"$320,309.50",,"$1,606.89","$365,930.67",,,,,,,"$9,650.00","$47,539.09",,"$18,710.00",,"$241,244.24",,,"$15,050.00",,,,,,"$24,845.49","$18,214.80","$40,407.50"
1,128325203,Marion Center Area SD,Indiana,"$7,865,437.22","$5,441,514.09",,"$7,477.19","$4,827.96",,,,,,,,,,"$1,562,608.01",,"$67,961.18",,,,,,,,,,,,,,,"$336,861.39","$36,811.77",,"$31,088.61",,,,,"$236,620.38",,,,"$91,000.00",,,"$1,101.00","$3,500.00",,,,"$12,255.94",,,,,,,,"$18,278.00","$6,959.78",,"$6,571.92"
1,128326303,Penns Manor Area SD,Indiana,"$4,986,953.05","$3,218,636.47",,"$4,396.53",$940.44,,"$14,106.00",,"$14,106.00",,,,,,"$785,202.22",,"$28,554.71",,,,,,,,,,,,,,,"$376,040.34","$26,069.00",,"$18,527.00",,,,,"$182,786.43",,,,,,,"$1,385.08","$250,564.76",,,,"$32,885.45",,,,,,,,"$1,810.62","$26,096.10",,"$4,845.90"
1,128327303,Purchase Line SD,Indiana,"$3,539,766.22","$2,035,049.63",,"$3,190.06","$13,402.32",,"$16,459.45",,"$16,439.85",,"$8,413.59",,,,"$745,422.21",,"$30,656.05",,,,,,,,,,,,,,,"$337,187.16","$78,439.11",,"$27,200.50",,,,,"$185,434.22",,,,,,,,"$15,421.58",,$794.00,,"$3,542.52",,,,,,,,,"$18,762.48",,"$3,951.49"
1,128328003,United SD,Indiana,"$6,095,118.71","$4,089,523.92",,"$6,011.14","$9,201.25",,"$19,839.90",,"$19,827.70",$90.00,"$6,100.72",,,,"$1,176,941.81",,"$40,004.89",,,,,,,,,,,,,,,"$385,543.69","$62,439.23",,"$25,185.25",,,,,"$213,551.89",,,,,,,,,,,,,,,,,,,,,"$34,065.79",,"$6,791.53"
1,106330703,Brockway Area SD,Jefferson,"$3,999,630.80","$2,501,473.02",,"$3,188.52","$26,250.15",,"$17,540.30",,"$17,540.30",,"$11,987.07",,,,"$703,838.16","$105,030.20","$46,627.25",,,,,,,,,,,,,,,"$214,552.59","$123,595.71",,"$20,079.35",,,,,"$134,213.35",,,,,,,"$7,200.00","$47,908.81",,"$2,350.00",,,,,,,,,,,,,"$16,256.02"
