Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - IDEA Revenue received as Pass Through 6833,ARRA - WIA Revenue received as Pass Through 6834,ARRA - Title I Revenue Received as Pass Through 6835,ARRA - Race to the Top received as Pass Through 6836,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,111312503,Huntingdon Area SD,Huntingdon,"$13,398,807.29","$8,778,123.93",,"$10,973.19","$74,505.29",,"$36,465.26","$1,260,425.39","$50,287.66",,"$34,632.02",,,,"$1,260,579.89",,"$231,953.77",,,,,,,,,,,,,,,"$947,914.05","$108,396.71",,"$58,659.50",,,,,"$414,563.62",,,,,,,"$14,843.25","$4,636.06","$5,688.00","$6,180.00",,,,,,"$3,254.76",,,,,"$89,946.12",,"$6,778.82"
1,111312804,Juniata Valley SD,Huntingdon,"$4,433,606.67","$2,603,528.63",,"$3,737.83","$36,775.95",,"$12,882.99","$654,849.02","$12,882.99",,,,,,"$514,524.21",,"$52,791.33",,,,,,,,,,,,,,,"$256,749.19","$72,319.22",,"$45,552.88",,,,"$2,415.00","$118,715.98",,,,,,,"$1,781.90","$3,040.68",,$150.00,,"$9,409.62",,,,,,,,,"$31,037.96",$30.68,$430.61
1,111316003,Mount Union Area SD,Huntingdon,"$5,775,482.35","$3,783,501.20",,"$4,796.00","$49,195.79",,"$19,242.80",,"$19,242.80",,,,,,"$760,470.74",,"$82,209.08",,,,,,,,,,,,,,,"$560,195.96","$58,676.84",,"$45,627.00",,,,,"$259,176.99",,,,,,,"$15,595.00",,"-$53,302.41","$1,000.00",,"$106,520.78",,,,,,,,,"$57,927.37",,"$5,406.41"
1,111317503,Southern Huntingdon County SD,Huntingdon,"$5,653,285.00","$3,718,445.00",,"$4,587.00","$27,292.00",,"$14,383.00",,"$14,383.00",,,,,,"$700,317.00",,"$86,974.00",,,,,,,,,,,,,,,"$492,077.00","$104,316.00",,"$43,041.00","$58,385.00","$4,347.00",,,"$232,315.00",,,,,,,"$1,875.00",,,"$5,000.00",,"$49,845.00",,,,,,,,,"$63,880.00","$4,360.00","$27,463.00"
1,128321103,Blairsville-Saltsburg SD,Indiana,"$13,876,050.18","$9,762,887.31",,"$11,654.20","$11,273.72",,"$27,124.80",,"$27,124.80",,"$24,340.26",,,,"$1,962,719.81",,"$104,205.84",,,,,,,,,,,,,,,"$1,012,145.99","$109,992.12",,"$58,624.89",,"$330,050.00",,"$17,300.49","$288,098.34",,,,,,,"$3,506.98","$62,137.21",,"$6,860.00",,,,,,,,,,,"$41,896.15","$8,089.65","$6,017.62"
1,128323303,Homer-Center SD,Indiana,"$6,867,115.22","$5,073,560.11",,"$5,990.02",$698.31,,,,,,"$8,861.95",,,,"$1,096,815.80",,"$44,747.76",,,,,,,,,,,,,,,"$280,157.13","$94,561.98",,"$26,040.84",,,,,"$147,836.28",,,,,,,,,,,,,,,,,,,,,,,"$87,845.04"
1,128323703,Indiana Area SD,Indiana,"$35,012,119.23","$27,791,887.22",,"$31,013.43","$141,435.63",,,,,,,,,,"$3,924,237.75",,"$351,792.89",,,,,,,,,,,,,,,"$1,306,235.63","$259,379.21",,"$67,614.63",,"$330,050.00",,,"$411,376.38",,,,,"$3,792.61","$8,334.00","$12,065.00","$25,824.75",,"$20,800.00",,"$240,937.32",,,"$9,006.00",,,,,,"$28,801.74","$14,499.00","$33,036.04"
1,128325203,Marion Center Area SD,Indiana,"$7,840,744.49","$5,454,129.49",,"$6,814.92","$4,827.96",,,,,,,,,,"$1,624,087.83",,"$51,758.66",,,,,,,,,,,,,,,"$318,041.81","$60,794.08",,"$24,261.25",,,,,"$270,663.31",,,,,,,$696.00,"$3,500.00",,,,,,,,,,,,"$12,555.00","$5,472.83",,"$3,141.35"
1,128326303,Penns Manor Area SD,Indiana,"$5,321,983.84","$3,431,737.64",,"$3,994.89",$950.74,,"$13,969.70",,"$13,969.70",,,,,,"$810,987.06",,"$49,115.03",,,,,,,,,,,,,,,"$428,611.25","$35,436.06",,"$20,002.00",,"$22,599.39",,"$1,483.38","$170,990.50",,,,,"$5,972.13",,"$1,811.68","$115,781.47",,,,"$68,879.86",,,,,,,,"$3,071.98","$93,885.33",,"$28,734.05"
1,128327303,Purchase Line SD,Indiana,"$3,876,406.26","$2,129,177.48",,"$3,006.22","$13,402.32",,"$16,354.50",,"$16,354.50",,"$6,841.37",,,,"$782,639.46",,"$40,771.47",,,,,,,,,,,,,,,"$307,215.31","$117,465.47",,"$20,156.00",,"$165,025.00",,,"$186,153.36",,,,,,,,"$10,634.42",,,,"$35,736.78",,,,,,,,,"$19,689.54",,"$5,783.06"
1,128328003,United SD,Indiana,"$6,364,436.04","$4,079,584.90",,"$5,277.83","$9,201.25",,"$19,627.10",,"$19,627.10",$75.00,"$5,856.00",,,,"$1,204,447.17",,"$83,890.38",,,,,,,,,,,,,,,"$429,853.95","$105,915.30",,"$19,524.35",,,,,"$197,795.00",,,,,,,,,,,,,,,,,,,,,"$142,269.76",,"$41,490.95"
1,106330703,Brockway Area SD,Jefferson,"$4,590,445.52","$2,843,594.22",,"$3,328.46","$26,250.15",,"$17,632.10",,"$16,418.10",,"$12,024.79",,,,"$728,632.39","$204,093.71","$64,268.25",,,,,,,,,,,,,,,"$266,960.56","$160,409.34",,"$17,306.24",,,,,"$150,232.28",,,,,,,"$7,200.00","$53,334.83",,,,,,,,,,,,,$360.00,,"$18,400.10"
1,106330803,Brookville Area SD,Jefferson,"$9,576,308.84","$6,638,566.83",,"$7,926.10","$27,339.13",,,,,,"$32,094.57",,,,"$1,061,932.68","$253,049.59","$107,274.13",,,,,,,,,,,,,,,"$878,356.77","$209,538.09",,"$45,313.32",,,,,"$265,397.35",,,,,,,"$12,990.00","$16,426.83",,"$5,575.00",,"$9,634.87",,,,,,,,,$773.19,,"$4,120.39"
1,106338003,Punxsutawney Area SD,Jefferson,"$12,350,322.90","$7,635,771.02",,"$9,931.17","$23,802.18",,"$50,882.90",,"$50,892.70",,,,,,"$1,796,074.19","$467,587.20","$158,864.99",,,,,,,,,,,,,,,"$963,716.65","$370,271.53",,"$36,070.00",,,,,"$469,943.49",,,,,"$15,966.35",,"$7,886.70",,,"$5,620.00",,,,,,,,,,,"$179,412.31",,"$107,629.52"
1,111343603,Juniata County SD,Juniata,"$18,254,417.19","$13,880,565.37","$20,851.70","$15,579.00","$47,902.27",,"$65,491.70",,"$65,491.70","$130,913.60",,,,,"$2,331,115.42",,"$294,885.21","$2,256.25",,,,,,,,,,,,,,"$629,623.54","$115,256.78",,"$56,581.83",,,,,"$539,162.80",,,,,,,"$5,000.00","$3,746.46",$60.00,"$1,245.00",,,,,,,,,,,,,"$48,688.56"
1,119350303,Abington Heights SD,Lackawanna,"$33,381,184.92","$26,327,490.28",,"$29,124.89","$19,049.79",,,,,,"$54,452.11",,,,"$4,257,529.85",,"$525,225.19",,,,,,,,,,,,,,,"$1,122,394.75","$417,647.23",,"$60,002.34",,,,"$1,430.18","$482,666.33",,,,,,,"$24,990.00",,,"$2,610.00",,,,,,,,,,"$12,452.00",,,"$44,119.98"
1,119351303,Carbondale Area SD,Lackawanna,"$9,131,346.45","$5,742,958.42",,"$6,392.74","$62,573.38",,,,,"$5,021.59",,,,,"$921,503.56",,"$66,524.66",,,,,,,,,,,,,,,"$505,684.49","$64,491.06",,"$20,563.00","$410,946.00",,,,"$403,255.00",,,,,,,,,,,,,,,,,,,,,"$900,809.78",,"$20,622.77"
1,119352203,Dunmore SD,Lackawanna,"$13,544,075.60","$10,097,353.41",,"$10,890.66","$15,194.43",,,,,"$37,097.39",,,,,"$1,749,872.75",,"$141,098.15",,,,,,,,,,,,,,,"$948,494.44","$91,487.61",,"$65,495.60",,,,,"$258,332.00",,,,,,,,"$97,382.97",,,,"$27,430.00",,,,,,,,,"$3,946.19",,
1,119354603,Lakeland SD,Lackawanna,"$12,795,018.31","$9,572,327.01",,"$10,458.01","$4,593.23",,,,,,"$14,124.04",,,,"$1,480,179.41",,"$165,492.07",,,,,,,,,,,,,,,"$882,599.82","$106,173.75",,"$29,506.53",,,,"$29,386.91","$224,626.23",,,,,,,"$11,000.00","$21,250.00",,,,,,,,,,,,,"$238,187.94",,"$5,113.36"
1,119355503,Mid Valley SD,Lackawanna,"$19,397,710.64","$15,106,308.80",,"$15,368.80",$0.00,,,,,,"$49,994.57",,,,"$1,724,854.47",,"$445,377.35",,,,,,,,,,,,,,,"$749,460.88","$121,958.30",,"$23,073.60",,,,$988.28,"$330,074.80",,,,,,,"$19,425.00","$34,700.00",,,,,,,,,"$25,373.00",,,,"$693,201.17",,"$57,551.62"
1,119356503,North Pocono SD,Lackawanna,"$35,109,655.52","$28,982,539.44",,"$29,128.40","$51,562.57",,,,,,,,,,"$2,811,063.27",,"$436,783.02",,,,,,,,,,,,,,,"$1,766,852.75","$176,975.04",,,,,,,"$517,171.00",,,,,,,,,,,,"$172,671.80",,,,,,,,,"$76,876.42",,"$88,031.81"
1,119356603,Old Forge SD,Lackawanna,"$7,880,161.00","$5,854,845.41",,"$6,622.98","$11,337.53",,,,,,"$10,083.61",,,,"$1,012,214.39",,"$66,776.49",,,,,,,,,,,,,,,"$512,635.56","$12,616.77",,"$28,469.00",,,,,"$176,489.00",,,,,,,"$1,980.11","$32,400.00",,,,,,,,,,,,,"$143,862.66",,"$9,827.49"
1,119357003,Riverside SD,Lackawanna,"$16,143,891.00","$13,567,412.00",,"$13,833.00","$19,000.00",,,,,,"$47,004.00",,,,"$1,470,600.00",,"$165,158.00",,,,,"$88,144.00",,,,,,,,,,"$333,372.00","$18,911.00",,,,,,,"$255,618.00",,,,,,,,"$102,100.00",,,,,,,,,,,,$459.00,$275.00,,"$62,005.00"
1,119357402,Scranton SD,Lackawanna,"$70,278,401.78","$41,275,936.98",,"$57,592.31","$65,914.43",,,,,"$164,528.33",,,,,"$11,398,170.16",,"$603,056.45",,"$4,984,717.63",,"$1,324,091.51",,,,,,,,,,,"$5,810,280.59","$239,758.00",,,,,,,"$2,187,564.41",,,,,,,"$84,833.87",,,"$105,772.15",,"$737,876.00",,,,,,,,,"$143,174.11",,"$1,095,134.85"
1,119358403,Valley View SD,Lackawanna,"$19,301,558.00","$14,209,761.00",,"$13,716.00","$222,146.00",,,,,"$38,030.00",,,,,"$2,236,779.00",,"$217,322.00",,,,,,,,,,,,,,,"$961,463.00","$73,342.00",,"$72,978.00",,,,,"$378,320.00",,,,,,,"$2,500.00","$35,510.00",,"$8,200.00",,"$281,178.00",,,,,,,,,"$542,564.00","$5,158.00","$2,591.00"
1,113361303,Cocalico SD,Lancaster,"$40,556,463.55","$34,158,390.80","$302,666.22","$33,993.55",$478.49,,,,,,,,,,"$3,401,285.29",,"$576,251.62",,,,,,,,,,,,,,,"$490,290.20","$538,302.41",,"$70,724.46","$47,029.35","$134,453.33",,"$48,453.10","$672,831.00",,,,,,,"$20,821.51",$88.39,,"$7,600.00",,,,,,,,,,,"$17,615.51",,"$35,188.32"
1,113361503,Columbia Borough SD,Lancaster,"$12,390,400.48","$9,879,696.01","$42,113.39","$10,256.05","$21,052.89",,,,,,"$12,473.83",,,,"$968,540.67",,"$174,939.63",,,,,,,,,,,,,,,"$597,690.46","$110,549.38",,"$32,798.36",,,,,"$402,255.00",,,,,"$55,207.38",,"$21,442.29","$25,416.16",,,,,,,,,,,,,$112.04,,"$35,856.94"
1,113361703,Conestoga Valley SD,Lancaster,"$54,288,600.87","$45,363,641.93","$346,018.73","$45,319.43",,,,,,,"$267,035.01",,,,"$4,607,015.77",,"$684,486.14","$329,589.75",,,,,,,,,,,,,,"$585,850.59","$452,120.38",,"$89,794.50",,,,,"$736,288.00",,,,,"$110,892.72",,"$17,181.72","$136,667.53","$24,587.50","$1,325.00",,"$4,859.13",$45.00,,,"$27,034.06",,,,,"$112,933.28",$789.28,"$345,125.42"
1,113362203,Donegal SD,Lancaster,"$34,254,842.79","$28,513,621.38","$98,976.64","$28,731.85",,,,,,,"$38,768.89",,,,"$3,081,210.49",,"$564,814.47",,,,,,,,,,,,,,,"$526,846.52","$377,224.46",,"$35,332.00",,,,"$20,803.00","$600,252.00",,,,,"$92,017.76",,"$3,842.07","$51,000.00",,,,"$39,789.58",,,,,,,,,"$52,054.45","$22,027.65","$107,529.58"
1,113362303,Eastern Lancaster County SD,Lancaster,"$43,272,749.79","$33,237,177.57","$242,504.30","$33,660.11","$191,502.87",,,,,,"$162,556.29",,,,"$4,014,701.16",,"$737,519.30",,,,,,,,,,,,,,,"$605,982.37","$369,100.33",,"$98,929.73",,,,"$3,015.77","$541,748.00",,,,,"$19,029.76",,"$42,382.35","$12,290.82",,"$8,191.00",,"$2,551,818.48",,,,"$18,051.29","$297,051.72",,,,"$14,483.26",,"$71,053.31"
1,113362403,Elizabethtown Area SD,Lancaster,"$44,214,259.53","$35,649,825.45","$305,703.53","$35,059.00","$968,698.00",,,,,,,,,,"$4,152,054.75",,"$626,341.70",,,,,,,,,,,,,,,"$605,066.67","$425,732.41",,"$110,841.33",,$500.00,,"$102,404.61","$679,111.00",,,,,,"$109,066.59","$15,522.01","$21,895.52",,,,"$207,778.49",,,,,,,,,"$46,099.00",,"$152,559.47"
1,113362603,Ephrata Area SD,Lancaster,"$48,205,342.42","$40,207,008.33","$200,560.51","$40,530.10","$123,181.39",,"$89,027.14",,"$89,027.13",,,,,,"$4,208,435.94",,"$742,246.44",,,,,,,,,,,,,,,"$668,741.50","$552,649.14",,"$47,186.00",,,,"$44,167.46","$889,613.00",,,,,,,"$31,684.93","$56,629.44",,"$28,610.00",,"$12,637.14",,,,"$28,243.45",,,,"$21,110.40","$53,055.92",,"$70,997.06"
1,113363103,Hempfield SD,Lancaster,"$89,890,281.93","$75,622,500.40","$534,769.67","$75,138.04","$40,000.00",,,,,,,,,,"$7,706,409.03",,"$1,197,005.93",,,,,,,,,,,,,,,"$1,062,872.74","$724,299.57",,"$216,850.88",,,,,"$1,414,632.00",,,,,"$94,687.05","$63,906.50","$75,361.00","$69,585.77",,"$38,850.00",,"$3,118.58",,,"$25,099.89","$521,956.44",,"$20,000.00",,,"$157,082.12","$14,616.89","$211,539.43"
1,113363603,Lampeter-Strasburg SD,Lancaster,"$41,100,592.45","$35,451,515.71","$212,303.17","$35,038.52",,,,,,,,,,,"$3,216,107.64",,"$526,064.60",,,,,,,,,,,,,,,"$449,621.91","$328,059.36",,"$107,230.42",,,,,"$472,366.00",,,,,,"$110,057.35","$89,902.69",,"$35,946.77","$3,600.00",,,,,,,,,,,,,"$62,778.31"
1,113364002,Lancaster SD,Lancaster,"$92,019,596.00","$69,935,513.00","$439,417.00","$72,644.00","$1,630,311.00",,,,,,"$225,972.00",,,,"$7,719,169.00",,"$1,819,520.00",,,,,,,,,,,,,,,"$2,748,223.00","$954,938.00",,"$64,014.00",,,,"$26,393.00","$2,274,157.00",,,,,"$288,093.00",,"$632,059.00","$411,127.00",$591.00,"$21,447.00",,"$1,820,307.00",,,,,,,,,"$578,195.00","$27,106.00","$330,400.00"
1,113364403,Manheim Central SD,Lancaster,"$39,414,254.74","$32,402,641.90","$377,115.80","$32,527.83","$2,985.20",,,,,,,,,,"$3,632,517.50",,"$602,590.72",,,,,,,,,,,,,,,"$404,289.93","$512,383.29",,"$89,549.55",,,,,"$521,562.00",,,,,"$75,628.03",,"$13,230.00",,,,,"$166,638.80",,,,,,,,,"$33,256.27",,"$547,337.92"
1,113364503,Manheim Township SD,Lancaster,"$78,558,805.08","$64,836,389.63","$546,809.38","$64,856.58","$254,088.21",,,,,,"$273,949.15",,,,"$7,886,736.53",,"$1,249,055.66",,,,,,,,,,,,,,,"$328,173.10","$675,547.63",,"$129,703.55",,,,,"$863,763.00",,,,,"$64,546.41",,"$651,597.17","$181,336.02",,"$86,725.00",,"$80,521.23",,,,"$28,755.02",,,,,"$204,298.85",,"$151,952.96"
1,113365203,Penn Manor SD,Lancaster,"$61,410,849.90","$50,401,461.33","$373,818.29","$48,725.51","$254,592.36",,,,,,,,,,"$5,471,293.85",,"$1,308,461.89",,,,,,,,,,,,,,,"$850,053.01","$620,172.97",,"$52,853.00",,,,"$75,404.84","$1,042,112.09",,,,,"$59,116.90",,"$52,905.87","$4,514.77",,"$3,300.00",,"$98,899.69",,,,,,,,,,,"$693,163.53"
