Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - IDEA Revenue received as Pass Through 6833,ARRA - WIA Revenue received as Pass Through 6834,ARRA - Title I Revenue Received as Pass Through 6835,ARRA - Race to the Top Revenue Received as Pass Through 6836,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,125231232,Chester-Upland SD,Delaware,"$21,139,460.25","$17,096,396.20",,"$21,112.60",,,,,,,,,,,,,"$795,449.02",,,,,,,,,,,,,,,"$2,221,728.54",,,"$12,042.00",,,,"$199,244.00","$665,620.00",,,,,,,"$4,332.52","$15,700.00",,,,,,,$174.72,$82.44,,,,,"$91,400.83",,"$16,177.38"
1,125231303,Chichester SD,Delaware,"$46,036,320.83","$41,560,196.38","$84,460.25","$49,628.16","$218,092.29",,,,,,,,,,,,"$390,917.08",,,,,,,,,,,,,,,"$1,995,313.23","$130,119.07",,"$23,362.53",,,,"$608,403.00","$2,878.00",,,,,,,"$13,775.00","$7,261.12",,"$14,745.00",,,,,,,,,,"$24,189.50","$125,536.39","$18,699.49","$768,744.34"
1,125234103,Garnet Valley SD,Delaware,"$81,298,269.32","$73,753,984.36","$1,716,547.61","$81,277.69",,,,,,,,,,,,,"$1,370,490.78",,,,,,,,,,,,,,,"$1,753,556.97","$191,305.24",,"$40,971.00","$1,038,185.00",,,,"$911,895.00",,,,,,,,,,,,"$180,221.15",,,,,,,,"$68,060.00","$156,524.57",,"$35,249.95"
1,125234502,Haverford Township SD,Delaware,"$93,508,119.19","$88,951,370.82","$311,966.88","$96,931.19",,,,,,,,,,,,,"$1,661,448.63",,,,,,,,,,,,,,,"$1,955,585.16","$148,322.49",,"$50,180.45",,,,,,,,,,,,"$147,012.46",,,"$37,817.80",,"$15,830.50",,,,,,,,,"$98,173.51",,"$33,479.30"
1,125235103,Interboro SD,Delaware,"$40,340,361.02","$36,372,914.37","$40,148.18","$41,933.19","$209,841.00","$5,511.00",,,,,,,,,,,"$254,909.65",,,,,"$591,334.47",,,,,,,,,,"$976,252.25","$18,690.30",,"$58,170.86",,,,,"$644,904.00",,,,,,,"$4,625.00",,,"$23,090.00",,,,,"$8,930.10",,,,,,"$314,925.44","$4,451.39","$769,729.82"
1,125235502,Marple Newtown SD,Delaware,"$67,075,409.01","$61,228,201.31","$808,251.95","$66,793.35","$23,429.53",,,,,,,,,,,,"$1,862,495.45",,,,,,,,,,,,,,,"$1,060,501.40","$165,332.12",,"$141,537.00",,,,,"$596,872.00",,,,,,,"$150,829.92","$53,297.67",,,,"$601,432.70",,,,,,,,,"$211,445.22","$32,948.00","$72,041.39"
1,125236903,Penn-Delco SD,Delaware,"$40,858,909.91","$34,706,853.72","$175,274.53","$41,866.55",,,,,,,,,,,"$3,382,783.29",,"$649,899.34",,,,,,,,,,,,,,,"$919,822.55","$121,592.42",,"$25,419.00",,,,"$3,099.00","$560,519.55",,,,,,,"$38,713.50","$7,650.00",,"$12,890.00","$10,063.53",,,,"$16,144.46",,,,,"$56,578.05","$5,202.54",,"$124,537.88"
1,125237603,Radnor Township SD,Delaware,"$77,345,414.00","$70,490,026.67","$567,415.09","$78,020.28","$206,945.51",,,,,,"$101,206.96",,,,,,"$1,721,061.23",,,,,,,,,,,,,,,"$779,276.55","$181,890.04",,"$27,258.00",,,,,"$474,619.00",,,,,,,"$170,690.28","$80,851.20",,,,"$2,307,298.18",,,,,,,,,"$1,567.42",,"$157,287.59"
1,125237702,Ridley SD,Delaware,"$72,568,253.71","$66,870,619.58","$111,905.61","$76,823.19","$6,756.02",,,,,,,,,,,,"$866,560.63",,,,,,,,,,,,,,,"$2,277,360.97","$105,481.20",,,,,,,"$1,104,104.00",,,,,,,"$107,104.18",,,"$17,753.00",,,,,,,,,,,,,"$1,023,785.33"
1,125237903,Rose Tree Media SD,Delaware,"$73,946,696.88","$66,601,522.32","$244,616.24","$75,507.50","$2,951.19",,"$78,529.21",,"$78,529.21",,"$183,255.43",,,,,,"$1,184,015.81",,,,,,,,,,,,,,,"$1,317,145.40","$174,395.70",,"$71,086.10",,"$61,204.75",,,"$546,689.00",,,,$773.00,,,"$103,471.00","$26,819.62","$62,267.59","$96,488.75",,,,,"$1,469,479.95",,,,,"$14,130.00","$234,158.29",,"$1,319,660.82"
1,125238402,Southeast Delco SD,Delaware,"$38,470,256.00","$34,033,694.00",,"$39,257.00",,,,,,,,,,,,,"$311,606.00",,,,,,,,,,,,,,,"$2,794,236.00","$276,193.00",,"$15,321.00",,,,,"$778,250.00",,,,,,,"$28,815.00","$17,236.00",,"$9,875.00",,,,,,,,,,,"$128,190.00",,"$37,583.00"
1,125238502,Springfield SD,Delaware,"$57,259,219.00","$53,372,901.00","$45,291.00","$59,592.00","$46,083.00",,,,,,,,,,,,"$634,416.00",,,,"$882,127.00",,,,,,,,,,,"$995,482.00","$202,533.00",,,,,,,"$616,728.00",,,,,,,,,,,,,,,,,,,,,"$37,665.00",,"$366,401.00"
1,125239452,Upper Darby SD,Delaware,"$103,271,650.85","$90,630,139.10","$71,819.15","$107,406.08",,,,,,,,,,,,,"$2,467,349.06",,,,,,,,,,,,,,,"$5,736,004.75","$273,143.06",,"$31,639.00",,,,"$17,037.95","$1,901,640.00",,,,,,,"$29,000.00","$64,548.58",,"$87,363.00",,"$40,548.26",,,,,,,,"$1,496,360.65",,,"$317,652.21"
1,125239603,Wallingford-Swarthmore SD,Delaware,"$61,052,325.74","$56,324,818.09","$573,168.90","$61,369.64",,,"$52,305.42",,"$52,366.75",,,,,,,,"$773,998.71",,,,,,,,,,,,,,,"$1,264,907.58","$197,302.92",,"$74,118.00",,,,,"$567,992.00",,,,,,,"$170,264.11",,,"$63,241.00",,"$384,783.06",,,,,,,,,"$303,636.56",,"$188,053.00"
1,125239652,William Penn SD,Delaware,"$47,477,546.73","$41,615,549.87",,"$50,333.00",,,,,,,,,,,,,"$472,155.81",,,,,,,,,,,,,,,"$4,337,674.62","$42,621.93",,,,,,,"$900,058.00",,,,,,,"$25,780.00",,,"$10,935.34",,,,,,,,,,,,,"$22,438.16"
1,109243503,Johnsonburg Area SD,Elk,"$2,701,159.29","$1,630,619.72",,"$2,631.93","$32,748.56",,"$13,184.00",,"$13,184.00",,,,,,"$430,320.46","$177,660.01","$35,214.73",,,,,"$13,707.31",,,,,,,,,,"$133,743.64","$3,036.84",,,,,"$42,118.00",,"$47,587.00",,,,,"$25,735.22",,,"$58,343.00",,,,,,,,,,,,"$13,774.00",,,"$27,550.87"
1,109246003,Ridgway Area SD,Elk,"$5,173,906.47","$3,065,725.21",,"$5,049.26","$79,194.52","$51,198.29","$17,681.08",,"$17,681.05",,"$17,238.45",,,,"$662,340.33","$245,832.28","$36,559.01",,,,,,,,,,,,,,,"$446,870.13","$12,387.65",,"$24,586.88",,,,"$244,278.51","$49,444.00",,,,,"$72,766.00",,"$16,943.97",-$307.14,$300.00,,,,,,,,,,,,,,"$108,136.99"
1,109248003,Saint Marys Area SD,Elk,"$14,780,802.78","$9,602,567.69","$6,084.31","$15,813.04","$106,289.62",,"$30,530.00",,"$30,530.00",,"$59,020.64",,,,"$2,094,600.08","$1,167,497.90","$186,809.63",,,,,,,,,,,,,,,"$923,716.74","$42,404.42",,"$50,074.03",,,,,"$362,219.43",,,,,,,"$8,787.30","$64,783.22",,"$1,300.00",,,,,$920.00,,,,,"$24,255.00",,,"$2,599.73"
1,105251453,Corry Area SD,Erie,"$8,652,381.83","$5,796,898.30",,"$9,466.15","$7,682.85",,"$28,096.70",,"$28,096.70",,,,,,"$1,012,346.47",,"$86,240.34",,,,,,,,,,,,,,,"$686,169.44","$2,750.81",,"$29,848.10",,,"$4,000.00","$533,807.30","$4,420.00",,,,,,,"$14,583.59",,,,$15.00,"$77,139.36",,,,,,,,,"$250,071.71","$8,951.55","$71,797.46"
1,105252602,Erie City SD,Erie,"$59,485,732.00","$39,126,514.00",,"$59,526.00","$1,511,972.00",,,,,,"$251,814.00",,,,"$6,944,883.00",,"$659,588.00",,,,,,,,,,,,,,,"$4,464,148.00",,,"$21,040.00","$293,921.00",,"$117,451.00","$21,940.00","$2,885,627.00",,,,"$56,250.00","$616,773.00",,"$75,454.00","$1,130,461.00","$434,490.00",,"$77,400.00","$350,908.00",,,,,,,,"$3,730.00","$83,676.00","$6,108.00","$292,058.00"
1,105253303,Fairview SD,Erie,"$17,825,238.00","$14,872,357.00","$66,636.00","$18,566.00",,,,,,,"$24,575.00",,,,"$1,721,791.00",,"$273,752.00",,,,,,,,,,,,,,,"$395,041.00","$43,185.00",,"$48,870.00",,,,,"$223,545.00",,,,,,,"$12,974.00","$69,163.00","$34,265.00","$2,640.00",,,,,,,,,,,"$9,595.00",,"$8,283.00"
1,105253553,Fort LeBoeuf SD,Erie,"$17,686,853.02","$14,409,865.40","$92,942.43","$17,992.36","$2,473.13",,"$32,294.50",,"$32,294.60",,"$70,006.20",,,,"$1,505,207.72",,"$226,052.52",,,,,,,,,,,,,,,"$573,475.19","$56,702.63",,"$37,411.52",,,,,"$455,374.72",,,,,"$6,669.51",,"$3,112.10","$19,745.92","$14,256.00",,,"$11,630.56",,,,,,,,,"$101,361.14","$2,476.59","$15,508.28"
1,105253903,General McLane SD,Erie,"$14,326,367.00","$10,856,670.00","$54,777.00","$14,385.00","$33,597.00",,,,,,"$31,181.00",,,,"$1,701,100.00",,"$230,871.00",,,,,,,,,,,,,,,"$454,416.00","$93,891.00",,"$37,822.00",,,,,"$389,392.00",,,,,,,"$68,325.00",,"$90,184.00",,,"$211,031.00",,,,,,,,,"$31,679.00",,"$27,046.00"
1,105254053,Girard SD,Erie,"$9,721,341.23","$7,444,205.14","$36,860.27","$9,553.40","$27,469.65",,"$30,099.30",,"$30,099.30","$40,680.20","$13,782.57",,,,"$1,000,423.01",,"$95,330.46",,,,,,,,,,,,,,,"$366,767.63","$35,200.36",,"$24,764.94",,,"$1,768.00",,"$330,226.69",,,,,,,"$50,026.41",,"$3,500.00","$4,320.00",,"$96,516.56",,,,,,,,,"$41,697.77",,"$38,049.57"
1,105254353,Harbor Creek SD,Erie,"$17,169,344.84","$13,982,554.80","$11,776.63","$17,475.38","$117,523.17",,,,,,"$39,533.27",,,,"$1,707,962.49",,"$234,666.67",,,,,,,,,,,,,,,"$450,395.02","$43,544.98",,"$40,357.00",,,,"$12,507.22","$368,102.15",,,,,,,"$18,455.50",,,,,"$89,372.53",,,,,,,,,"$28,694.61",,"$6,423.42"
1,105256553,Iroquois SD,Erie,"$6,043,464.19","$4,535,979.06",,"$5,778.13",,,"$8,762.40",,"$17,524.80",,"$23,167.39",,,,"$601,922.45",,,,,,,,,,,,,,,,,"$269,949.82","$27,620.72",,"$19,078.00",,,"$95,299.17","$4,000.00","$255,502.16",,,,,,,"$4,470.00",,"$111,316.63","$1,675.00",,,,,,,,,,"$10,000.00","$14,706.25",,"$36,712.21"
1,105257602,Millcreek Township SD,Erie,"$64,763,253.87","$50,393,955.78","$302,994.33","$64,439.73","$173,963.55",,,,,,"$135,686.09",,"$4,300.00",,"$7,263,586.32",,"$792,110.88",,,,,,,,,,,,,,,"$2,048,325.72","$25,302.10",,"$423,666.61",,,,,"$1,346,693.86",,,,,"$196,237.79",,"$96,426.67","$69,048.94","$18,594.50","$12,984.60","$6,300.01","$1,137,888.15",,,,,,,"$77,777.00",,"$55,300.22","$10,230.97","$107,440.05"
1,105258303,North East SD,Erie,"$9,337,334.59","$7,396,327.79",,"$9,777.79",,,,,,,,,,,"$1,036,286.86",,"$112,699.82",,,,,,,,,,,,,,,"$391,820.32","$49,593.35",,"$27,560.00",,,"$8,400.00","$4,000.00","$246,632.51",,,,,,,$960.00,,"$38,448.37","$3,615.00",,,,,,,,,,,,,"$11,212.78"
1,105258503,Northwestern  SD,Erie,"$5,744,423.00","$3,806,176.83","$13,024.35","$5,386.44","$7,672.53",,,,,,,,,,"$813,040.12",,"$76,753.28",,,,,,,,,,,,,,,"$301,627.46","$81,775.55",,"$51,525.50",,,,,"$342,489.95",,,,,,,"$60,605.01","$10,600.00","$131,627.62",,,,,,,,,,,,,,"$42,118.36"
1,105259103,Union City Area SD,Erie,"$3,818,765.16","$2,260,956.18","$6,438.96","$3,455.86",$913.92,,"$13,357.80",,"$13,357.80",,,,,,"$478,421.60",,"$36,993.28",,,,,,,,,,,,,,,"$411,759.47","$30,997.91",,"$24,436.00",,,,,"$188,193.70",,,"$84,853.44",,,,"$2,142.00",,"$21,724.05",,,,,,"$2,950.00",,,,"$58,267.68","$7,864.59","$44,814.60",,"$126,866.32"
1,105259703,Wattsburg Area SD,Erie,"$11,672,239.76","$9,175,686.58","$17,440.43","$11,482.20","$7,006.47","$9,804.38","$28,310.04",,"$28,310.06",,"$13,549.57",,,,"$1,100,638.71",,"$99,191.47",,,,,,,,,,,,,,,"$429,140.85","$11,645.81",,"$30,558.75",,,,,"$334,204.69",,,,,,,"$16,351.61",,"$328,640.66",,,,,,,,,,,,"$29,500.28",,$777.20
1,101260303,Albert Gallatin Area SD,Fayette,"$12,797,079.96","$8,200,237.62",,"$11,464.78","$10,787.56",,"$29,269.50",,"$29,269.50",,"$29,446.96",,,,"$1,842,749.84",,"$152,467.36",,,,,,,,,,,,,,,"$1,128,565.95","$31,415.00",,"$52,825.82",,,,,"$945,240.82",,,,,"$64,890.84",,"$18,044.97","$65,820.24","$2,900.00",,,,,,,,,,,,"$162,070.94",,"$19,612.26"
1,101260803,Brownsville Area SD,Fayette,"$6,816,893.67","$4,531,142.21",,"$6,644.01","$11,677.52",,"$20,964.45",,"$20,964.45",,"$17,162.73",,,,"$842,359.43",,"$72,024.73",,,,,,,,,,,,,,,"$797,059.94","$15,109.68",,"$34,725.40",,,,,"$262,618.00",,,,,,,"$9,074.13","$50,687.02",,,,,,,,,,,,,"$93,249.15","$7,503.10","$23,927.72"
1,101261302,Connellsville Area SD,Fayette,"$19,951,410.59","$13,361,424.75",,"$18,015.78","$46,795.33",,,,,,,,,,"$2,802,726.44",,"$207,269.57",,,,,,,,,,,,,,,"$1,412,961.08","$23,137.99",,"$95,736.00",,,,"$112,604.86","$1,062,911.98",,,,,,,"$64,358.09","$224,608.75","$313,073.28","$15,240.01",,,,,,,,,,,"$137,560.06","$6,754.38","$46,232.24"
1,101262903,Frazier SD,Fayette,"$5,903,271.78","$4,384,731.90",,"$5,659.48","$6,176.52",,"$17,245.40",,"$17,245.40",,"$6,119.48",,,,"$785,752.57",,"$42,885.75",,,,,,,,,,,,,,,"$381,779.85","$9,431.26",,"$21,688.67",$804.05,,,,"$177,045.00",,,,,,,,,,,,"$3,295.74",,,,,,,,,"$5,873.34",,"$37,537.37"
1,101264003,Laurel Highlands SD,Fayette,"$21,656,703.57","$16,012,285.40",,"$20,878.85","$23,262.49",,"$12,126.75",,"$12,126.75",,"$82,880.89",,"$18,539.00",,"$2,105,059.89",,"$292,487.28",,,,"$592,781.00",,,,,,,,,,,"$1,361,469.45","$2,568.65",,"$62,203.82",,,"$19,438.69",,"$600,453.00",,,,,,,"$11,504.61","$79,749.68",,,,"$27,005.14",,,"$14,810.00",,,,,,"$236,075.69",,"$68,996.54"
1,101268003,Uniontown Area SD,Fayette,"$16,109,435.90","$10,742,688.77",,"$15,964.61","$43,944.15",,"$33,923.70",,"$42,156.64",,"$65,032.20",,,,"$1,453,769.91",,"$287,760.08","$136,531.19",,,"$370,531.87",,,,,,,,,,,"$1,755,236.57","$46,131.06",,"$24,853.50","$13,241.97",,,,"$656,210.00",,,,,"$176,601.60",,"$57,420.08","$12,000.00",,"$1,650.00",,"$32,769.01",,,,,,,,,"$137,169.53",,"$3,849.46"
1,106272003,Forest Area SD,Forest,"$6,736,902.73","$5,059,727.68",,"$6,011.23","$15,389.31","$233,031.12",,,,,"$12,843.70",,,,"$347,252.59",,"$176,853.97",,,,,,,,,,,,,,,"$520,352.75","$15,370.26",,"$6,440.05",,,,$524.00,"$82,235.00",,,,,,,,"$27,814.92","$26,685.02",,,"$21,330.40",,,"$2,936.35",,,,,"$2,457.84","$163,677.99",,"$15,968.55"
1,112281302,Chambersburg Area SD,Franklin,"$81,536,873.00","$58,585,699.00","$315,365.00","$81,480.00","$88,200.00",,,"$9,872,134.00",,,"$272,734.00",,,,"$7,051,523.00",,"$1,534,008.00",,,,,,,,,,,,,,,"$1,189,796.00","$33,230.00",,"$110,780.00",,,"$48,188.00",,"$1,472,741.00",,,,,,,"$57,363.00","$33,777.00",,,,"$318,898.00",,,,,"$10,411.00",,,,"$48,305.00",,"$412,241.00"
1,112282004,Fannett-Metal SD,Franklin,"$3,335,542.57","$2,543,764.47","$12,316.40","$3,414.73","$9,433.14",,"$13,277.10",,"$13,277.10",,,,,,"$375,401.80",,"$51,575.71",,,,,,,,,,,,,,,"$138,485.49","$10,459.12",,"$26,069.80",,,,,"$87,051.00",,,,,"$8,611.30",,"$5,500.00","$31,837.09",$180.00,,,,,,,,,,,,$201.06,,"$4,687.26"
1,112283003,Greencastle-Antrim SD,Franklin,"$25,053,373.74","$20,136,709.13","$58,999.39","$25,260.54",,,,,,,"$31,215.99",,,,"$2,402,925.49",,"$644,616.39",,,,,,,,,,,,,,,"$701,322.44","$122,225.08",,"$137,958.54",,,,"$1,200.00","$508,097.24",,,,,,,"$10,235.00","$90,178.47","$9,697.64","$5,550.00",,"$6,743.92",,,,,,"$106,900.37",,"$6,382.50","$17,806.03",,"$29,349.58"
1,112286003,Tuscarora SD,Franklin,"$20,516,899.55","$16,557,442.85","$151,689.63","$23,633.90","$12,331.11",,,,,,,,,,"$1,901,199.58",,"$236,382.23",,,,,,,,,,,,,,,"$916,074.07","$56,966.89",,"$99,037.41","$11,000.00",,,,"$372,904.00",,,,,,,"$27,265.40","$7,143.93",$0.12,$720.00,,"$55,730.00",,,,,,,,,"$38,823.44","$12,323.94","$36,231.05"
1,112289003,Waynesboro Area SD,Franklin,"$30,136,596.22","$20,951,257.75","$143,677.50","$27,501.19","$32,559.78",,,,,"$250,903.50","$41,944.80",,,,"$3,027,888.41",,"$480,306.25",,,,,,,,,,,,,,,"$1,275,089.45","$107,469.91",,"$61,612.15",,,,"$22,829.77","$700,665.00",,,,,,,"$10,130.00","$8,471.21",,"$17,949.50",,"$2,922,064.61",,,"$1,079.00",,,,,,,,"$53,196.44"
1,111291304,Central Fulton SD,Fulton,"$5,862,061.91","$4,429,266.93",,"$5,892.26","$20,035.35",,"$13,013.45",,"$13,013.45","$13,435.45",,,,,"$567,365.71",,"$57,331.74",,,,,,,,,,,,,,,"$415,457.60","$21,004.43",,"$36,831.00",,,,,"$133,436.00",,,,,,,,"$8,000.00","$13,466.39",,,,,,,,"$73,113.15",,,,"$20,500.00",,"$20,899.00"
1,111292304,Forbes Road SD,Fulton,"$2,663,145.26","$1,937,500.00",,"$2,799.00","$25,538.00",,"$6,430.00",,"$6,430.00","$5,339.00",,,,,"$244,851.00",,"$43,482.00",,,,,,,,,,,,,,,"$255,049.00","$7,675.94",,"$10,624.00",,,,,"$57,494.32",,,,,,,$400.00,,,,,,,,,,,,,,"$57,000.00",,"$2,533.00"
1,111297504,Southern Fulton SD,Fulton,"$4,421,173.68","$3,300,931.21",,"$4,389.70","$25,859.62",,"$10,208.20",,"$10,208.20",,,,,,"$503,683.23",,"$59,350.14",,,,,,,,,,,,,,,"$229,612.59","$53,438.71",,"$34,768.48","$8,268.38",,,,"$116,459.65",,,,,,,"$12,000.00",$500.00,"$31,900.55",,,$3.02,,,,,,,,"$1,065.00","$3,486.29",,"$15,040.71"
1,101301303,Carmichaels Area SD,Greene,"$4,830,446.65","$3,376,788.15",,"$4,730.95","$6,911.02",,,,,,"$10,652.06",,,,"$627,110.01",,"$71,825.90",,,,,,,,,,,,,,,"$291,391.16","$18,481.61",,"$19,258.45",,,,"$188,104.00",$411.00,,,,,,,"$14,800.00","$106,209.00",$625.00,,,,,,"$28,442.40",,,,,,"$51,980.09",,"$12,725.85"
1,101301403,Central Greene SD,Greene,"$17,990,505.71","$14,699,576.72",,"$13,731.78","$44,604.58",,,,,,,,,,"$1,319,445.95",,"$375,977.09",,,,,,,,,,,,,,,"$730,252.38","$20,856.37",,"$38,868.70",,"$4,934.00",,,"$473,701.00",,,,,,,"$171,011.47","$50,441.55",,"$1,900.00",,,,,,,,,,"$2,265.10","$41,035.42",,"$1,903.60"
1,101303503,Jefferson-Morgan SD,Greene,"$5,033,076.85","$3,363,245.40",,"$4,844.48",,,,,"$10,847.90","$4,132.44",,,,,"$551,268.64",,"$68,692.13",,,,,,,,,,,,,,,"$447,902.16","$5,332.50",,"$26,180.25",,,,,"$173,604.00",,,,,,,,,,,,,,,,,,,,,"$7,237.77",,"$369,789.18"
1,101306503,Southeastern Greene SD,Greene,"$3,183,204.17","$2,093,765.30",,"$3,144.11","$5,844.21",,,,,,"$3,701.25",,,,"$370,496.61",,"$34,956.21","$15,416.00",,,,,,,,,,,,,,"$254,855.55","$8,372.94",,"$15,324.66",,,,"$161,724.03","$2,056.00",,,,,,,"$13,800.00","$32,300.00",,,,"$110,819.23",,,,,,,,,"$56,628.07",,
1,101308503,West Greene SD,Greene,"$12,459,019.92","$10,606,399.81",,"$12,406.89","$7,205.31",,,,,,,,,,"$430,235.65",,"$655,004.97",,,,,,,,,,,,,,,"$223,223.84","$83,473.68",,$250.00,,,,"$9,989.63","$150,665.00",,,,,,,"$15,400.00","$55,058.11",,,,"$2,050.68",,,,,,,,,"$147,933.88",,"$59,722.47"
1,111312503,Huntingdon Area SD,Huntingdon,"$12,119,445.89","$7,606,985.84",,"$12,436.84","$58,026.62",,"$36,859.15","$1,211,942.59","$41,438.22",,"$45,550.29",,,,"$1,211,942.88",,"$184,668.55",,,,,,,,,,,,,,,"$1,060,405.44","$34,946.52",,"$66,707.00",,,,,"$396,294.17",,,,,,,"$19,125.00","$10,133.33","$15,125.00","$3,115.00",,"$33,615.63",,,,"$1,930.80",,,,,"$57,371.76",,"$10,825.26"
1,111312804,Juniata Valley SD,Huntingdon,"$4,138,965.08","$2,418,923.42",,"$4,069.29","$23,319.33",,"$13,281.60","$653,253.17","$13,281.60",,,,,,"$517,545.75",,"$28,473.76",,,,,,,,,,,,,,,"$237,065.00","$20,460.92",,"$57,794.49",,,,,"$121,284.69",,,,,,,"$2,395.00","$4,710.30","$9,067.84",,,,,,,,,,,,"$11,490.85",,"$2,548.07"
1,111316003,Mount Union Area SD,Huntingdon,"$5,647,166.98","$3,682,861.80",,"$5,656.91","$35,914.80",,"$19,627.55",,"$19,617.75",,,,,,"$735,964.99",,"$81,257.73",,,,,,,,,,,,,,,"$573,366.26","$20,727.12",,"$41,480.00",,,,,"$260,988.80",,,,,"$3,321.04",,$770.00,,,,,"$94,693.69",,,,,,,,,"$4,180.60",,"$66,737.94"
1,111317503,Southern Huntingdon County SD,Huntingdon,"$5,522,362.14","$3,567,341.27",,"$5,328.17","$21,999.39",,"$15,018.25",,"$15,018.25",,,,,,"$663,300.28",,"$102,839.47",,,,,,,,,,,,,,,"$499,504.91","$46,450.43",,"$55,192.00","$99,018.83",,,"$2,452.00","$244,548.61",,,,,"$11,031.50",,"$1,305.00",$130.82,,"$5,250.00",,"$75,775.25",,,,,,,,,"$63,802.69","$1,360.05","$25,694.97"
1,128321103,Blairsville-Saltsburg SD,Indiana,"$13,014,422.69","$9,518,858.16",,"$15,749.92","$9,977.40",,"$29,084.65",,"$29,084.35",,"$21,071.43",,,,"$1,746,986.18",,"$102,881.62",,,,,,,,,,,,,,,"$1,003,321.79","$65,431.23",,"$97,596.00","$74,982.79",,,"$4,000.00","$281,605.85",,,,,,,"$2,588.50",,,,,,,,,,,,,,,,"$11,202.82"
1,128323303,Homer-Center SD,Indiana,"$6,659,140.69","$5,075,991.81",,"$7,195.42",$698.31,,,,,,"$6,571.54",,,,"$1,007,093.23",,"$41,076.00",,,,,,,,,,,,,,,"$208,117.37","$8,171.79",,"$28,281.11",,,,,"$168,764.76",,,,,,,,"$10,609.60","$12,474.11",,,,,,,,,,,,"$67,089.03",,"$17,006.61"
1,128323703,Indiana Area SD,Indiana,"$34,342,898.15","$27,288,610.78",,"$35,396.79","$141,435.63",,,,,,,,,,"$3,657,743.78",,"$285,447.26",,,,,,,,,,,,,,,"$1,624,818.96","$65,797.20",,"$69,287.02",,"$320,309.50",,"$2,511.58","$359,384.75",,,,,,,"$14,917.50","$47,810.31",,"$17,287.50",,"$270,912.23",,,"$15,200.00",,,,,,"$74,634.90","$46,689.79","$4,702.67"
1,128325203,Marion Center Area SD,Indiana,"$7,822,136.97","$5,433,386.08",,"$8,079.97","$4,827.96",,,,,,,,,,"$1,507,214.89",,"$81,396.79",,,,,,,,,,,,,,,"$348,227.85","$11,310.17",,"$25,858.00",,"$4,000.00",,,"$249,510.17",,,,"$75,000.00",,,"$1,190.00","$14,150.10",,,,"$32,301.94",,,,,,,,"$15,651.70","$3,510.91",,"$6,520.44"
1,128326303,Penns Manor Area SD,Indiana,"$4,688,389.54","$3,110,121.78",,"$4,609.58",$946.62,,"$14,355.10",,"$14,355.10",,,,,,"$760,820.57",,"$34,313.61",,,,,,,,,,,,,,,"$360,718.02","$1,912.96",,"$16,130.00",,,,,"$173,155.90",,,,,,,$697.10,"$77,971.27",,,,"$87,594.31",,,,,,,,"$3,235.00","$22,263.71",,"$5,188.91"
1,128327303,Purchase Line SD,Indiana,"$3,530,069.75","$2,001,591.74",,"$3,888.70","$13,402.32",,"$16,272.05",,"$16,272.05",,"$7,553.88",,,,"$689,289.64",,"$53,941.10",,,,,,,,,,,,,,,"$407,011.55","$28,686.18",,"$20,379.00",,,,,"$184,401.95",,,,,,,,"$18,405.68",$627.83,$716.00,,,,,,,,,,,"$57,021.96",,"$10,608.12"
