Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - Race to the Top received as Pass Through 6836,Federal Cares Act Revenue Received as Pass Through 6837,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,125235103,Interboro SD,Delaware,"$46,384,538.16","$40,953,796.45","$19,548.83","$40,368.41",$532.00,"$4,187.00",,,,,,,,,,,"$680,039.52",,,,,"$309,254.78",,,,,,,,,,"$1,567,550.77","$29,586.71",,"$6,613.34","$2,400.00",,,,"$810,179.00",,,"$667,668.70",,,"$2,490.69",,"$4,580.27",,,,,,,,,,,"$431,061.60","$12,821.63","$841,858.46"
1,125235502,Marple Newtown SD,Delaware,"$77,197,725.65","$70,111,085.28","$455,331.67","$66,584.07","$24,599.55",,,,,,,,,,,,"$2,423,837.34",,,,,,,,,,,,,,,"$915,617.85","$24,635.00",,"$47,890.00",,,,,"$699,384.00",,"$361,020.77",,,"$126,398.54","$29,403.76",,,,"$1,802,297.00",,,,,,,,,"$67,233.99","$37,109.82","$5,297.01"
1,125236903,Penn-Delco SD,Delaware,"$46,406,578.00","$39,727,636.00","$47,080.00","$41,240.00",,,,,,,,,,,"$3,509,515.00",,"$770,581.00",,,,,,,,,,,,,,,"$1,085,330.00","$28,434.00",,$33.00,,,,"$3,640.00","$608,639.00",,"$388,134.00",,"$10,000.00","$11,115.00",,,,,"$9,597.00",,,"$8,622.00",,,,,"-$4,720.00","$72,310.00",,"$89,392.00"
1,125237603,Radnor Township SD,Delaware,"$86,947,840.17","$79,022,733.80","$130,932.01","$77,087.84","$328,587.47",,,,,,"$122,395.08",,,,,,"$2,739,953.63",,,,,,,,,,,,,,,"$1,173,302.49","$101,593.95",,"$14,011.14",,,,,"$472,934.25",,,,,"$36,696.00",,,,,"$2,065,722.82",,,,,,,,,"$371,854.37",,"$290,035.32"
1,125237702,Ridley SD,Delaware,"$76,739,208.54","$70,843,192.36","$329,928.30","$69,629.53","$6,887.82",,,,,,,,,,,,"$954,614.01",,,,,,,,,,,,,,,"$1,949,257.12","$51,755.56",,,,,,,"$1,556,665.00",,,,,"$92,749.95","$8,754.00",,,,$677.98,,,,,,,,,"$169,680.60",,"$705,416.31"
1,125237903,Rose Tree Media SD,Delaware,"$82,325,633.08","$76,038,829.02","$940,279.31","$73,344.81","$4,918.65",,,,,,"$161,440.85",,,,,,"$1,733,861.18",,,,,,,,,,,,,,,"$1,501,860.11","$41,129.34",,"$30,181.53",,,,"$10,000.00","$585,727.01",,,,,"$75,317.00","$47,504.00","$3,143.76","$41,688.62",,,,,"$793,338.42",,,,,$5.00,"$136,835.65",,"$106,228.82"
1,125238402,Southeast Delco SD,Delaware,"$45,024,824.00","$38,604,991.00",,"$40,394.00",,,,,,,,,,,,,"$843,657.00",,,,,,,,,,,,,,,"$3,760,064.00","$334,919.00",,"$11,181.00",,,,,"$1,030,525.00",,,,,,$500.00,,"$5,560.00",,,,,,$100.00,,,,,,,"$392,933.00"
1,125238502,Springfield SD,Delaware,"$63,506,000.48","$59,346,580.31","$13,657.12","$59,155.89","$47,764.21",,,,,,,,,,,,"$905,298.62",,,,"$790,246.71",,,,,,,,,,,"$1,053,573.33","$158,998.75",,,,,,,"$739,485.00",,,,,"$14,814.00",,"$4,117.06",,"$2,750.00",$190.96,,,,,,,,,"$132,287.67",,"$237,080.85"
1,125239452,Upper Darby SD,Delaware,"$113,697,751.92","$100,612,261.96","$2,484.36","$102,668.51",,,,,,,,,,,,,"$3,480,411.10",,,,,,,,,,,,,,,"$6,165,165.46","$119,321.31",,$345.00,,,,"$10,022.00","$2,378,236.00",,,,,"$17,000.00","$51,205.45",,"$18,725.00",,"$153,545.46",,,,,,,,"$276,037.85","$134,519.80",,"$175,802.66"
1,125239603,Wallingford-Swarthmore SD,Delaware,"$67,291,569.77","$63,694,378.33","$5,780.16","$60,179.11",,,"$59,852.33",,"$60,631.29",,,,,,,,"$769,546.76",,,,,,,,,,,,,,,"$1,263,094.96","$35,775.51",,,,,,,"$539,950.00",,,,,"$83,436.41",,,"$10,080.00",,"$524,043.70",,,,,,,,,"$102,459.30",,"$82,361.91"
1,125239652,William Penn SD,Delaware,"$52,464,859.00","$45,468,448.00",,,,,,,,,,,,,,,"$723,154.00",,,,,,,,,,,,,,,"$5,100,851.00",,,,,,,,"$974,029.00",,,,,,,,"$3,515.00",,,,,,,,,,,,,"$194,862.00"
1,109243503,Johnsonburg Area SD,Elk,"$3,082,383.06","$1,727,951.43",,"$2,501.52","$49,718.99","$27,273.80","$11,970.60",,"$11,987.10",,,,,,"$406,835.83","$155,794.00","$61,412.47",,,,,,,,,,,,,,,"$199,920.08","$7,480.29",,,,,"$2,800.00","$157,366.00","$105,285.00",,,,,,"$120,780.00",,,,"$15,990.73",,,,,,,,"$1,474.00",,"$3,727.38","$12,113.84"
1,109246003,Ridgway Area SD,Elk,"$5,392,012.14","$3,120,181.44",,"$4,505.99","$60,385.01","$54,259.17","$12,677.94",,"$12,677.98",,"$13,751.15",,,,"$639,478.48","$205,487.46","$59,482.77",,,,,,,,,,,,,,,"$459,957.06","$19,048.62",,"$1,608.17",,,,"$182,064.00","$117,388.00",,,,,"$20,960.80","$200,366.00",,,,"$6,170.00",,,,,,,,,,,"$201,562.10"
1,109248003,Saint Marys Area SD,Elk,"$15,707,218.00","$10,091,442.28","$17,727.25","$14,451.60","$154,111.15",,"$32,785.10",,"$32,785.06",,"$53,048.76",,,,"$2,018,060.62","$1,259,575.12","$266,903.21",,,,,,,,,,,,,,,"$998,881.97","$23,955.72",,"$13,742.92",,,,,"$420,343.00",,,,,"$4,800.00","$288,071.24",,,,,,,,,,,,"$16,533.00",,,
1,105251453,Corry Area SD,Erie,"$9,346,751.91","$6,541,330.14",,"$8,770.78","$7,682.85",,"$26,173.35",,"$26,173.35",,,,,,"$1,063,768.73",,"$127,046.50",,,,,,,,,,,,,,,"$864,658.41","$19,810.46",,"$5,296.00",,,"$10,000.00","$495,675.13","$3,448.00",,"$30,000.00",,,"$31,050.00",,,,,"$2,177.55",,,,$907.08,,$907.08,,,"$12,730.30","$1,287.53","$67,858.67"
1,105252602,Erie City SD,Erie,"$64,706,840.00","$43,281,525.00",,"$56,988.00","$1,556,062.00",,,,,,"$219,210.00",,,,"$7,102,774.00",,"$1,173,334.00",,,,,,,,,,,,,,,"$5,529,046.00","$290,804.00",,,"$402,330.00","$18,518.00",,,"$3,241,392.00",,,"$2,956.00",,"$107,627.00","$146,318.00","$79,210.00",,,"$684,162.00",,,,,,,,,"$278,302.00",,"$536,282.00"
1,105253303,Fairview SD,Erie,"$20,609,652.00","$17,265,478.00","$118,476.00","$18,188.00",,,,,,,"$23,420.00",,,,"$1,934,353.00",,"$387,467.00",,,,,,,,,,,,,,,"$439,067.00","$51,078.00",,"$19,485.00",,,,$662.00,"$229,648.00",,,"$25,661.00",,"$7,395.00","$12,750.00","$30,000.00",,,,,,,,,,,,"$40,871.00",,"$5,653.00"
1,105253553,Fort LeBoeuf SD,Erie,"$18,842,876.92","$15,155,231.48","$102,652.36","$18,288.97","$2,473.13",,"$29,423.82",,"$29,423.85",,"$50,235.50",,,,"$1,740,034.27",,"$275,611.88",,,,,,,,,,,,,,,"$663,962.91","$27,971.53",,$363.08,,,"$1,000.00",,"$514,021.03",,"$53,640.00","$11,375.22",,"$1,880.00","$9,100.00","$16,789.85",,,"$8,961.28",,,,,,,,,"$50,066.54","$2,500.00","$77,870.22"
1,105253903,General McLane SD,Erie,"$15,008,619.34","$11,314,992.17","$39,836.36","$13,470.40","$32,213.99",,,,,,"$30,456.29",,,,"$1,825,413.50",,"$294,864.64",,,,,,,,,,,,,,,"$504,229.87","$66,374.61",,,,,,,"$422,952.71",,,,,"$55,939.00",,"$104,004.53",,,"$235,960.35",,,,,,,,,"$62,538.72",,"$5,372.20"
1,105254053,Girard SD,Erie,"$10,863,166.53","$8,479,762.29","$50,575.27","$9,571.28","$30,476.78",,"$28,738.60",,"$28,738.60","$41,036.10","$13,807.82",,,,"$1,081,216.83",,"$126,119.26",,,,,,,,,,,,,,,"$438,763.08","$29,606.41",,$858.63,,"$1,724.00",,"$36,562.70","$364,935.13",,,"$14,210.18",,"$22,031.50",,"$13,250.00",,,,,,,,,,,,"$17,943.44",,"$33,238.63"
1,105254353,Harbor Creek SD,Erie,"$20,173,948.83","$16,630,990.31","$9,973.12","$17,182.09","$216,250.41",,,,,,"$29,131.68",,,,"$1,884,261.64",,"$231,445.32",,,,,,,,,,,,,,,"$507,006.77","$54,790.79",,$650.00,"$10,360.00",,,"$2,100.30","$368,345.74",,"$26,393.05","$20,178.21",,"$10,300.00","$1,000.00",,,,"$97,535.74",,,,,,,,,"$51,460.50",,"$4,593.16"
1,105256553,Iroquois SD,Erie,"$7,379,531.98","$5,503,776.55",,"$5,860.66",,,"$19,626.31",,"$39,252.63",,"$17,853.12",,,,"$634,460.35",,"$103,131.50",,,,,,,,,,,,,,,"$402,620.09","$30,492.41",,,,,"$108,367.96",,"$277,277.43",,,,,$545.00,,"$180,743.04","$1,560.00",,,,,,,,,,"$10,000.00","$36,179.09",,"$7,785.84"
1,105257602,Millcreek Township SD,Erie,"$69,703,495.26","$54,140,853.66","$232,453.69","$61,083.95","$428,208.67",,,,,,"$142,225.68",,"$3,200.00",,"$7,461,467.93",,"$1,305,761.72",,,,,,,,,,,,,,,"$1,845,403.05","$175,441.66",,"$196,345.57",,,,,"$1,351,456.47",,"$330,000.00","$16,675.22",,"$121,700.00",,"$1,770.01","$6,183.99",,"$1,298,041.57",,,,,,,"$40,252.89",,"$429,661.75","$25,938.40","$89,369.38"
1,105258303,North East SD,Erie,"$9,811,688.01","$7,811,623.11",,"$9,076.25",,,,,,,,,,,"$1,095,580.26",,"$182,075.21",,,,,,,,,,,,,,,"$298,072.06","$16,556.06",,,,,"$8,680.00",,"$278,689.17",,,,,"$21,921.57",,"$84,823.33",,,,,,,,,,,,,,"$4,590.99"
1,105258503,Northwestern SD,Erie,"$6,065,535.65","$4,147,027.25","$7,287.73","$5,201.26","$7,672.53",,,,,,,,,,"$868,687.01",,"$102,126.52",,,,,,,,,,,,,,,"$375,457.03","$22,561.33",,"$12,260.00","$14,260.74",,,,"$357,839.04",,,,,"$63,009.96","$19,130.26",,,,"$56,533.15",,,,,,,,,"$5,338.92",,"$1,142.92"
1,105259103,Union City Area SD,Erie,"$3,994,270.91","$2,655,719.22",$321.68,"$3,393.21",$913.92,,"$13,378.20",,"$13,378.20",,,,,,"$516,736.27",,"$72,332.18",,,,,,,,,,,,,,,"$408,151.04","$5,024.04",,"$1,170.00",,,"$9,994.98",,"$233,058.26",,,,"$14,986.11","$1,750.00",$764.40,"$2,972.09",$110.00,,,,,$850.00,,,,"$29,093.47",$50.15,"$2,063.77",,"$8,059.72"
1,105259703,Wattsburg Area SD,Erie,"$13,290,045.71","$10,644,737.38","$47,307.29","$11,784.63","$7,006.47","$5,587.46","$27,569.53",,"$27,569.53",,"$11,995.10",,,,"$1,231,140.00",,"$129,708.31",,,,,,,,,,,,,,,"$533,268.56","$13,125.79",,"$10,960.00",,,,"$224,554.00","$106,355.71",,,,,"$18,135.88",,"$232,584.46",,,,,,,,,,,,"$1,406.92","$1,422.33","$3,826.36"
1,101260303,Albert Gallatin Area SD,Fayette,"$13,641,024.72","$8,375,479.28",,"$9,878.53","$10,536.73",,"$29,157.50",,"$29,157.50",,"$28,212.75",,,,"$2,032,108.02",,"$185,474.79",,,,,,,,,,,,,,,"$1,473,508.01","$14,304.15",,"$10,365.00",,,,"$4,832.00","$767,911.00",,,"$51,404.84",,"$251,396.55","$29,928.78","$10,740.60","$1,440.00",,,,,,,,,,,"$312,794.36",,"$12,394.33"
1,101260803,Brownsville Area SD,Fayette,"$7,589,081.10","$4,845,892.77",,"$7,228.19",,,"$20,084.10",,"$20,084.10",,"$18,666.76",,,,"$925,464.35",,"$70,830.01",,,,,,,,,,,,,,,"$752,595.60","$13,537.34",,,,,,"$48,593.19","$411,624.00",,,,,"$8,700.00","$291,029.83",,,,,,,,,,,,,"$136,556.09","$3,325.13","$14,869.64"
1,101261302,Connellsville Area SD,Fayette,"$21,126,353.50","$13,737,467.56",,"$18,549.39","$15,224.97",,,,,,,,,,"$3,154,381.06",,"$348,230.49",,,,,,,,,,,,,,,"$1,686,285.16","$2,716.13",,"$43,834.00",,"$16,982.59",,"$102,458.22","$1,125,904.00",,"$50,000.00",,,"$85,948.14","$117,250.80","$229,945.23","$8,350.00",,,,,,,,,,,"$177,055.79","$17,200.04","$188,569.93"
1,101262903,Frazier SD,Fayette,"$7,089,727.37","$5,230,851.40",,,"$9,809.41",,"$17,007.50",,"$17,007.50",,"$5,548.04",,,,"$876,780.79",,"$76,866.56",,,,,,,,,,,,,,,"$527,450.97","$1,582.90",,"$8,147.10",$361.69,,,,"$201,796.21",,,,,,,,,,,,,,,,,,,,,"$116,517.30"
1,101264003,Laurel Highlands SD,Fayette,"$23,929,570.20","$17,566,408.10",,"$21,059.51","$15,749.96",,"$9,199.60",,"$9,199.60",,"$78,438.97",,"$13,888.00",,"$2,245,450.27",,"$358,493.40",,,,"$616,152.91",,,,,,,,,,,"$1,694,378.35","$2,080.13",,"$19,346.86","$50,000.00",,"$125,237.00",,"$669,706.00",,,,,"$9,000.00","$79,194.66",,,,"$46,871.28",,,"$19,770.19",,,,,,"$265,679.38",,"$14,266.03"
1,101268003,Uniontown Area SD,Fayette,"$19,062,372.71","$13,072,488.63",,"$15,917.16","$52,207.16",,"$31,862.20",,"$38,958.45",,"$69,125.65",,,,"$1,371,108.51",,"$363,864.67","$83,619.89",,,"$405,338.80",,,,,,,,,,,"$2,374,627.44","$77,093.05",,"$2,966.00","$2,395.62",,,,"$603,708.00",,,"$174,052.80",,"$19,274.46","$31,801.21",,"$3,275.00",,"$92,393.57",,,,,,,,,"$147,601.44",,"$28,693.00"
1,106272003,Forest Area SD,Forest,"$7,661,525.80","$5,627,224.03",,"$6,262.97","$17,187.34","$624,346.07",,,,,"$11,540.77",,,,"$360,287.65",,"$189,168.32",,,,,,,,,,,,,,,"$590,896.77","$6,372.45",,,,-$500.00,,,"$98,928.77",,,,,"$6,000.00","$49,064.37","$25,848.00",,,"$24,112.08",,,,,,,,,"$11,594.41",,"$13,191.80"
1,112281302,Chambersburg Area SD,Franklin,"$102,022,777.00","$75,056,345.00","$406,595.00","$85,070.00","$114,587.00",,,"$11,273,401.00",,,"$251,529.00",,,,"$8,052,427.00",,"$1,923,270.00",,,,,,,,,,,,,,,"$1,572,692.00","$77,512.00",,$320.00,"$251,532.00",,,,"$1,785,622.00",,,,,"$82,735.00","$6,366.00",,,,"$258,299.00",,,,,"$136,465.00",,,,"$150,393.00",,"$537,617.00"
1,112282004,Fannett-Metal SD,Franklin,"$3,620,429.17","$2,773,627.76","$26,337.28","$3,259.34","$14,391.74",,"$13,606.54",,"$13,606.52",,,,,,"$416,917.41",,"$69,055.65",,,,,,,,,,,,,,,"$127,633.73","$1,515.02",,"$8,619.25",,,,,"$102,019.00",,,,,"$6,050.00","$40,188.85",$295.00,$180.00,,,,,,,,,,,,,"$3,126.08"
1,112283003,Greencastle-Antrim SD,Franklin,"$29,889,927.54","$23,416,582.91","$236,118.60","$24,573.81",,,,,,,"$38,541.75",,,,"$2,704,658.08",,"$979,647.24",,,,,,,,,,,,,,,"$657,904.58","$103,453.74",,"$121,420.09","$833,165.53",,,"$59,360.42","$487,771.11",,,,,"$3,140.00","$82,314.87","$1,000.00","$1,200.00",,"$4,215.76",,,,,,"$39,921.45",,,"$89,326.03",$342.26,"$5,269.31"
1,112286003,Tuscarora SD,Franklin,"$23,159,797.00","$18,758,949.00","$42,085.00","$20,899.00","$16,775.00",,,,,,,,,,"$2,145,345.00",,"$388,484.00",,,,,,,,,,,,,,,"$1,153,862.00","$8,655.00",,"$12,307.00",,,,,"$348,841.00",,,,,"$10,700.00","$181,085.00",,,,"$4,466.00",,,"$10,075.00",,,,,,"$44,101.00","$6,740.00","$6,428.00"
1,112289003,Waynesboro Area SD,Franklin,"$33,890,630.94","$24,365,368.74","$96,883.28","$27,955.41","$45,554.71",,,,,"$219,645.77","$40,440.46",,,,"$3,500,438.70",,"$886,022.46",,,,,,,,,,,,,,,"$1,055,956.46","$68,656.37",,"$15,359.00","$138,404.20","$23,309.00",,"$48,015.15","$652,070.40",,,,,"$4,288.80","$103,273.75","$6,305.40","$24,269.06",,"$2,365,343.00",,,$179.75,,,,,,"$190,020.07",,"$12,871.00"
1,111291304,Central Fulton SD,Fulton,"$6,338,400.00","$4,742,356.22",,"$5,604.28","$23,482.76",,"$12,408.30",,"$12,408.30","$12,515.80",,,,,"$689,638.09",,"$101,628.38",,,,,,,,,,,,,,,"$276,618.62","$12,830.50",,"$18,234.00",,,,,"$150,620.85",,,,,,"$3,842.75","$36,346.84",,,,,,,,"$1,125.00",,,,$875.00,"$1,645.58","$236,218.73"
1,111292304,Forbes Road SD,Fulton,"$3,004,475.00","$2,175,208.00",,"$2,505.00","$24,448.00",,"$6,151.50",,"$6,151.50","$6,474.00",,,,,"$293,994.00",,"$32,944.00",,,,,,,,,,,,,,,"$252,123.00","$21,344.00",,,,,,,"$55,852.00",,,"$15,750.00",,"$4,500.00",,,,,"$13,336.00",,,,,,,,,,,"$93,694.00"
1,111297504,Southern Fulton SD,Fulton,"$5,086,411.54","$3,712,241.01",,,"$34,318.69",,"$9,889.50",,"$9,889.50",,,,,,"$676,024.83",,"$132,863.08",,,,,,,,,,,,,,,"$198,546.72","$9,899.14",,"$19,253.00",,,,,"$123,568.72",,,,,"$15,786.00",,,,,,,,,,,,,,"$16,330.26",,"$127,801.09"
1,101301303,Carmichaels Area SD,Greene,"$5,598,685.09","$3,683,293.14",,"$4,701.09","$7,837.61",,,,,,"$14,399.53",,,,"$649,221.69",,"$103,998.99",,,,,,,,,,,,,,,"$677,366.02","$14,024.29",,,,,,"$37,116.00","$236,724.00",,,,,"$13,800.00","$87,993.00","$1,250.00",,,,,,,,,,,,"$49,819.16",,"$17,140.57"
1,101301403,Central Greene SD,Greene,"$17,558,463.58","$14,276,701.40",,"$15,942.67","$45,671.03",,,,,,,,,,"$1,321,459.61",,"$298,462.34",,,,,,,,,,,,,,,"$713,977.44","$37,321.95",,"$11,795.00",,,,"$72,694.15","$441,978.00",,,,,"$27,649.97","$90,045.84",,,,,,,,,,,,,,,"$204,764.18"
1,101303503,Jefferson-Morgan SD,Greene,"$5,540,682.74","$3,762,044.83",,"$4,725.21",,,,,"$9,849.10","$3,517.13",,,,,"$576,604.06",,"$55,664.51",,,,,,,,,,,,,,,"$602,261.87","$9,030.38",,"$3,040.77",,,,,"$188,810.00",,,,,,,,,,,,,,,,,,,"$1,288.86",,"$323,846.02"
1,101306503,Southeastern Greene SD,Greene,"$3,350,967.07","$2,200,619.22",,"$2,846.35","$5,914.41",,,,,,"$4,454.06",,,,"$389,152.38",,"$62,060.64","$38,142.25",,,,,,,,,,,,,,"$361,971.61","$7,866.38",,"$6,046.25",,,"$13,001.50","$141,564.00",$302.00,,,,,"$13,800.00","$14,334.00","$54,993.75",,,,,,,,,,,,"$33,898.27",,
1,101308503,West Greene SD,Greene,"$12,955,764.30","$10,393,817.96",,"$9,953.88","$9,286.63",,,,,,,,,,"$425,244.52",,"$935,735.77",,,,,,,,,,,,,,,"$250,693.26","$356,047.22",,"$5,400.00",,"$3,918.00",,,"$158,923.00",,,,,"$179,107.92","$107,435.77",,,,,,,,,,,,,"$2,666.96",,"$117,533.41"
1,111312503,Huntingdon Area SD,Huntingdon,"$13,894,793.98","$9,076,877.17",,"$11,999.93","$72,399.10",,"$36,584.40","$1,503,694.49","$41,899.60",,"$38,920.32",,,,"$1,503,702.21",,"$306,202.05",,,,,,,,,,,,,,,"$777,562.56","$12,085.63",,"$1,125.00",,,,,"$418,713.74",,,,,"$10,000.00",$750.00,"$2,002.00","$6,980.00",,"$3,786.12",,,,,,,,,"$55,675.61",,"$13,834.05"
1,111312804,Juniata Valley SD,Huntingdon,"$4,429,719.01","$2,655,974.36",,"$4,045.30","$36,775.95",,"$13,218.00","$645,393.61","$13,218.00",,,,,,"$507,095.00",,"$92,284.66",,,,,,,,,,,,,,,"$287,610.01","$2,646.17",,"$15,305.24",,,,,"$129,464.74",,,,,$900.00,$775.57,,,,,,,,,,,,,"$24,400.18",,$612.22
1,111316003,Mount Union Area SD,Huntingdon,"$5,710,727.00","$3,659,904.00",,"$5,208.00","$48,872.00",,"$19,677.00",,"$19,521.00",,,,,,"$771,356.00",,"$116,711.00",,,,,,,,,,,,,,,"$562,324.00","$1,472.00",,"$6,153.00",,,,,"$285,028.00",,,,,"$15,000.00",,"$126,986.00","$3,000.00",,,,,,,,,,,,,"$69,515.00"
1,111317503,Southern Huntingdon County SD,Huntingdon,"$5,589,355.30","$3,799,907.27",,"$4,866.36","$27,421.49",,"$14,524.10",,"$14,524.10",,,,,,"$757,032.05",,"$146,199.07",,,,,,,,,,,,,,,"$470,507.17","$5,912.99",,"$15,577.00",,,,,"$223,597.00",,,,,"$1,680.00",,,,,"$47,961.77",,,,,,,,,"$39,897.65","$1,768.32","$17,978.96"
1,128321103,Blairsville-Saltsburg SD,Indiana,"$13,881,371.92","$9,790,351.52",,"$13,743.76","$11,243.71",,"$26,905.20",,"$26,725.20",,"$17,048.10",,,,"$1,857,841.97",,"$217,490.88",,,,,,,,,,,,,,,"$1,185,157.39","$6,757.14",,"$8,631.08",,"$330,050.00",,"$47,332.54","$272,337.96",,,,,"$2,728.71","$56,452.03",,"$3,770.00",,,,,,,,,,,,"$2,746.59","$4,058.14"
1,128323303,Homer-Center SD,Indiana,"$6,892,428.65","$5,030,929.10",,"$6,323.89","$1,396.62",,,,,,"$7,946.05",,,,"$1,050,671.65",,"$50,750.56",,,,,,,,,,,,,,,"$432,684.92","$8,507.89",,"$2,950.00","$11,000.00",,,,"$147,354.84",,,,,,"$3,035.00",,,,"$13,250.12",,,,,,,,,"$82,142.60",,"$43,485.41"
1,128323703,Indiana Area SD,Indiana,"$34,667,751.78","$27,642,109.55",,"$32,589.26","$141,435.63",,,,,,,,,,"$3,839,114.75",,"$404,200.75",,,,,,,,,,,,,,,"$1,259,784.40","$60,259.36",,"$42,771.00",,"$330,050.00",,"$4,838.03","$466,207.74",,,"$2,108.00","$19,666.00","$9,140.55","$32,574.97",,"$8,425.00",,"$275,063.48",,,"$9,300.00",,,,,,"$32,159.56","$12,888.09","$43,065.66"
1,128325203,Marion Center Area SD,Indiana,"$8,201,880.38","$5,705,517.72",,"$7,322.02","$4,827.96",,,,,,,,,,"$1,586,556.92",,"$92,965.10",,,,,,,,,,,,,,,"$472,793.56","$2,347.90",,"$3,057.00",,,,,"$256,029.25",,,,,$936.00,,,,,"$5,247.86",,,,,,,,"$2,385.00","$58,931.24",,"$2,962.85"
1,128326303,Penns Manor Area SD,Indiana,"$5,466,662.36","$3,604,418.96",,"$4,907.80",$950.74,,"$13,813.30",,"$13,813.30",,,,,,"$810,231.75",,"$68,832.86",,,,,,,,,,,,,,,"$457,097.55","$1,171.36",,,,"$60,826.00",,"$18,859.62","$165,600.35",,,"$16,363.44",,$540.88,"$52,500.00",,,,"$87,686.69",,,,,,,,"$1,764.89","$53,721.51",,"$33,561.36"
1,128327303,Purchase Line SD,Indiana,"$3,712,488.92","$2,128,276.95",,"$3,248.15","$13,402.32",,"$16,493.75",,"$16,493.75",,"$7,430.53",,,,"$773,895.52",,"$39,695.79",,,,,,,,,,,,,,,"$328,166.73","$3,257.18",,"$2,600.00",,"$154,271.00",,"$5,720.00","$182,036.83",,,,,,$324.07,,,,,,,,,,,,,"$23,363.57",,"$13,812.78"
1,128328003,United SD,Indiana,"$6,093,030.76","$4,073,773.56",,"$5,774.30","$9,202.81",,"$19,613.20",,"$19,613.20",,"$5,460.52",,,,"$1,194,594.36",,"$67,600.45",,,,,,,,,,,,,,,"$416,519.83","$2,807.64",,,,,,,"$197,575.12",,,,,,,,,,,,,,,,,,,"$45,713.26",,"$34,782.51"
1,106330703,Brockway Area SD,Jefferson,"$4,657,009.53","$2,833,447.62",,"$3,803.94","$26,250.15",,"$19,083.60",,"$17,005.89",,"$10,716.20",,,,"$739,033.67","$204,349.20","$89,435.75",,,,,,,,,,,,,,,"$343,916.09","$103,533.93",,$400.00,,,,,"$175,010.85",,"$54,825.00",,,"$7,400.00","$12,544.09",,,,,,,,,,,,,,,"$16,253.55"
1,106330803,Brookville Area SD,Jefferson,"$9,643,373.56","$6,744,264.48",,"$8,520.64","$27,339.13",,,,,,"$32,166.75",,,,"$1,061,774.55","$242,096.24","$194,776.94",,,,,,,,,,,,,,,"$809,146.53","$75,900.95",,"$20,346.28",,,,$767.98,"$269,585.13",,"$83,358.00",,,"$8,410.00","$23,350.13",,"$3,375.00",,"$16,163.31",,,,,,,,,$750.00,,"$21,281.52"
1,106338003,Punxsutawney Area SD,Jefferson,"$12,108,101.84","$7,683,008.04",,"$10,886.32","$16,400.07",,"$50,194.70",,"$50,194.70",,,,,,"$1,854,364.18","$461,962.80","$218,711.26",,,,,,,,,,,,,,,"$860,300.72","$14,518.29",,,,,,,"$470,781.17",,"$101,986.00",,,$560.00,,,"$9,075.00",,"$1,997.28",,,,,,,,,"$174,419.22",,"$128,742.09"
1,111343603,Juniata County SD,Juniata,"$19,032,045.86","$14,472,632.68","$36,342.90","$16,240.97","$48,100.67",,"$74,149.60",,"$74,145.60","$148,219.00",,,,,"$2,349,919.67",,"$339,062.86",,,,,,,,,,,,,,,"$467,015.66","$57,356.18",,"$26,172.72",,,,,"$526,904.91",,,"$73,576.60",,"$1,500.00","$1,500.00",,$305.00,,$56.74,,,,,,,,,,,"$318,844.10"
